,Speaker,Response
16,MR. FORD,"well, mr. uh – nelson, uh – i testified before two committees, house and senate, on precisely the questions that you have asked. and the testimony under oath was to the effect that i did not talk to mr. nixon, to mr. haldeman, to mr. ehrlichman, or to any of the people at the white house. i said i had no recollection whatsoever of talking with any of the white house legislative liaison people. i indicated under oath that the initiative that i took was at the request of the ranking members of the house banking and currency committee on the republican side, which was a legitimate request and a proper response by me. now that was gone into by two congressional committees, and following that investigation, both committees overwhelmingly approved me, and the house and the senate did likewise. now, in the meantime, the special prosecutor, within the last few days, after an investigation himself, said there was no reason for him to get involved because he found nothing that would justify it. and then just a day or two ago, the attorney general of the united states made a further investigation and came to precisely the same conclusion. now, after all of those investigations by objective, responsible people, i think the matter is closed once and for all. but to add one other feature, i don’t control any of the tapes. those tapes are in the jurisdiction of the courts and i have no right to say “yes” or “no.” but all the committees, the attorney general, the special prosecutor, all of them have given me a clean bill of health. i think the matter is settled once and for all. "
17,MR. NELSON,"well, mr. president, if i do say so though, the question is that i think that you still have not gone into details about what your role in it was. and i don’t think there is any question about whether or not uh – there was criminal prosecution, but whether – whether you have told the american people your entire involvement in it. and whether you would be willing, even if you don’t control the tapes, whether you would be willing to ask that the tapes be released for examination. "
18,MR. FORD,"that’s for the uh – proper authorities who have control over those tapes to make that decision. i have given every bit of evidence, answered every question that’s as- been asked me by any senator or any member of the house. plus the fact, that the special prosecutor, on his own initiation, and the attorney general on his initiation, the highest law enforcement official in this country, all of them have given me a clean bill of health. and i’ve told everything i know about it. i think the matter is settled once and for all. "
19,MS. WALTERS,"governor carter, your response. "
20,MR. CARTER,i don’t have a response. 
21,MS. WALTERS,thank you. then we’ll have the next question from mr. kraft to governor carter. 
22,MR. KRAFT,"uh – governor carter, the next big crisis spot in the world may be yugoslavia. uh – president tito is old and sick and there are divisions in his country. uh – it’s pretty certain that the russians are gonna do everything they possibly can after tito dies to force yugoslavia back into the soviet camp. but last saturday you said, and this is a quote, “i would not go to war in yugoslavia, even if the soviet union sent in troops.” doesn’t that statement practically invite the russians to intervene in yugoslavia? ah – doesn’t it discourage yugoslavs who might be tempted to resist? and wouldn’t it have been wiser on your part uh – to say nothing and to keep the russians in the dark as president ford did, and as i think every president has done since – since president truman? "
23,MR. CARTER,"in the last uh – two weeks, i’ve had a chance to talk to uh – two men who have visited uh – the soviet union, yugoslavia and china. one is governor avell- averell harriman, who visited the soviet union and yugoslavia, and the other is james schlesinger, whom i think you accompanied to uh – china. i got a- a complete report back from those countries from these two distinguished – uh – gentlemen. mr. harriman talked to the leaders in yugoslavia, and i think it’s accurate to say that there is no uh – prospect in their opinion, of the soviet union invading uh – yugoslavia should uh – mr. tito pass away. the present leadership uh – there is uh – is fairly uniform in – in their purpose, and i think it’s a close-knit group, uh – and uh – i think it would be unwise for us to say that we will go to war uh – in yugoslavia uh – if the soviets should invade, which i think would be an extremely unlikely thing. i have maintained from the very beginning of my campaign, and this was a standard answer that i made in response to the yugoslavian question, that i would never uh – go to war or become militarily involved, in the internal affairs of another country unless our own security was direc- rectly threatened. and uh – i don’t believe that our security would be directly threatened if the soviet union went uh – into yugoslavia. i don’t believe it will happen. i certainly hope it won’t. i would take eh – the strongest possible measures short of uh – actual military uh – action there by our own troops, but i doubt that that would be an eventuality. "
24,MR. KRAFT,one quick follow-up question. (governor carter: yes.) did you clear the response you made with secretary schlesinger and governor harriman? 
25,MR. CARTER,"no, i did not. "
26,MS. WALTERS,"president ford, your response. "
27,MR. FORD,"i firmly believe, uh – mr. kraft, that it’s unwise for a president to signal in advance what uh – options he might exercise if any uhh – international problem arose. i think we all recall with some sadness that at uh – the period of the nin- late nineteen forties, early nineteen fifties, there were some indications that the united states would not include uh – south korea in an area of defense. there are some who allege, i can’t prove it true or untrue, that uh – such a statement uh – in effect invited the north koreans to invade south korea. it’s a fact they did. but no president of the united states, in my opinion, should signal in advance to a prospective enemy, what his uhh – decision might be or what option he might exercise. it’s far better for a person sitting in the white house uh – who has a number of options to make certain that the uh – other side, so to speak, doesn’t know precisely what you’re going to do. and therefore, that was the reason that i would not uh – identify any particular course of action uh – when i responded to a question a week or so ago. "
28,MS. WALTERS,"thank you, mr. maynard, your question to president ford, please. "
29,MR. MAYNARD,"sir, this question concerns your administrative performance as president. the other day, general george brown, the chairman of the joint chiefs of staff, delivered his views on several sensitive subjects, among them great britain, one of this country’s oldest allies. he said, and i quote him now, “great britain, it’s a pathetic thing. it just makes you cry. they’re no longer a world power. all they have are generals, admirals, and bands,” end quote. since general brown’s comments have caused this country embarrassment in the past, why is he still this nation’s leading military officer? "
30,MR. FORD,"i have indicated to general brown that uh – the words that he used in that interview, in that particular case and in several others, were very ill advised. and general brown has indicated uh – his apology, his regrets, and i think that will, uh – in this situation, settle the matter. it is tragic that uh – the full transcript of that interview was not released and that there were excerpts, some of the excerpts, taken out of context. not this one, however, that you bring up. general brown has an exemply [sic] record of military performance. he served this nation with great, great skill and courage and bravery for thirty-five years. and i think it’s the consensus of the people who are knowledgeable in the military field, that he is probably the outstanding military leader and strategist that we have in america today. now he did use uh – ill-advised words, but i think in the fact that he apologized, that he was reprimanded, uh – does permit him to stay on and continue that kind of leadership that’s we so badly need as we enter into uh – negotiations uh – under the salt ii agreement, or if we have operations that might be developing uh in the middle east or southern africa, in the pacific, uh – we need a man with that experience, that knowledge, that know-how, and i think, in light of the fact that he has uh – apologized, uh – would not have justified my asking for his resignation. "
31,MS. WALTERS,"thank you. governor carter, your response. "
32,MR. CARTER,"well, just briefly, i – i think this is uh – the second time that general brown has made a statement that – for which he did have to apologize. and i know that everybody uh – makes mistakes. i think the first one was related to uh – the unwarranted influence of american jews on the media and uh – in the congress. this one concerned uh – great britain. i think he said that israel was a – a military burden on us and that iran hoped to reestablish the persian empire. ah – i’m not uh – sure that i remembered earlier that president ford had – had expressed uh – his concern about the statement or apologized for it. this is uh – something, though, that i think uh – is indicative of the need among the american people to know how its commander-in-chief, the president, feels and – and – and i think the only criticism that i would have uh – on – of mr. ford is that uh – immediately when the statement was re – re – revealed, uh – perhaps a – a statement from the president would have been a clarifying and a very beneficial thing. "
33,MS. WALTERS,"mr. nelson, your question now to governor carter. "
34,MR. NELSON,"governor, despite the fact that uh – you’ve been running for president a long time now, uh – many americans uh – still seem to be uneasy about you. uh – they don’t feel that uh – they know you or the people around you. and one problem seems to be that you haven’t reached out to bring people of broad background or national experience into your campaign or your presidential plans. most of the people around you on a day-to-day basis are the people you’ve kno- known in georgia. many of them are young and relatively inexperienced in national affairs. and uh – doesn’t this raise a serious question as to uh – whether you would bring into a carter administration uh people with the necessary background to run the federal government? "
35,MR. CARTER,"i don’t believe it does. uh – i began campaigning uh – twenty-two months ago. at that time, nobody thought i had a chance to win. uh – very few people knew who i was. i came from a tiny town, as you know, plains, and didn’t hold public office, didn’t have very much money. and my first organization was just four or five people plus my wife and my children, my three sons and their wives. and we won the nomination by going out into the streets – barbershops, beauty parlors, restaurants, stores, in factory shift lines also in farmers’ markets and livestock sale barns – and we talked a lot and we listened a lot and we learned from the american people. and we built up uh – an awareness among the uh – voters of this country, particularly those in whose primaries i entered – thirty of them, nobody’s ever done that before – about who i was and what i stood for. now we have a very, very wide-ranging group of advisers who help me prepare for these debates and who teach me about international economics, and foreign affairs, defense matters, health, education, welfare, government reorganization. i’d say, several hundred of them. and they’re very fine and very highly qualified. the one major decision that i have made since acquiring the nomination, and i share this with president ford, is the choice of a vice president. i think this should be indicative of the kind of leaders i would choose to help me if i am elected. i chose senator walter mondale. and the only criterion i ever put forward in my own mind was who among the several million people in this country would be the best person qualified to be president, if something should happen to me and to join me in being vice president if i should serve out my term. and i’m convinced now, more than i was when i got the nomination, that walter mondale was the right choice, and i believe this is a good indication of the kind of people i would choose in the future. mr. ford has had that same choice to make. i don’t want to say anything critical of senator dole, but i’ve never heard mr. ford say that that was his prim- primary consideration – who is the best person i could choose in this country to be president of the united states? i feel completely at ease knowing that someday senator mondale might very well be president. in the last five pres- vice presidential uh – nominees, uh – incumbents, three of them have become president. but i think this is indicative of what i would do. "
36,MS. WALTERS,"president ford, your response, please. "
37,MR. FORD,"the governor may not have heard my uh – established criteria for the selection of a vice president, but uh – it was a well-established criteria that the person i selected would be fully qualified to be president of the united states. and senator bob dole is so qualified: sixteen years in the house of representatives and in the senate, uhh – very high responsibilities on important committees. i don’t mean to be critical of uh – senator mondale, but uh – i was uh – very, very surprised when i read that uh – senator mondale made a very derogatory, very personal comment about general brown uh – after the news story that uh – broke about general brown. if my recollection is correct he indicated that uh – general brown was not qualified to be a sewer commissioner. i don’t think that’s a proper way to describe aayuh- chairman of the joint chiefs of staff who has fought for his country for thirty-five years, and i’m sure the governor would agree with me on that. uh – i think senator dole would show more good judgment and discretion than to so describe uh – a heroic and brave and very outstanding leader of the military. so i think our selection uh – of bob dole as vice president uh – is based on merit. and if he should ever become uh – the president of the united states, with his vast experience as member the house and a member of the senate, as well as a vice president, i think he would do an outstanding job as president of the united states. "
38,MS. WALTERS,"mr. kraft, your question to president ford. "
39,MR. KRAFT,"uh – mr. president, uh – uh – let me assure you then maybe some of the uh viewing audience that being on this panel hasn’t been as it may seem, all torture and agony. uh – one of the heartening things is that uh – i and my colleagues have received uh – literally hundreds and maybe even thousands of suggested questions from ordinary citizens all across the country who want answers. "
40,MR. FORD,that’s a tribute to their interest in this election. 
41,MR. KRAFT,"i’ll give you that. ahh – but, uh – let me go on, because one main subject on the minds of all of them has been the environment. uh – they’re particularly curious about your record. people – people really wanna know why you vetoed the strip-mining bill. they wanna know why you worked against strong controls on auto emissions. they wanna know why you aren’t doing anything about pollution uh – of the atlantic ocean. uh – they wanna know a-a bipartisan organization such as the national league of conservation voters says that when it comes to environmental issues, you are – and i’m quoting – “hopeless.” "
42,MR. FORD,"well, first, uh – let me set the record straight. i vetoed the strip-mining bill, mr. kraft, because it was the overwhelming consensus of knowledgeable people that that strip-mining bill would have meant the loss of literally uh – thousands of jobs, something around a hundred and forty thousand jabs. number two, that strip-mining bill would’ve severely set back our need for more coal, and governor carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh – arab oil supply. so, i vetoed it because of a loss of jobs and because it would’ve interfered with our energy independence program. the auto emissions – uh – it was agreed by leonard woodcock, the head of the uaw, and by the uh – heads of all of the automobile industry, we had labor and management together saying that those auto emission standards had to be modified. but let’s talk about what the ford administration has done in the field of environment. i have increased, as president, by over 60 percent the funding for water treatment plants in the united states, the federal contribution. i have fully funded the land and water conservation program; in fact, have recommended and the congress approved a substantially increased land and water conservation program. uh – i have uh – added in the current year budget the funds for the national park service. for example, we uh – proposed about $12 million to add between four and five hundred more employees for the national park service. and a month or so ago i did uh – likewise say over the next ten years we should expand – double – this national parks, the wild wilderness areas, the scenic river areas. and then, of course, the – the final thing is that i have signed and approved of more scenic rivers, more wilderness areas, since i’ve been president than any other president in the history of the united states. "
43,MS. WALTERS,governor carter. 
44,MR. CARTER,"well, i might say that i think the league of conservation voters is absolutely right. this uh – administration’s record on environment is very bad. uh – i think it’s accurate to say that the uh – strip-mining law which was passed twice by the congress – uh – and was only like two votes i believe of being overridden – would have been good for the country. the claim that it would have put hundred and forty thousand miners out of work is uh – hard to believe, when at the time mr. ford vetoed it, the united mine workers was uh – supporting the bill. and i don’t think they would have supported the uh – bill had they known that they would lose a hundred and forty thousand jobs. there’s been a consistent policy on the part of this administration to lower or delay enforcement of air pollution standards and water pollution standards. and under both president nixon and ford, monies have been impounded that would’ve gone to uh – cities and others to control uh – water pollution. we have no energy policy. we, i think, are the only developed nation in the world that has no comprehensive energy policy, to permit us to plan in an orderly way how to shift from increasing the scarce uh – energy uh – forms: oil, and have research and development concentrated on the increased use of coal, which i strongly favor. the research and development to be used primary to make the coal burning uh – be clean. we need a heritage trust program, similar to the one we had in georgia, to set aside additional lands that have uh – geological and archeological importance, uh natural areas for enjoyment. uh – the lands that mr. ford uh – brags about having approved are in alaska and they are enormous in uh – in size. but as far as the accessibility of them by the american people, it’s very uh – far in the future. we’ve taken no strong position in the uh – control of pollution of our oceans, and i would say the worst uh – threat to the environment of all is nuclear proliferation. and this administration, having been in office now for two years or more, has still not taken strong and bold action to stop the proliferation of nuclear waste around the world, particularly plutonium. those are some brief remarks about the failures of this administration. i would do the opposite in every respect. "
45,MS. WALTERS,"mr. maynard, to governor carter. "
46,MR. MAYNARD,"governor, federal policy in this country since world war ii has tended to favor the development of suburbs at the great expense of central cities. does not the federal government now have an affirmative obligation to revitalize the american city? we have heard little in this campaign suggesting that you have an urban reconstruction program. could you please outline your urban intentions for us tonight? "
47,MR. CARTER,"yes, i’d be glad to. in the first place, uh – as is the case with the environmental policy and the energy policy that i just described, and the policy for nonproliferation of uh – of nuclear waste, this administration has no urban policy. it’s impossible for mayors or governors to cooperate with the resident, because they can’t anticipate what’s gonna happen next. a mayor of a city like new york, for instance, needs to know uh – eighteen months or two years ahead of time what responsibility the city will have in administration and in financing – in things like housing, uh – pollution control, uh – crime control, education, welfare and health. this has not been done, unfortunately. i remember the headline in the daily news that said, “ford to new york: drop dead.” i think it’s very important that our cities know that they have a partner in the federal government. quite often congress has passed laws in the past designed to help people with uh – the ownership of homes and with the control of crime and with adequate health care and education programs and so forth. uh – those uh programs were designed to help those who need it most. and quite often this has been in the very poor people and neighborhoods in the downtown urban centers. because of the uh – great -ly- greatly uh – advantaged uh – tho- per – persons who live in the suburbs, better education, better organization, more articulate, more aware of what the laws are, quite often this money has been channeled out of the downtown centers where it’s needed. also i favor all revenue sharing money being used for local governments, and also to remove prohibitions in the use of revenue sharing money so that it can be used to improve education, and health care. we have now uh – for instance only 7 percent of the total education cost being financed by the federal government. when uh – the nixon-ford administration started, this was 10 percent. that’s a 30 percent reduction in the portion that the federal government contributes to education in just eight years. and as you know, the education cost has gone up uh – tremendously. the last point is that the major – uh thrust has gotta be to put people back to work. we’ve got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh – particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent. and the concentration of employment opportunities in those areas would help greatly not only to reestablish the tax base, but also to help reduce the extraordinary welfare cost. one of the major responsibilities on the shoulders of uh – new york city is to – is to finance welfare. and i favor a shifting of the welfare cost away from the local governments altogether. and over a longer period of time, let the federal government begin to absorb part of it that’s now paid by the state governments. those things would help a great deal with the cities, but we still have a – a very serious problem there. "
48,MS. WALTERS,president ford. 
49,MR. FORD,"let me uh – speak out very strongly. the ford administration does have a very comprehensive program to help uh – our major metropolitan areas. i fought for, and the congress finally went along with a general revenue sharing program, whereby cities and uh – states, uh – the cities two-thirds and the states one-third, get over six billion dollars a year in cash through which they can uh – provide many, many services, whatever they really want. in addition we uh – in the federal government make available to uh – cities about uh – three billion three hundred million dollars in what we call community development. in adesh- in addition, uh – uh – as a result of my pressure an the congress, we got a major mass transit program uh – over a four-year period, eleven billion eight-hundred million dollars. we have a good housing program, uh – that uh – will result in cutting uh – the down payments by 50 percent and uh – having mortgage payments uh lower at the beginning of any mortgage period. we’re expanding our homestead uh – housing program. the net result is uh – we think under carla hills, who’s the chairman of my uh – urban development and uh – neighborhood revitalization program, we will really do a first-class job in helping uh – the communities throughout the country. as a matter of fact, that committee under secretary hills released about a seventy-five-page report with specific recommendations so we can do a better job uh – the weeks ahead. and in addition, the tax program of the ford administration, which provides an incentive for industry to move into our major uh – metropolitan areas, into the inner cities, will bring jobs where people are, and help to revitalize those cities as they can be. "
50,MS. WALTERS,"mr. nelson, your question next to president ford. "
51,MR. NELSON,"uh – mr. president, your campaign has uh – run ads in black newspapers saying that quote, “for black americans, president ford is quietly getting the job done.” yet, study after study has shown little progress in desegregation and in fact actual increases in segregated schools and housing in the northeast. now, civil rights groups have complained repeatedly that there’s been lack of progress and commitment to an integrated society uh – during your administration. so how are you getting the job done for blacks and other minorities and what programs do you have in mind for the next four years. "
52,MR. FORD,"let me say at the outset, uh – i’m very proud of the record of this administration. in the cabinet i have one of the outstanding, i think, administrators as the secretary of transportation, bill coleman. you’re familiar, i’m sure, with the recognition given in the air force to uh – general james, and there was just uh – approved a three-star admiral, the first in the history of the united states navy, so uh – we are giving full recognition to individuals of quality in the ford administration in positions of great responsibility. in addition, uh – the department of justice is fully enforcing, and enforcing effectively, the voting rights act, the legislation that involves jobs, housing for minorities, not only blacks but all others. uh – the department of uh – uh – hud is enforcing the new legislation that uhh – outlaws, that takes care of redlining. uh – what we’re doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh – where people with talent, black or any other minority, can fully qualify. the office of minority business in the department of commerce has made available more money in trying to help uh – black businessmen or other minority businessmen than any other administration since the office was established. the office of small business, under mr. kobelinski, has a very massive program trying to help the black community. the individual who wants to start a business or expand his business as a black businessman is able to borrow, either directly or with guaranteed loans. i believe on the record that this administration has been more responsive and we have carried out the law to the letter, and i’m proud of the record. "
53,MS. WALTERS,"governor carter, your response, please. "
54,MR. CARTER,"the uh – description just made of this administration’s record is hard to uh – recognize. i think it’s accurate to say that mr. ford voted against the uh – voting rights acts and the uh – civil rights acts in their uh – debative stage i think once it was assured they were going to pass he finally voted for it. this country uh – changed drastically in 1969 when the uh – terms of john kennedy and lyndon johnson were over and richard nixon and – and gerald ford became the presidents. there was a time when there was hope for those who uh – were poor and downtrodden and who were – uh elderly or who were – uh ill or who were in minority groups, but that time has been gone. i think the greatest thing that ever happened to the south was the passage of the civil rights act and the opening up of opportunities – uh to black people – the chance to vote, to hold a job, to buy a house, to go to school, and to participate in public affairs. it not only liberated – uh black people but it also liberated the whites. we’ve seen uh – in many instances in recent years a minority affairs uh – section of uh small loan administration, uh – small business administration lend uh – a black entrepreneur just enough money to get started, and then to go bankrupt. the bankruptcies have gone up – uh in an extraordinary degree. uh – fha, which used to be a very responsible agency, uh – that everyone looked to to help own a home, lost six million dollars last year. there’ve been over thirteen hundred indictments in hud, over eight hundred convictions relating just to home loans. and now the federal government has become the world’s greatest slum landlord. we’ve got a 30 percent or 40 percent unemployment rate among minority uh – young people. and there’s been no concerted effort given to the needs of those who are both poor and black, or poor and who speak a foreign language. and that’s where there’s been a great uh generation of despair, and ill health, and the lack of education, lack of purposefulness, and the lack of hope for the future. but it doesn’t take just a quiet uh – dormant uh minimum enforcement of the law. it requires an aggressive searching out and reaching out to help people who especially need it. and that’s been lacking in the last eight years. "
55,MS. WALTERS,"mr. kraft, to governor carter. "
56,MR. KRAFT,"ah – governor carter, ah – in the nearly two-hundred-year history of the constitution, there’ve been only uh – i think it’s twenty-five amendments, most of them on issues of the very broadest principle. uh – now we have proposed amendments in many highly specialized causes, like gun control, school busing, balanced budgets, school prayer, abortion, things like that. do you think it’s appropriate to the dignity of the constitution to tack on amendments in wholesale fashion? and which of the ones that i listed – that is, uh – balanced budgets, school busing, school prayer, abortion, gun con- control – which of those would you really work hard to support if you were president? "
