,Speaker,Response
10,BIDEN,that’s simply not true. 
11,TRUMP,"well, you said "
12,WALLACE,"gentleman, we're now into open discussion, open discussion. yes, i agree. vice president. 7:00 "
13,BIDEN,"number one. he knows that -- what i proposed. what i proposed is that we expand obamacare, and we increase it, we do not wipe any -- and one of the big debates we had with 23 of my colleagues trying to win the nomination that i won, were saying that biden wanted to allow people have private insurance still, they can they do, they will under my proposal. 7:25 "
14,TRUMP,"not what you said. that is not what you said. your party wants to go socialist.they're gonna dominate you, joe, you know that. 7:36 "
15,BIDEN,"i am the democratic party right now. the platform of the democratic party is what, i, in fact, approved of. what i approved of. now here's the deal. the deal is that this is going to wipe out pre-existing condition -- by the way, the 20, the 200 million, the 200,000 people that have died on his watch. how many of those have survived? over 7 million people have contracted covid. what does it mean for them going forward if you strike down the affordable care act?8:05 "
16,TRUMP,"joe, you had 308,000 military people die because you couldn't provide them proper health care in the military, so don't tell me about this"
17,BIDEN,i’m happy to talk about this8:15 
18,TRUMP,"and if you were here, it wouldn’t be 200, it would be 2 million people, because you were very late on the draw. you didn’t want me to ban china, which was heavily infected. you didn’t want me to ban 8:24 "
19,WALLACE,"all right we're gonna jump in right now. mr. president. mr. president, there’s a moderator. we are going to talk about covid in the next segment, but go ahead.8:36 "
20,BIDEN,"well, let me finish. the point is that the president also is opposed to roe v wade. that's on the ballot as well, in the court in the court. and so that's also at stake, right now. 8:52 "
21,TRUMP,"you don’t know that’s on the ballot. why is it on the ballot, why is it on the ballot. it's not on the ballot"
22,BIDEN,it’s on the ballot in the court
23,TRUMP,i don’t think so. there's nothing happening there. you don’t know her view on roe v wade. all right. 
24,BIDEN,i don’t know -- 9:06 
25,WALLACE,"all right, all right, let's talk here. we got a lot to unpack here, gentlemen, and we’ve got a lot of time. on health care. and with that, we'll come back to roe v wade. all right, mr president, the supreme court will hear a case, a week after the election, in which the trump administration, along with 18 state attorneys general are seeking to overturn obamacare, to end obamacare. you have sent the last --"
26,TRUMP,because i want to give good healthcare. good healthcare. 
27,WALLACE,"if i may ask that question, sir. over the last four years you have promised to repeal and replace obamacare but you have never in these four years, come up with a plan, a comprehensive plan, to replace obamacare.09:51 "
28,TRUMP,"yes i have. of course i have. i'll get rid of the individual mandate which was added. that is absolutely a big thing, that was the worst part of obamacare. the worst part of obamacare. well, i’ll ask joe. the individual mandate was the most unpopular aspect of obamacare. i got rid of it. 10:12 "
29,WALLACE,i am the moderator in this debate. and i would like you to let me ask my question and then you can answer.10:18go ahead. 
30,WALLACE,"you, in the course of these four years, have never come up with a comprehensive plan to replace obamacare, and just this last thursday, you signed a largely symbolic executive order to protect people with pre-existing conditions, five days before this debate. so my question sir is, what is the trump healthcare plan. "
31,TRUMP,"well, first of all, i guess i'm debating you not him, but that's okay, i’m not surprised. let me just tell you something. that has nothing symbolic. i'm cutting drug prices, i'm going with favored nations which no president has encouraged to do because you're going against big pharma. drug prices will be coming down, 80 or 90%. you could have done it during your 47 year period in government but you didn't do it, nobody's done it. so we're cutting health care, all of the things that we've done -- insulin. i‘ll give an example: insulin. it's going to, it was destroying families -- destroyed people, the cost -- ‘i'm getting it for so cheap; it's like water.’ you want to know the truth, so cheap. take a look at all of the drugs that --- what we're doing, prescription drug prices, we're going to allow our governors now to go to other countries to buy drugs because when they make just a tiny fraction -- this is big stuff. 11:31 "
32,WALLACE,"mr. president, you'll be happy. i'm about to pick up on one of your points to ask the vice president, which is he points out that you would like to add a public option to obamacare, and the argument that he makes and other republicans make, is that that is going to end private insurance. "
33,BIDEN,it is not. 
34,WALLACE,"i am asking the question. that it will, it will end private insurance and create a government takeover of health care. 11:37 "
35,BIDEN," it does not. it's only for those people who are so poor they qualify for medicaid, they can get that free. in most states, except governors who want to deny people are poor, medicaid. anyone who qualifies for medicare -- excuse me, medicaid -- would automatically be enrolled in the public option. the vast majority of the american people would still not be in that option. number one -- 12:22 "
36,TRUMP,"so you agree with bernie sanders, who’s left on the manifesto we call it, that gives you socialized medicine 12:31 "
37,BIDEN,"look. the fact of the matter is, i beat bernie sanders -- 12:42 "
38,TRUMP,you got very lucky.12:45 
39,BIDEN,"i got very lucky, i’m going to get very lucky tonight as well. and tonight i'm going to -- here's the deal, here’s the deal. the fact is that everything he’s saying so far it's simply a lie. i'm not here to call out his lies; everybody knows he's a liar. i want to make sure --  i want to make the president --"
40,WALLACE,can you let him finish sir. 
41,BIDEN,he doesn't know how to do that. 
42,BIDEN, there is no manifesto -- 13:25 
43,TRUMP,you just lost the left. you just lost the left. you agreed with bernie sanders on a plan. 13:31 
44,BIDEN,"folks, do we have any idea what this clown is doing? 13:36 "
45,BIDEN,"let me tell you what. he is not for any help for people needing health care because he in fact already cost 10 million people their health care that they had from their employers, because of his recession, number one. number two, there are 20 million people getting health care through obamacare now he wants to take it away. he won't ever look in your eye and say that's what he wants to do. take it away,"
46,TRUMP," no, i want to give them better health care at a much much lower price because he has no, he doesn't know how to read fixed he has never already played it to an extent he has now.14:16 "
47,WALLACE,i know you’ll realize you're both speaking at the same time. let the president's -- go ahead sir.14:22 
48,TRUMP,"obamacare is no good. we made it better and i had a choice to make very early on. we took away the individual mandate. we guaranteed pre existing conditions but took away the individual mandate. listen, this is the way it is. and that destroyed, that they shouldn't even call it obamacare. but i had a choice to make. do i let my people run it really well, or badly. if i run it badly they'll probably blame him, but they'll blame me, but more importantly i want to help people. okay, i said you got to run it so well. that's me, and i just had a meeting with them; they said, ‘the problem is, no matter how well you run obamacare, it's a disaster. it's too expensive, premiums are too high, that it doesn't work,’ i suppose, people -- yes we do want to get rid of it. i want to get rid of something.15:07 "
49,WALLACE,"i have to give you roughly equal time, please let the vice president talk. 15:12 "
50,BIDEN,"he has no plan for healthcare. he sends out wishful thinking, he has executive orders that have no power, he hasn't lowered drug costs for anybody, he’s been promising a health care plan since he got elected. he has none. like almost everything else he talks about, he does not have a plan. he doesn't have a plan. and the fact is, this man doesn't know what he's talking about. "
51,WALLACE,"one final question for you, mr. vice president, if senate republicans -- we were originally talking about the supreme court here -- if senate republicans, go ahead and confirm justice barrett, there has been talk about ending the filibuster, or even packing the court, adding to the nine justices there. you call this a distraction by the president, but in fact it wasn't brought up by the president, it was brought up by some of your democratic colleagues in congress. so my question to you as you have refused in the past to talk about it: are you willing to tell the american people tonight, whether or not you will support either ending the filibuster or packing the court.16:16 "
52,BIDEN,"whatever position i take on that, that'll become the issue -- the issue is, the american people should speak. you should go out and vote. we're in voting now, vote and let your senators know how strongly you feel. vote now, in fact let people know it is your senators. i'm not going to answer the question. "
53,TRUMP,"why won’t you answer the question -- radical left -- well, listen."
54,BIDEN," would you shut up, man. "
55,TRUMP,who is on your list? 16:49 
56,WALLACE,we have ended this segment. we're going to move on to the second segment. 16:52 
57,BIDEN,"that was a really productive segment, wasn’t it. 16:57 "
58,BIDEN,"keep yapping, man. "
59,TRUMP,"the people understand, joe. in 47 years, you've done nothing then just. "
60,WALLACE,"alright. the second subject is a covid-19, which is an awfully serious subject, so let's try to be -- a million cases of coronavirus in the united states and more than 200,000 people have died. even after we produce a vaccine, experts say that it could be months or even years before we come back toward anything approaching normal. my question for both of you is based on what you have said and done so far and what you have said you would do starting in 2021, why should the american people trust you more than your opponent to deal with this public health crisis going forward. in this case, the question goes to you first. sir, two minutes uninterrupted.17:54 "
61,BIDEN,"look, 200,000 dead. you said over 7 million infected in the united states. we in fact have 5% or 4% of the world's population, 20% of the deaths. 40,000 people a day are contracting covid. in addition to that, about between 750 and 1000 people, they're dying. when he was presented with that number he said ‘it is what it is’ -- what it is what it is -- because you are who you are. that's why it is. the president has no plan. he hasn't laid out anything. he knew all the way back in february how serious this crisis was. he knew it was a deadly disease. what did he do? he's on tape as acknowledging he knew. he said he didn't tell us or give people a warning of it, because he didn't want to panic the american people. you don't panic, he panicked. in addition to that, what did he do? he went in and he, we were insisting that the chinese, the people we had on the ground in china should be able to go to watch, and determine for themselves, how dangerous this was. he did not even ask xi to do that. he told us what a great job xi was doing. he said we owe him a debt of gratitude for being so transparent with us. what did he do then? he then he waited and waited and waited. he still doesn't have a plan. i laid out or i could just watch, exactly what we should be doing. and i laid out again in july, what we should be doing. we should be providing all the protective gear plus, we should be providing the money the house has passed in order to be able to go out and get people to help they need to keep their businesses, open, open schools that cost a lot of money. you should get out of your bunker and get out of the sand trap, get people the help they need to keep their businesses, open, open schools that cost a lot of money. you should get out of your bunker and get out of the car, and in your golf course the golf course and going oval office19:54 "
62,TRUMP,"the country would have been left wide open, millions of people would have died, not 200,000. and one person is too much -- it's china's fault, it should have never happened. they stopped it from going in, but it was china's fault, by the way when you talk about numbers you know how many people died in japan. how many people died in russia. how many people died in india. they don’t exactly give you a straight count, just so you understand. but if you look at what we've done. i closed it and you said he's xenophobic, he's a racist and xenophobic because you didn't close in our country. you didn't think we should have closed our country because you thought it was too -- it was terrible. you wouldn't have closed it for another two months. by my doing it early -- in fact dr. fauci said president trump saved thousands of lives. many of your democrat governors said president trump did a phenomenal job. we worked with the governors. oh, really, go take a look. the governor said i did a phenomenal job, most of them said that they attract people that would not be necessarily on my side, said that president trump's a phenomenal job. we did. we got the gowns, we got the masks, we made the ventilators -- you wouldn't have made ventilators -- and now we're weeks away from a vaccine. we're doing therapeutics already, fewer people are dying when they get sick, far fewer people are dying. we've done a great job. the only thing i haven't done a good job, and that's because of the fake news, no matter what you say to them, they give you a bad press on, it's just fake news. they give you good press, they give me bad press, because that's the way it is, unfortunately. i don't care. i've gotten used to it. but i'll tell you, joe, you could never have done the job that we did, you don't have it in your blood. you could have never done that yet. 21:30 "
63,BIDEN,i know how to do the job. i know how to get the job done. 
64,TRUMP,well you didn't do very well in swine flu. h1n1. a disaster. 21:38 
65,BIDEN,"14,000 people died, not 200,000. there was no economic recession. we didn't shut down the economy. this is his economy, it's been shut down. the reason it’s shut down is because -- look you folks at home. how many of you got up this morning and had an empty chair at the kitchen table because someone died at covid. how many of you are in a situation where you lost your mom or dad and you couldn't even speak to the nurse holding the phone up so you could in fact say goodbye. by the way, his own cdc director says, we could lose as many as another 200,000 people between now and the end of the year, and he held up he said, if we just wear a mask we can save half those numbers -- just just a mask. and by the way, in terms of the, the whole notion of a vaccine. we prefer a a vaccine, but i don't trust him at all, and neither do you, i know you don't. what we trust is a scientist. "
66,TRUMP,"you don't trust johnson & johnson, pfizer?  22:44 "
67,WALLACE,"and let me, let me move on to questions about the future, because you both have touched on one of the -- two of the questions i'm going to ask. focusing on the future first, president trump, you have repeatedly either contradicted or been at odds with some of your government’s top scientists. the week before last, the head of the centers for disease control, dr. redfield, said it would be summer before the vaccine would become generally available to the public. you said that he was confused and mistaken. those are your two words. but dr. slaoui, the head of your operation warp speed, has said exactly the same thing. are they both wrong?23:24 "
68,TRUMP,"well i've spoken to the companies, and we can have it a lot sooner. it's a very political thing because people like this would rather make it political and save less. it is a very political thing i've spoken to pfizer, i've spoken to all of the people that you have to speak to -- we have great -- moderna, johnson and johnson, and others. they can go faster than that by lot. it can become very political, because the left or i don't know --"
69,WALLACE,"head of your operation warp speed, dr. slaoui --"
70,TRUMP,"i disagree with him. no, i disagree with both of them. and he didn't say that. he said it could be there but it could also be -- i had him in my office two days ago. 23:58 "
71,WALLACE,"he talked about the summer, sir, before -- it's generally available -- . "
72,TRUMP,"he said it’s a possibility that we'll have the answer before november 1. it could also be after that. we're gonna deliver it right away. we have the military all set up -- logistically, they're all set up. we have our military that delivers soldiers, and they could do 200,000 a day. they're going to be --"
73,BIDEN,this is the same man who told you--
74,TRUMP,it's all set up. 
75,BIDEN,"he said this would be gone away. whether it'd be gone -- miraculously, like a miracle. by the way, maybe you could inject some bleach in your arm and that would take care of it. 24:32 "
76,TRUMP,"that was said sarcastically, you know that. that was said sarcastically. "
77,BIDEN," and so here's the deal. this man is talking about a vaccine. every serious, every serious company is talking about, maybe having the vaccine done by the end of the year, but the distribution of that vaccine will not occur until sometime beginning or the middle of next year to get it out. if we get the vaccine. and pray to god we will. pray god we will. 24:56 "
78,WALLACE,"mr. vice president, i want to pick up one of the -- pick up on this question though. you say the public can trust the scientists, but they can't trust president trump. in fact, you said that again tonight. your running mate, senator harris, goes further, saying that public health experts “will be muzzled, will be suppressed. given the fact that polls already show that people are concerned about the vaccine and are reluctant to take it, are you and your running mate senator harris contributing to that fear?25:26 "
79,BIDEN,"no more than the question you just asked. you pointed it out. he puts pressure and disagrees with his own scientists. well, no, no, you can trust the scientists. she didn’t say that."
80,WALLACE,"she said, the public experts, quote, “will be muzzled, will be suppressed.”"
81,TRUMP, she did say that. 
82,BIDEN,"well, that's what he's going to try to do, but there's millions of scientists -- there's thousands of scientists out there, like here at this great hospital, that don't work for him. their job doesn't depend on him. that's not -- they’re the people, and by the way --"
83,TRUMP,i spoke to the scientists that are in charge. they will have the vaccine very soon. 
84,BIDEN,"do you believe for a moment what he's telling you, in light of all the lies he’s told you about the whole issue of covid. he still hasn't even acknowledged that he knew this was happening, knew how dangerous it was going to be back in february, and he didn't even tell you. he's on record saying that he panicked, or he just looked at the stock market -- one of the two -- because guess what: a lot of people died, and a lot more are going to die unless he gets a lot smarter.26:35 "
85,TRUMP,"did you use the word smart? so you said you went to delaware state, but you forgot the name of your college. you didn't go to delaware state. you graduated, either the lowest or almost the lowest in your class. don't ever use the word smart with me, don't ever use that word. "
86,BIDEN," oh, give me a break. "
87,TRUMP,"because you know what, there's nothing smart about you, joe. 47 years, you've done nothing. "
88,BIDEN,"well, let's have this debate. you would’ve had --"
89,TRUMP,"let me just tell you something. if you would have had the charge of what i was put through -- i had to close the greatest economy in the history of our country. and by the way, now it's being built again -- "
90,WALLACE,"we’ll talk about the economy in the next segment, sir. "
91,TRUMP,it's going up fast --
92,WALLACE,"okay. when it comes to how the virus has been handled, so far, the two of you have taken very different approaches, and this is going to affect how the virus is handled going forward, by whichever of you ends up becoming the next president. i want to quickly go through several of those reopenings, vice president biden, you have been much more reluctant than president trump about reopening the economy and school. why, sir?"
93,BIDEN,"because he doesn’t have a plan. if i were running, i’d know what the plan is. you've got to provide these businesses the ability to have the money to be able to reopen with a ppe, as well as with sanitation they need. you have to provide --"
94,TRUMP,tell that to nancy pelosi.27:51 
95,BIDEN,will he just shush for a minute. 
96,TRUMP,tell it to nancy pelosi. and schumer.27:59 
97,BIDEN,"nancy pelosi and schumer --  they have a plan. he won't even meet with them. the republicans won't  meet with them in the senate. but he sits in his golf course -- i mean, literally, think about it --"
98,TRUMP,"you probably play more than i do, joe."
99,WALLACE,"what about this question of reopenings, and the fact that --"
100,TRUMP,"well, he wants to shut down this country. and i want to keep it open. and we did great --"
101,BIDEN,you need to shut it down --28:22 
102,TRUMP,"wait a minute. let me shut you down for a second, joe. just for one second.28:26 "
103,TRUMP,"we want to -- he wants to shut down the country. we just went through it. we had to because we didn't know anything about the disease. now, we’ve found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. we learned a lot -- young children aren't, even younger people aren't. we've learned a lot. but he wants to shut it down. more people will be hurt by continuing -- if you look at pennsylvania, if you look at certain states that have been shut down -- they have democrat governors all. one of the reasons they’re shut down is because they want to keep it shut down until after the election. this is political."
104,WALLACE,i wonder what's --
105,TRUMP,"those states, those states are not doing well that are shut down. "
106,WALLACE,"gentlemen, we’re going to go on to another subject. you have begun to increasingly question the effectiveness of masks as a disease preventer, and in fact recently you have cited the, the issue of waiters touching their masks and touching plates. are you questioning the effectiveness of masks? "
107,TRUMP,"no, you have to understand -- if you look, i mean, i have a mask right here. i put the mask on it, you know what i think i need it. as an example, everybody's had a test, and you've had social distancing and all of the things that you have to, but i wear a mask, when needed -- when needed, i wear masks. i don't -- i don’t wear masks like him. every time you see him, he's got a mask. he could be speaking 200 feet away from me, and he shows up with the biggest mask i've ever seen. 29:51 "
108,WALLACE,"vice president biden, go ahead, sir."
109,BIDEN,"look, the way to open businesses is give them the wherewithal to be able to open. we provided money --"
110,WALLACE,"i was asking, sir, about masks. "
111,BIDEN,"oh. masks -- masks make a big difference. his own head of the cdc said if we just wore masks between now -- if everybody wore masks and social distancing between now and january, we'd probably save up to 100,000 lives. it matters, "
112,TRUMP,and they've also said the opposite. they've also said the --
113,BIDEN,no serious person has said the opposite --
114,TRUMP,what about dr. fauci? dr. fauci said the opposite. 
115,BIDEN,he did not say the opposite. 30:27 
116,TRUMP,he said very strongly: masks are not good. then he changed his mind. he's admitted -- i’m ok with masks.
117,WALLACE,"i want to talk about one last subject, because your different approaches have even affected the way that you have campaigned. president trump, you're holding the large rallies, with crowds packed together thousands of people.30:44 "
118,TRUMP,outside.
119,WALLACE,"outside. yes, sir. great. vice president biden, you are holding much smaller events with --"
120,TRUMP,cause nobody will show up.
121,WALLACE,.people with --
122,TRUMP,nobody shows up to his rallies.
123,WALLACE,"in any case, why you’re holding the big rallies, why you're not. you goes first, sir.31:00 "
124,TRUMP,"because people want to hear what i have to say, i mean, 25, 35,000 people show up at airports. we use airports. "
125,WALLACE,"are you not worried about the disease, though, sir. 31:13 "
126,TRUMP,"well, so far we have had no problem whatsoever. it's outside -- that's a big difference according to the experts. and we do them outside, we have tremendous crowds, as you see. i mean every -- and literally on 24 hours notice -- and joe does the circles and has three people some place."
127,BIDEN,"by the way, did you see, one of the last reboot rallies he had -- a reporter came up to him to ask him a question, he said, ‘no no no. stand back. put on your mask, put on a mask. have you been tested? i'm way, way far away from those other people.’ that's what he said. i can't, i'm gonna be okay. he not worried about you. he's not worried about the people out there -- "
128,TRUMP,"we had no negative, no negative effect. we've had no negative effect, and we've had, 35 40,000, people at some of these rallies."
129,WALLACE,just finish off because i want to move on to our next --
130,BIDEN,"yes, i would. he's been totally irresponsible the way in which he has handled the social distancing, and people wearing masks, basically encouraged them not to. and he's a fool on that. "
131,TRUMP,"if you could get the crowds, you would’ve done the same thing, but you can't -- nobody cares, nobody cares."
132,WALLACE,"gentlemen, can we move on to the economy. the economy is, i think it's fair to say, is recovering faster than expected from the shutdown much in the second quarter. the unemployment rate fell to 8.4% last month. the federal reserve says the hit to growth which is going to be there is not going to be nearly as big as they had expected. president trump, you say we are in a v shaped recovery. vice president biden you say it's more of a k shape. what difference does that mean to the american people in terms of the economy. president trump, in this segment, you go first. 32:56 "
133,TRUMP,"so we built the greatest economy in history. we close it down because of the china plague, when the plague came in we closed it down, which was very hard, psychologically to do. he didn't think we should close it down, and he was wrong, again. to me it -- people would be dead now, instead of still 204,000 people is too much, one person is too much, should have never happened from china. but what happened is we've closed it down and now we're reopening, and we're doing record business. we had 10.4 million people in a four month period that we've put back into the workforce. that's a record the likes of which nobody's ever seen before, and he wants to close down the -- he will shut it down again. he will destroy this country, you know, a lot of people, between drugs and alcohol and depression, when you start shutting it down and you take a look at what's happening in some of your democrat run states where they have these tough shutdowns, and i'm telling you it's because they don't want to open it. one of them came out last week, you saw that, said they’ll open up november 9. why november 9? because it's after the election. they think they're hurting us by keeping them closed. they're hurting people. people know what to do. they can social distance, they can wash their hands, they can wear masks -- they can do whatever they want, but they can open these states up. when you look at north carolina, when you look at -- these governors are under siege in michigan and a couple of others. you gotta open the states up. it's not fair. you're talking about almost like being in prison. and you look at what's going on with divorce, look at what's going on with alcoholism and drugs. it's a very, very sad thing. and he'll close down the whole country, this guy will close down the whole country and destroy our country. our country is coming back incredibly well, setting records as it does it. we don't need somebody to come in and say let's shut it down. "
134,WALLACE,"alright, your two minute sir, we're now moved to you. as i, as i said posing the question, the president says it's a v shape recovery, you say it's a k shape recovery. what's the difference? "
135,BIDEN,"the difference is millionaires and billionaires like him, in the middle of covid crisis, have done very well. the billionaires array have made another $300 billion. because of his profligate tax proposal and you only focus on the market. but you folks at home, you folks living in scranton and claymont -- all the small towns and working class towns in america. how well are you doing? this guy paid a total of $750 in taxes. "
136,WALLACE,"i understand. you've agreed to the two minutes, so please let him have them."
137,BIDEN,"i get my time back? the fact is that he is in fact worked on this in a way that he's going to be the first president in the united states to leave office, i mean fewer jobs in his administration than when he became president. fewer jobs than when he became president. the first one in american history. secondly, the people who have lost their jobs are those people who have been on the front lines, those people who have been saving our lives, those people who have went out there dying, people who have been putting themselves in the way to make sure that we could all try to make it. the idea that he is consistent, that we go forward and open when you have almost half the states in america with a significant increase in covid desks and covid cases in the united states of america, and he wants to open it up more. why does he want to open it up? why doesn't he take care of the american -- you can't fix the economy until you fix the covid crisis, and he has no intention of doing anything about making it better for you all at home, in terms of your health and your safety. schools -- why aren't schools open? because it costs a lot of money to open them safely. you know, they were going to give his administration was going to give the teachers and school students masks. then they decided, no, couldn't do that, because it's not a national emergency, not a national emergency. they've done nothing to help small businesses, nothing. they're closing. one is six is now gone. he ought to get on the job, and take care of the needs of the american people, so we can open safely. "
138,WALLACE,"right. your time is up, sir. "
139,TRUMP,i need to respond to that. 
140,WALLACE,"well, you both have two minutes, sir. 37:02 "
141,TRUMP,"excuse me. he made a statement. people want their schools, no, people want their schools open. they don't want to be shut down. they don't want their state shut down. they want their restaurants. i look at new york. it's so sad what's happening in new york, it's almost like a ghost town. and i'm not sure i can ever recover what they've done in new york. people want their places open. they want to get back to their lives. "
142,BIDEN,they want to be safe. 
143,TRUMP,"they’ll be careful. but they want their schools -- i'm the one that brought back football, by the way, i brought it back big ten football. it was me, and i'm very happy to do it. people on all sides are very proud of me, and you don't want to --"
144,WALLACE,"gentlemen, we’re going to get to your economic plans going forward in a moment but first, mr. president, as you well know, there's a new report that in 2016, the year you were elected president, and 2017, your first year as president, that you paid $750 a year in federal income tax, each of those years. i know that you pay a lot of other taxes, but i'm asking you the specific question: is it true that you paid $750 in federal income taxes, each of those two years."
145,TRUMP,"i paid millions of dollars in taxes. millions of dollars of income tax. and let me just tell you, there was a story in one of the papers. i paid $38 million one year. i paid 27 million one year --"
146,BIDEN,show us your tax returns.
147,TRUMP,"i went -- you'll see it as soon as it's finished, you'll see it. you know, what you want to do -- go to the board of elections. there's 118 page or so report that says everything i have, every bank i have -- i'm totally underleveraged because the assets are extremely good, and we have a very, we have a --"
148,WALLACE," i’m asking a specific question, a specific question, which is --"
149,TRUMP,"let me tell you, that i understand --38:49 "
150,WALLACE,"no, mr. president. i'm asking the question. will you tell us how much you paid in federal income taxes in 2016 and 2017?38:59 "
151,TRUMP,millions of dollars. 39:00 
152,WALLACE,you paid millions of dollars? 39:02 
153,TRUMP,millions of dollars. millions of dollars. and you'll get to see it. and you’ll get to see it.39:05 
154,BIDEN,when?39:06 
155,TRUMP,"but let me tell you, chris. let me just say something. it was the tax laws-- i don't want to pay tax. before i came here, i was a private developer. i was a private business people. like every other private person, unless they’re stupid, they go through the laws and that's what it is. he passed a tax bill that gave us all these privileges for depreciation, and for tax credits. we built a building and we get tax credits, like the hotel on pennsylvania avenue. you get an asset, which by the way, was given to me by the obama administration, if you can believe that. now the man got fired up right after that happened but--39:43 "
156,WALLACE,"vice president biden, do you want to respond?39:45 "
157,BIDEN,"i do want to respond. look, the tax code that made him, put him in a position that he pays less tax to the school teacher, make them, the money a school teacher makes. is because of-- he says he's smart because he can take advantage of the tax code. and he does take advantage of the tax code, but that's why i'm going to eliminate the trump tax cuts. and we're going to eliminate those tax cuts and make sure that we invest in the people who, in fact, need the help. people out there need help--40:15 "
158,TRUMP,but why did you do it over the last 25 years? why doesn’t he do it over the last 25 years?40:19 
159,BIDEN,because you were president-- because you were president and destroyed things up. 40:22 
160,TRUMP,you were a senator--40:24 
161,BIDEN,you are the worst president america’s ever had40:26 
162,TRUMP,"let me just say joe i've done more in, in 47 months, i've done more than you've done in 47 years, joe. we've done things that you never even thought of doing, including fixing the broken military that you gave me, to taking care of the vets--40:30 "
163,WALLACE,"we’re talking -- mr. president, we're talking about the economy. i'd like to ask you about your plans going forward. because mr. vice president, your economic plan, if you were to be elected president, focuses a lot on big government. big taxes. big spending. i want to focus first on the taxes. you propose more than $4 trillion over a decade in new taxes on individuals making more than $400,000 a year and on corporations. president trump says that that kind of an increase in taxes is going to hurt the economy as it's just coming out of a recession.41:14 "
