,Speaker,Response
10,MR. VALERIANI,"governor carter, much of what the united states does abroad is done in the name of the national interest. what is your concept of the national interest? what should the role of the united states in the world be? and in that connection, considering your limited experience in foreign affairs, and the fact that you take same pride in being a washington outsider, don’t you think it would be appropriate for you to tell the american voters before the election the people that you would like to have in key positions, such as secretary of state, secretary of defense, national security affairs advisor at the white house? "
11,MR. CARTER,"well, i’m not gonna name my cabinet before i get elected. i’ve got a little ways to go before i start doing that. but i have uh – an adequate background, i believe. i am a graduate of the u.s. naval academy, the first military graduate since uh – eisenhower. i’ve served as the governor of georgia and have traveled extensively in foreign countries and south america, central america, europe, the middle east and in japan. i’ve traveled the last twenty-one months among the people of this country. i’ve talked to them and i’ve listened. and i’ve seen at first hand, in a very vivid way, the deep hurt that’s come to this country in the aftermath of vietnam and cambodia, chile, and pakistan, and angola, and watergate, cia revelations. what we were formerly so proud of – the strength of our country, its uh – moral integrity, the representation in foreign affairs of what our people are, what our constitution stands for, has been gone. and in the secrecy that has surrounded our foreign policy in the last few years, uh – the american people, the congress have been excluded. i believe i know what this country ought to be. i’ve uh – been one who’s loved my nation as many americans do, and i believe that there’s no limit placed on what we can be in the future, if we can harness the tremendous resources – militarily, economically, and the stature of our people, the meaning of the constitution, in the future. every time we’ve made a serious mistake in foreign affairs, it’s been because the american people have been excluded from the process. if we can just tap the intelligence and ability, the sound common sense and the good judgment of the american people, we can once again have a foreign policy to make us proud instead of ashamed. and i’m not gonna exclude the american people from that process in the future, as mr. ford and kissinger have done. this is what it takes to have a sound foreign policy strong at home, strong defense, permanent commitments, not betray the principles of our country, and involve the american people and the congress in the shaping of our foreign policy. every time mr. ford speaks from a position of secrecy in negotiations, in secret – in secret treaties that’ve been uh – pursued and achieved, in supporting dictatorships, in ignoring human rights, we are weak and the rest of the world knows it. so these are the ways that we can restore the strength of our country, and they don’t require long experience in foreign policy. nobody has that except a president who has served a long time or a secretary of state. but my background, my experience, my knowledge of the people of this country, my commitment to our principles that don’t change – those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world. "
12,MR. VALERIANI,"how specifically, uh – governor, are you going to bring the american people into the decision-making process in foreign policy? what does that mean? "
13,MR. CARTER,"first of all, i would quit conducting the decision-making process in secret, as has been a characteristic of mr. kissinger and mr. ford. in many instances we’ve made agreements, like in vietnam, uh – that have uh – been revealed later on to our uh – embarrassment. recently ian smith, the uh – president of uh – rhodesia, announced that he had unequivocal commitments from mr. kissinger that he could not reveal. the american people don’t know what those commitments are. we’ve seen uh – in the past the destruction of elected governments, like in chile, and the strong support of military dictatorship there. these kinds of things have hurt us very much. i would restore the concept of the fireside chat, which was an integral part of the administration of franklin roosevelt. and i would also restore the involvement of the congress. when harry truman was president he was not afraid to have a strong secretary of defense. dean acheson, george marshall were strong secretaries of uh – state – excuse me – state. but he also made sure that there was a bipartisan support. the members of congress, arthur vandenberg, walter george, were part of the process, and before our nation made a secret agreement, or before we made a bluffing statement, we were sure that we had the backing not only of the president and the secretary of state, but also of the congress and the people. this is a responsibility of the president. and i think it’s very damaging to our country for mr. ford to have turned over this responsibility to the secretary of state. "
14,MS. FREDERICK,"president ford, do you have a response? "
15,MR. FORD,"governor carter again contradicts himself. he complains about secrecy and yet he is quoted as saying that in the attempt to find a solution in the middle east that he would hold unpublicized meetings with the soviet union – i presume for the purpose of an – imposing a settlement on israel and the arab nations. but let me talk just a minute about what we’ve done to avoid secrecy in the ford administration. after the united states took the initiative in working with israel and with egypt and achieving the sinai ii agreement – and i’m proud to say that not a single egyptian or israeli soldier has lost his life since the signing of the sinai agreement. but at the time that uh – i submitted the sinai agreement to the congress of the united states, i submitted every single document that was applicable to the sinai ii agreement. it was the most complete documentation by any president of any agreement signed by a president on behalf of the united states. now as far as meeting with the congress is concerned, during the twenty-four months that i’ve been the president of the united states i have averaged better than one meeting a month with responsible groups or committees of the congress – both house and senate. the secretary of state has appeared in the several years that he’s been the secretary before eighty different uh – committee hearings in the house and in the senate. the secretary of state has made better than fifty speeches all over the united states explaining american foreign policy. i have made myself at least ten uh – speeches in various parts of the country where i have discussed with the american people defense and foreign policy. "
16,MS. FREDERICK,"mr. frankel, a question for president ford. "
17,MR. FRANKEL,"mr. president, i’d like to explore a little more deeply our relationship with the russians. they used to brag back in khrushchev’s day that because of their greater patience and because of our greed for – for business deals that they would sooner or later get the better of us. is it possible that despite some setbacks in the middle east, they’ve proved their point? our allies in france and italy are now flirting with communism. we’ve recognized the permanent communist regime in east germany. we’ve virtually signed, in helsinki, an agreement that the russians have dominance in eastern europe. we’ve bailed out soviet agriculture with our huge grain sales. we’ve given them large loans, access to our best technology and if the senate hadn’t interfered with the jackson amendment, maybe we – you would’ve given them even larger loans. is that what you call a two-way street of traffic in europe? "
18,MR. FORD,"i believe that we have uh – negotiated with the soviet union since i’ve been president from a position of strength. and let me cite several examples. shortly after i became president in uh – december of 1974, i met with uh – general secretary brezhnev in vladivostok and we agreed to a mutual cap on the ballistic missile launchers at a ceiling of twenty-four hundred – which means that the soviet union, if that becomes a permanent agreement, will have to make a reduction in their launchers that they now have or plan to have. i’ve negotiated at vladivostok with uh – mr. brezhnev a limitation on the mirving of their ballistic missiles at a figure of thirteen-twenty, which is the first time that any president has achieved a cap either on launchers or on mirvs. it seems to me that we can go from there to uh – the uh – grain sales. the grain sales have been a benefit to american agriculture. we have achieved a five and three quarter year uh – sale of a minimum six million metric tons, which means that they have already bought about four million metric tons this year and are bound to buy another two million metric tons to take the grain and corn and wheat that the american farmers have produced in order to uh – have full production. and these grain sales to the soviet union have helped us tremendously in meeting the costs of the additional oil and – the oil that we have bought from overseas. if we turn to helsinki – i’m glad you raised it, mr. uh – frankel. in the case of helsinki, thirty-five nations signed an agreement, including the secretary of state for the vatican – i can’t under any circumstances believe that the – his holiness, the pope would agree by signing that agreement that the thirty-five nations have turned over to the warsaw pact nations the domination of the – eastern europe. it just isn’t true. and if mr. carter alleges that his holiness by signing that has done it, he is totally inaccurate. now, what has been accomplished by the helsinki agreement? number one, we have an agreement where they notify us and we notify them of any uh – military maneuvers that are to be be undertaken. they have done it. in both cases where they’ve done so, there is no soviet domination of eastern europe and there never will be under a ford administration. "
19,MS. FREDERICK,governor carter? 
20,MR. FRANKEL,"i’m sorry, i – could i just follow – did i understand you to say, sir, that the russians are not using eastern europe as their own sphere of influence in occupying mo- most of the countries there and in – and making sure with their troops that it’s a – that it’s a communist zone, whereas on our side of the line the italians and the french are still flirting with the possibility of communism? "
21,MR. FORD,"i don’t believe, uh – mr. frankel that uh – the yugoslavians consider themselves dominated by the soviet union. i don’t believe that the rumanians consider themselves dominated by the soviet union. i don’t believe that the poles consider themselves dominated by the soviet union. each of those countries is independent, autonomous: it has its own territorial integrity and the united states does not concede that those countries are under the domination of the soviet union. as a matter of fact, i visited poland, yugoslavia and rumania to make certain that the people of those countries understood that the president of the united states and the people of the united are dedicated to their independence, their autonomy and their freedom. "
22,MS. FREDERICK,"governor carter, may i have your response? "
23,MR. CARTER,"(chuckle) well, in the first place, i’m not criticizing his holiness the pope. i was talking about mr. ford. the uh – fact is that secrecy has surrounded the decisions made by the ford administration. in the case of the helsinki agreement – it may have been a good agreement at the beginning, but we have failed to enforce the so-called basket three part, which insures the right of people to migrate, to join their families, to be free, to speak out. the soviet union is still jamming radio free europe – radio – uh- uh – radio free europe is being jammed. we’ve also seen a very serious uh – problem with the so-called sonnenfeldt document, which apparently mr. ford has just endorsed, which said that there’s an organic linkage between the eastern european countries and the soviet union. and i would like to see mr. ford convince the polish-americans and the czech-americans and the hungarian-americans in this country that those countries don’t live under the domination and supervision of the soviet union behind the iron – uh – curtain. we also have seen mr. ford exclude himself from access to the public. he hasn’t had a tough cross-examination-type press conference in over thirty days. one press conference he had without sound. he’s also shown a weakness in yielding to pressure. the soviet union, for instance, put pressure on mr. ford and he refused to see a symbol of human freedom recognized around the world, aleksandr solzhenitsyn. the arabs have put pressure on mr. ford, and he’s yielded, and has permitted a boycott by the arab countries of american businesses who trade with israel, or who have american jews owning or taking part in the management of american – companies. his own secretary of commerce had to be subpoenaed by the congress to reveal the names of businesses who were subject to this boycott. they didn’t volunteer the information. he had to be subpoenaed. and the last thing i’d like to say is this: this grain deal with the soviet union in ’72 was terrible, and mr. ford made up for it with three embargoes, one against our own ally in japan. that’s not the way to run our foreign policy, including international trade. ms. frederic: mr. trewhitt, a question for governor carter. "
24,MR. TREWHITT,"governor, i’d like to pick up on that point, actually, and on your appeal for a greater measure of american idealism in foreign affairs. foreign affairs come home to the american public pretty much in such issues as oil embargoes and grain sales, that sort of thing. would you be willing to – to risk an oil embargo in order to promote human rights in iran and saudi arabia, withhold arms from saudi arabia for the same purpose? uh – or uh – i think you – matter of fact, you’ve perhaps answered this final part, but would you withhold grain from the soviet union in order to promote civil rights in the – in the serviette union? "
25,MR. CARTER,"i would never single out food as a trade embargo item. if i ever decided to impose an embargo because of a crisis in international relationships, it would include all shipments of all equipment. for instance, if the arab countries ever again declare an embargo against our nation on oil i would consider that not a military but an economic declaration of war, and i would respond instantly and in kind. i would not ship that arab country anything – no weapons, no spare parts for weapons, no oil-drilling rigs, no oil pipe, no nothing. i wouldn’t single out just food. another thing that i’d like to say is this: in our international trade, as i said in my op- opening statement, we have become the arms merchant of the world. when this republican administration came into office we were shipping about $1 billion worth of arms overseas, now ten to twelve billion dollars worth of arms overseas to countries that quite often use these weapons to fight each other. the shift in emphasis has been very disturbing to me, speaking about the middle east. under the last democratic administration 60 percent of all weapons that went into the middle east were for israel. nowadays – 75 percent were for israel before. now 60 percent go to the arab countries, and this does not include iran. if you include iran, our present shipment of weapons to the middle east, only 20 percent goes to israel. this is a deviation from idealism; it’s a deviation from a commitment to our major ally in the middle east, which is israel; it’s a yielding to economic pressure on the part of the arabs on the oil issue; and it’s also a tremendous indication that under the ford administration we have not addressed the energy policy adequately. we still have no comprehensive energy policy in this country. and it’s an overall sign of weakness. when we are weak at home economically – high unemployment, high inflation, a confused government, a wasteful defense establishment, this encourages the kind of pressure that’s been put on us successfully. it would’ve been inconceivable ten – fifteen years ago, for us to be brought to our knees with an arab oil embargo. but it was done three years ago and they’re still putting pressure on us from the arab countries to our discredit around the world. these are the weaknesses that i see, and i believe it’s not just a matter of idealism. it’s a matter of being tough. it’s a matter of being strong. it’s a matter of being consistent. our priorities ought to be first of all to meet our own military needs, secondly to meet the needs of our allies and friends, and only then should we ship military equipment to foreign countries. as a matter of fact, iran is gonna get eighty f-14s before we even meet our own air force orders for f-l4s. and the shipment of spruance-class destroyers to iran are much more highly sophisticated than the spruance-class destroyers that are present being delivered to our own navy. this is ridiculous and it ought to be changed. "
26,MR. TREWHITT,"governor, let me pursue that if i may. if i understand you correctly you would in fact to use my examples, withhold arms from iran and saudi arabia even if the risk was an oil embargo and if they should be securing those arms from somewhere else, and then if the embargo came, then you’d respond in kind. do i have it correctly? "
27,MR. CARTER,"if – iran is not an arab country, as you know, it is a moslem country – but if saudi arabia should declare an oil embargo against us, then i would consider that an economic declaration of war. and i would make sure that the uh – saudis understood this ahead of time so there would be no doubt in their mind. i think under those circumstances they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo. "
28,MS. FREDERICK,president ford? 
29,MR. FORD,"governor carter uh – apparently doesn’t realize that since i’ve been president we have sold to the israelis over $4 billion in military hardware. we have made available to the israelis over 45 percent of the total economic and military aid since the establishment of israel twenty-seven years ago. so the ford administration has done a good job in helping our good ally, israel, and we’re dedicated to the survival and security of israel. i believe that governor carter doesn’t realize the need and necessity for arms sales to iran. he indicates he would not make those. iran is bordered very extensively by the soviet union. iran has iraq as one of its neighbors. the soviet union and the communist-dominated government of iraq are neighbors of iran, and iran is an ally of the united states. it’s my strong feeling that we ought to sell arms to iran for its own national security, and as an ally – a strong ally of the united states. the history of our relationship with iran goes back to the days of president truman when he decided that it was vitally necessary for our own security as well as that of iran, that we should help that country, and iran has been a good ally. in 1973 when there was an oil embargo, iran did not participate. iran continued to sell oil to the united states. i believe that it’s in our interest and in the interest of israel and iran, and saudi arabia, for the united states to sell arms to those countries. it’s for their security as well as ours. "
30,MS. FREDERICK,"mr. valeriani, a question for president ford. "
31,MR. VALERIANI,"mr. president, the policy of your administration is to normalize relations with mainland china. and that means establishing at some point full diplomatic relations and obviously doing something about the mutual defense treaty with taiwan. if you are elected, will you move to establish full diplomatic relations with peking, and will you abrogate the mutual defense treaty with taiwan? and, as a corollary, would you provide mainland china with military equipment if the chinese were to ask for it? "
32,MR. FORD,"our relationship with the people’s republic of china is based upon the shanghai communique, of 1972, and that communique, calls for the normalization of relations between the united states and the people’s republic. it doesn’t set a times schedule. it doesn’t uh – make a determination as to how uh – that relationship should be achieved in relationship to our current uhh – diplomatic recognition and obligations to the taiwanese government. the shanghai communique, does say that the differences between the people’s republic on the one hand and taiwan on the other shall be settled by peaceful means. the net result is this administration, and during my time as the president for the next four years, we will continue to move for normalization of relations in the traditional sense, and we will insist that the disputes between taiwan and the people’s republic be settled peacefully, as was agreed in the shanghai communique, of 1972. the ford administration will not let down, will not eliminate or forget our obligation to the people of taiwan. we feel that there must be a continued obligation to the people, the some nineteen or twenty million people in taiwan. and as we move during the next four years, those will be the policies of this administration. "
33,MR. VALERIANI,"and sir, the military equipment for the mainland chinese? "
34,MR. FORD,"there is no policy of this government to give to the people’s republic, or to sell to the people’s republic of china, military equipment. i do not believe that we, the united states, should sell, give or otherwise transfer military hardware to the people’s republic of china, or any other communist nation, such as the soviet union and the like. "
35,MS. FREDERICK,governor carter. 
36,MR. CARTER,"well, i’d like to go back just one moment to the previous question, where uh – mr. ford, i think, confused the issue by trying to say that we are shipping israel 40 percent of our aid. as a matter of fact, during this current year uh we are shipping iran, or have contracted to ship to iran, about seven and a half billion dollars worth of arms and also to saudi arabia, about seven and a half billion dollars worth of arms. also in 1975, we almost brought israel to their knees after the uh – yom kippur war by the so-called reassessment of our relationship to israel. we in effect tried to make israel the scapegoat for the problems in the middle east. and this weakened our relationships with israel a great deal and put a cloud on the total commitment that our people feel toward the israelis. there ought to be a clear, unequivocal commitment without change to israel. in the far east i think we need to continue to be uh – strong and uh – i would certainly uh – pursue the uh – normalization of uh – relationships with the people’s republic of china. we opened a great opportunity in l972, which has pretty well been frittered – frit- frittered away under mr. ford, that ought to be a constant uh – inclination toward – uh – toward friendship. but i would never let that friendship with the people’s republic of china stand in the way of the preservation of the independence and freedom of the people on taiwan. "
37,MS. FREDERICK,"mr. frankel, a question for governor carter. "
38,MR. FRANKEL,"governor, we always seem in our elections, and maybe in between too, to argue about uh – who can be tougher in the world. give or take a – a few billion dollars, give or take one weapons systems, our leading politicians, and i think you, too, gentlemen, seem to settle roughly on the same strategy in the world at roughly the same pentagon budget cost. how bad do things have to get in our own economy, or how much backwardness and hunger would it take in the world to persuade you that our national security and our survival required very drastic cutbacks in arms spending and dramatic new efforts in other directions? "
39,MR. CARTER,"well, always in the past we’ve had an ability to have a strong defense and also have – to have a strong uh – domestic economy, and also to be strong in our reputation and influence within the community of nations. these uh – characteristics of our country have been endangered under mr. ford. we’re no longer respected in a showdown vote in the united nations or in – in any other international council we’re lucky to get 20 percent of the other nations to vote with us. our allies feel that we’ve neglected them. the so-called nixon shock against japan had weakened our relationships there. under this administration we’ve also had an inclination to keep separate the european countries, thinking that if they are separate, then we can dominate them and proceed with our secret, lone ranger-type diplomatic efforts. i would uh – also like to point out that we, in this country, have let our economy go down the drain. the worst inflation since the great depression. the highest unemployment of any developed nation of the world. we have a higher unemployment rate in this country than great britain, and west germany. our unemployment rate is twice as high as it is in italy; it’s three or four times as high as it is – as it is in japan. and that terrible circumstance in this country is exported overseas. we comprise about 30 percent of the world’s economic trade power influence. and when we’re weak at home – weaker than all our allies – that weakness weakens the whole free world. so strong economy is very important. another thing that we need to do is to reestablish the good relationships that we ought to have between the united states and our natural allies and friends. they have felt neglected. and using that base of strength, and using the idealism, the honesty, the predictability, the commitment, the integrity of our own country, that’s where our strength lies. and that would permit us to deal with the developing nations in a position of strength. under this administration we’ve had a continuation of the so-called balance of power politics, where everything is looked on as a struggle between us on the one side, the soviet union on the other. our allies – the smaller countries get trampled in the rush. what we need is to try to seek individualized bilateral relationships with countries, regardless of their size, and to establish world-order politics, which means that we want to preserve peace through strength. we also wanna revert back to the stature and the respect that our country had in previous administrations. now, i can’t say when this can come. but i can guarantee it will not come if gerald ford is reelected and this present policy is continued; it will come if i’m elected. "
40,MR. FRANKEL,"if i hear you right, sir, you’re saying guns and butter both, but president johnson also had trouble uh – keeping up both vietnam and his domestic programs. i was really asking when do the – the needs of the cities and our own needs and those of other backward an- and – and even more needy countries and societies around the world take precedence over some of our military spending? ever? "
41,MR. CARTER,"well let me say very quickly that under president johnson, in spite of the massive investment in the vietnam war, he turned over a balanced budget to mr. nixon. the unemployment rate was less than 4 percent. the inflation rate under kennedy and johnson was about 2 percent – one-third what it is under this administration. so we did have at that time with good management, the ability to do both. i don’t think that anybody can say that johnson and kennedy neglected the poor and the destitute people in this country or around the world. but i can say this: the number one responsibility of any president, above all else, is to guarantee the security of our nation – an ability to be free of the threat of attack, or blackmail and to carry out our obligations to our allies and friends, and to carry out a legitimate foreign policy. they must go hand in hand, but the security of this nation has got to come first. "
42,MS. FREDERICK,president ford. 
43,MR. FORD,"let me say very categorically you cannot maintain the security of the united states with the kind of defense budget cuts that governor carter has indicated. in 1975 he wanted to cut the budget $15 billion. he’s now down to a figure of five to seven billion dollars. reductions of that kind will not permit the united states to be strong enough to deter aggression and maintain the peace. governor carter apparently doesn’t know the facts. as soon as i became president, i initiated a meeting with the nato heads of state and met with them in brussels to discuss how we could improve the re- defense relationship in western europe. in uh – november of 1975 i met with the leaders of the five industrial nations in france for the purpose of seeing what we could do acting together to meet the problems of uh – the coming recession. in puerto rico this year, i met with six of the leading industrial nations’ heads of state to meet the problem of inflation so we would be able to solve it before it got out of hand. i have met with the heads of government bilaterally as well as multilaterally. our relations with japan have never been better. i was the first united states president to visit japan. and we uh – had the emperor of japan here this uh – past year and the net result is japan and the united states are working more closely together now than at any time in the history of our relationship. you can go around the world – and let me take israel for example. just recently, president rabin said that our relations were never better. "
44,MS. FREDERICK,"mr. trewhitt, a question for president ford. "
45,MR. TREWHITT,"mr. president, uh – you referred earlier to your meeting with mr. brezhnev at vladivostok in 1974. at – you agreed on that occasion to try to achieve another strategic arms limitation – salt – agreement, ah – within the year. ah – nothing happened in l975, or not very much publicly at least. and those talks are still dragging and things got quieter as the current season approached. is there – is there a bit of politics involved there, perhaps on both sides? or perhaps more important are interim weapons developments – and i’m thinking of such things as the cruise missile and the soviet ss-20, an intermediate-range rocket – making salt irrelevant, bypassing the salt negotiations? "
46,MR. FORD,"first we have to understand that salt i expires october third 1977. uh – mr. brezhnev and i met in vladivostok in december of 1974 for the purpose of trying to take the initial step so we could have a salt ii agreement that would go to l985. as i indicated earlier, we did agree on a twenty-four-hundred limitation on uh – uh – launchers of ballistic missiles. uh – that would mean a cutback in the soviet program; it would not interfere with our own program. at the same time, we put a limitation of thirteen hundred and twenty on mirvs. our technicians have been working since that time in geneva, trying to put into technical language a – an agreement that can be verified by both parties. in the meantime, there has developed the problem of the soviet backfire – their high-performance aircraft which they say is not a long-range aircraft and which some of our people say is a intercontinental aircraft. in the interim, there has been the development on our part primarily, the cruise missiles; cruise missiles that could be launched from land-based mobile installations; cruise missiles that could be launched – launched from high-performance aircraft, like the b-52s or the b-1s, which i hope we proceed with; cruise missiles which could be launched from either surface or submarine uh – naval vessels. those gray-area weapons systems are creating some problems in a – the agreement for a salt ii negotiation. but i can say that i am dedicated to proceeding, and i met just last week with the foreign minister of the soviet union, and he indicated to me that uh – the soviet union was interested in narrowing the differences and making a realistic and a sound compromise. i hope and trust, in the best interest of both countries, and in the best interests of all people throughout this globe, that the soviet union and the united states can make a mutually beneficial agreement. because if we do not and salt i expires on october three, 1977, you will unleash again an all-out nuclear arms race with the potential of a nuclear holocaust of unbelievable dimensions. so it’s the obligation of the president to do just that, and i intend to do so. "
47,MR. TREWHITT,"mr. president, let me follow that up by – i’ll submit that the cruise missile adds a – a whole new dimension to the – to the arms competition – and then cite a statement by your office to the arms control association a few days ago in which you said the cruise missile might eventually be included in a comprehensive arms limitation agreement but that in the meantime it was an essential of the american strategic arsenal. now, uh – may i assume that from that you’re tending to exclude the cruise missile from the next salt agreement, or is it still negotiable in that context? "
