,Speaker,Response
10,LEHRER,"both of you have spoken about a lot of different things, and we’re going to try to get through them in as specific a way as we possibly can. but, first, governor romney, do you have a question that you’d like to ask the president directly about something he just said? "
11,ROMNEY,"well, sure. i’d like to clear up the record and go through it piece by piece. first of all, i don’t have a $5 trillion tax cut. i don’t have a tax cut of a scale that you’re talking about. my view is that we ought to provide tax relief to people in the middle class. but i’m not going to reduce the share of taxes paid by high-income people. high-income people are doing just fine in this economy. they’ll do fine whether you’re president or i am. the people who are having the hard time right now are middle- income americans. under the president’s policies, middle-income americans have been buried. they’re just being crushed. middle- income americans have seen their income come down by $4,300. this is a — this is a tax in and of itself. i’ll call it the economy tax. it’s been crushing. at the same time, gasoline prices have doubled under the president. electric rates are up. food prices are up. health care costs have gone up by $2,500 a family. middle-income families are being crushed. "
12,ROMNEY,"and so the question is how to get them going again. and i’ve described it. it’s energy and trade, the right kind of training programs, balancing our budget and helping small business. those are the — the cornerstones of my plan. but the president mentioned a couple of other ideas i’ll just note. first, education. i agree: education is key, particularly the future of our economy. but our training programs right now, we’ve got 47 of them, housed in the federal government, reporting to eight different agencies. overhead is overwhelming. we’ve got to get those dollars back to the states and go to the workers so they can create their own pathways to get in the training they need for jobs that will really help them. the second area, taxation, we agree, we ought to bring the tax rates down. and i do, both for corporations and for individuals. but in order for us not to lose revenue, have the government run out of money, i also lower deductions and credits and exemptions, so that we keep taking in the same money when you also account for growth. the third area, energy. energy is critical, and the president pointed out correctly that production of oil and gas in the u.s. is up. but not due to his policies. in spite of his policies. mr. president, all of the increase in natural gas and oil has happened on private land, not on government land. on government land, your administration has cut the number of permits and licenses in half. if i’m president, i’ll double them, and also get the — the oil from offshore and alaska. and i’ll bring that pipeline in from canada. and, by the way, i like coal. i’m going to make sure we can continue to burn clean coal. people in the coal industry feel like it’s getting crushed by your policies. i want to get america and north america energy independent so we can create those jobs. and finally, with regards to that tax cut, look, i’m not looking to cut massive taxes and to reduce the — the revenues going to the government. my — my number-one principal is, there will be no tax cut that adds to the deficit. i want to underline that: no tax cut that adds to the deficit. but i do want to reduce the burden being paid by middle-income americans. and i — and to do that, that also means i cannot reduce the burden paid by high-income americans. so any — any language to the contrary is simply not accurate. "
13,LEHRER,mr. president? 
14,OBAMA,"well, i think — let’s talk about taxes, because i think it’s instructive. now, four years ago, when i stood on this stage, i said that i would cut taxes for middle-class families. and that’s exactly what i did. we cut taxes for middle-class families by about $3,600. and the reason is, because i believe that we do best when the middle class is doing well. and by giving them those tax cuts, they had a little more money in their pocket, and so maybe they can buy a new car. they are certainly in a better position to weather the extraordinary recession that we went through. they can buy a computer for their kid who’s going off to college, which means they’re spending more money, businesses have more customers, businesses make more profits, and then hire more workers. now, governor romney’s proposal that he has been promoting for 18 months calls for a $5 trillion tax cut, on top of $2 trillion of additional spending for our military. and he is saying that he is going to pay for it by closing loopholes and deductions. the problem is that he’s been asked over 100 times how you would close those deductions and loopholes, and he hasn’t been able to identify them. but i’m going to make an important point here, jim. "
15,LEHRER,all right. 
16,OBAMA,"when you add up all the loopholes and deductions that upper-income individuals can — are currently taking advantage of, you take those all away, you don’t come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending. "
17,OBAMA,"and that’s why independent studies looking at this said the only way to meet governor romney’s pledge of not reducing the deficit or — or — or not adding to the deficit is by burdening middle-class families. the average middle-class family with children would pay about $2,000 more. now, that’s not my analysis. that’s the analysis of economists who have looked at this. and — and that kind of top — top-down economics, where folks at the top are doing well, so the average person making $3 million is getting a $250,000 tax break, while middle-class families are burdened further, that’s not what i believe is a recipe for economic growth. "
18,LEHRER,all right. what is the difference? let’s just stay on taxes. (crosstalk) 
19,LEHRER,just — let’s just stay on taxes for (inaudible). (crosstalk) 
20,LEHRER,what is the difference… 
21,ROMNEY,"well, but — but virtually — virtually everything he just said about my tax plan is inaccurate. "
22,LEHRER,all right. 
23,ROMNEY,"so if the tax plan he described were a tax plan i was asked to support, i’d say absolutely not. i’m not looking for a $5 trillion tax cut. what i’ve said is i won’t put in place a tax cut that adds to the deficit. that’s part one. so there’s no economist that can say mitt romney’s tax plan adds $5 trillion if i say i will not add to the deficit with my tax plan. number two, i will not reduce the share paid by high-income individuals. i know that you and your running mate keep saying that and i know it’s a popular thing to say with a lot of people, but it’s just not the case. look, i’ve got five boys. i’m used to people saying something that’s not always true, but just keep on repeating it and ultimately hoping i’ll believe it. but that — that is not the case. all right? i will not reduce the taxes paid by high-income americans. and number three, i will not under any circumstances raise taxes on middle-income families. i will lower taxes on middle-income families. now, you cite a study. there are six other studies that looked at the study you describe and say it’s completely wrong. i saw a study that came out today that said you’re going to raise taxes by $3,000 to $4,000 on middle-income families. there are all these studies out there. but let’s get at the bottom line. that is, i want to bring down rates. i want to bring the rates down, at the same time lower deductions and exemptions and credits and so forth, so we keep getting the revenue we need. and you’d think, well, then why lower the rates? "
24,ROMNEY,"and the reason is because small business pays that individual rate; 54 percent of america’s workers work in businesses that are taxed not at the corporate tax rate, but at the individual tax rate. and if we lower that rate, they will be able to hire more people. for me, this is about jobs. this is about getting jobs for the american people. (crosstalk) "
25,LEHRER,that’s where we started. yeah. do you challenge what the governor just said about his own plan? 
26,OBAMA,"well, for 18 months he’s been running on this tax plan. and now, five weeks before the election, he’s saying that his big, bold idea is, “never mind.” and the fact is that if you are lowering the rates the way you described, governor, then it is not possible to come up with enough deductions and loopholes that only affect high-income individuals to avoid either raising the deficit or burdening the middle class. it’s — it’s math. it’s arithmetic. now, governor romney and i do share a deep interest in encouraging small-business growth. so at the same time that my tax plan has already lowered taxes for 98 percent of families, i also lowered taxes for small businesses 18 times. and what i want to do is continue the tax rates — the tax cuts that we put into place for small businesses and families. but i have said that for incomes over $250,000 a year, that we should go back to the rates that we had when bill clinton was president, when we created 23 million new jobs, went from deficit to surplus, and created a whole lot of millionaires to boot. and the reason this is important is because by doing that, we cannot only reduce the deficit, we cannot only encourage job growth through small businesses, but we’re also able to make the investments that are necessary in education or in energy. "
27,OBAMA,"and we do have a difference, though, when it comes to definitions of small business. under — under my plan, 97 percent of small businesses would not see their income taxes go up. governor romney says, well, those top 3 percent, they’re the job creators, they’d be burdened. but under governor romney’s definition, there are a whole bunch of millionaires and billionaires who are small businesses. donald trump is a small business. now, i know donald trump doesn’t like to think of himself as small anything, but — but that’s how you define small businesses if you’re getting business income. and that kind of approach, i believe, will not grow our economy, because the only way to pay for it without either burdening the middle class or blowing up our deficit is to make drastic cuts in things like education, making sure that we are continuing to invest in basic science and research, all the things that are helping america grow. and i think that would be a mistake. "
28,LEHRER,all right. 
29,ROMNEY,"jim, let me just come back on that — on that point, which is these… "
30,LEHRER,just for the — just for record… (crosstalk) 
31,ROMNEY,… the small businesses we’re talking about… 
32,LEHRER,"excuse me. excuse me. just so everybody understands, we’re way over our first 15 minutes. "
33,ROMNEY,"it’s fun, isn’t it? "
34,LEHRER,"it’s ok, it’s great. no problem. well, you all don’t have — you don’t have a problem, i don’t have a problem, because we’re still on the economy. we’re going to come back to taxes. i want move on to the deficit and a lot of other things, too. ok, but go ahead, sir. "
35,ROMNEY,"you bet. well, president, you’re — mr. president, you’re absolutely right, which is that, with regards to 97 percent of the businesses are not — not taxed at the 35 percent tax rate, they’re taxed at a lower rate. but those businesses that are in the last 3 percent of businesses happen to employ half — half of all the people who work in small business. those are the businesses that employ one-quarter of all the workers in america. and your plan is to take their tax rate from 35 percent to 40 percent. now, and — and i’ve talked to a guy who has a very small business. he’s in the electronics business in — in st. louis. he has four employees. he said he and his son calculated how much they pay in taxes, federal income tax, federal payroll tax, state income tax, state sales tax, state property tax, gasoline tax. it added up to well over 50 percent of what they earned. and your plan is to take the tax rate on successful small businesses from 35 percent to 40 percent. the national federation of independent businesses has said that will cost 700,000 jobs. i don’t want to cost jobs. my priority is jobs. and so what i do is i bring down the tax rates, lower deductions and exemptions, the same idea behind bowles-simpson, by the way, get the rates down, lower deductions and exemptions, to create more jobs, because there’s nothing better for getting us to a balanced budget than having more people working, earning more money, paying more taxes. that’s by far the most effective and efficient way to get this budget balanced. "
36,OBAMA,"jim, i — you may want to move onto another topic, but i — i would just say this to the american people. if you believe that we can cut taxes by $5 trillion and add $2 trillion in additional spending that the military is not asking for, $7 trillion — just to give you a sense, over 10 years, that’s more than our entire defense budget — and you think that by closing loopholes and deductions for the well-to-do, somehow you will not end up picking up the tab, then governor romney’s plan may work for you. but i think math, common sense, and our history shows us that’s not a recipe for job growth. look, we’ve tried this. we’ve tried both approaches. the approach that governor romney’s talking about is the same sales pitch that was made in 2001 and 2003, and we ended up with the slowest job growth in 50 years, we ended up moving from surplus to deficits, and it all culminated in the worst financial crisis since the great depression. "
37,OBAMA,"bill clinton tried the approach that i’m talking about. we created 23 million new jobs. we went from deficit to surplus. and businesses did very well. so, in some ways, we’ve got some data on which approach is more likely to create jobs and opportunity for americans and i believe that the economy works best when middle-class families are getting tax breaks so that they’ve got some money in their pockets, and those of us who have done extraordinarily well because of this magnificent country that we live in, that we can afford to do a little bit more to make sure we’re not blowing up the deficit. "
38,ROMNEY,"jim, the president began this segment, so i think i get the last word. (crosstalk) "
39,LEHRER,"well, you’re going to get the first word in the next segment. "
40,ROMNEY,"all right. well, but he gets the first word of that segment. i get the last word (inaudible) i hope. let me just make this comment. (crosstalk) "
41,ROMNEY,"i think first of all, let me — let me repeat — let me repeat what i said. i’m not in favor of a $5 trillion tax cut. that’s not my plan. my plan is not to put in place any tax cut that will add to the deficit. that’s point one. so you may keep referring to it as a $5 trillion tax cut, but that’s not my plan. number two, let’s look at history. my plan is not like anything that’s been tried before. my plan is to bring down rates, but also bring down deductions and exemptions and credits at the same time so the revenue stays in, but that we bring down rates to get more people working. my priority is putting people back to work in america. they’re suffering in this country. and we talk about evidence. look at the evidence of the last four years. it’s absolutely extraordinary. we’ve got 23 million people out of work or stopped looking for work in this country. it’s just — it’s — we’ve got — when the president took office, 32 million people on food stamps; 47 million on food stamps today; economic growth this year slower than last year, and last year slower than the year before. going forward with the status quo is not going to cut it for the american people who are struggling today. "
42,LEHRER,"all right. let’s talk — we’re still on the economy. this is, theoretically now, a second segment still on the economy, and specifically on what to do about the federal deficit, the federal debt. and the question, you each have two minutes on this, and governor romney, you — you go first because the president went first on segment one. and the question is this, what are the differences between the two of you as to how you would go about tackling the deficit problem in this country? "
43,ROMNEY,"good. i’m glad you raised that, and it’s a — it’s a critical issue. i think it’s not just an economic issue, i think it’s a moral issue. i think it’s, frankly, not moral for my generation to keep spending massively more than we take in, knowing those burdens are going to be passed on to the next generation and they’re going to be paying the interest and the principal all their lives. and the amount of debt we’re adding, at a trillion a year, is simply not moral. so how do we deal with it? well, mathematically, there are three ways that you can cut a deficit. one, of course, is to raise taxes. number two is to cut spending. and number is to grow the economy, because if more people work in a growing economy, they’re paying taxes, and you can get the job done that way. the presidents would — president would prefer raising taxes. i understand. the problem with raising taxes is that it slows down the rate of growth. and you could never quite get the job done. i want to lower spending and encourage economic growth at the same time. what things would i cut from spending? well, first of all, i will eliminate all programs by this test, if they don’t pass it: is the program so critical it’s worth borrowing money from china to pay for it? and if not, i’ll get rid of it. obamacare’s on my list. i apologize, mr. president. i use that term with all respect, by the way. "
44,OBAMA,i like it. 
45,ROMNEY,"good. ok, good. so i’ll get rid of that. i’m sorry, jim, i’m going to stop the subsidy to pbs. i’m going to stop other things. i like pbs, i love big bird. actually like you, too. but i’m not going to — i’m not going to keep on spending money on things to borrow money from china to pay for. that’s number one. number two, i’ll take programs that are currently good programs but i think could be run more efficiently at the state level and send them to the state. "
46,ROMNEY,"number three, i’ll make government more efficient and to cut back the number of employees, combine some agencies and departments. my cutbacks will be done through attrition, by the way. this is the approach we have to take to get america to a balanced budget. the president said he’d cut the deficit in half. unfortunately, he doubled it. trillion-dollar deficits for the last four years. the president’s put it in place as much public debt — almost as much debt held by the public as al prior presidents combined. "
47,LEHRER,"mr. president, two minutes. "
48,OBAMA,"when i walked into the oval office, i had more than a trillion-dollar deficit greeting me. and we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis. and despite that, what we’ve said is, yes, we had to take some initial emergency measures to make sure we didn’t slip into a great depression, but what we’ve also said is, let’s make sure that we are cutting out those things that are not helping us grow. so 77 government programs, everything from aircrafts that the air force had ordered but weren’t working very well, 18 government — 18 government programs for education that were well-intentioned, not weren’t helping kids learn, we went after medical fraud in medicare and medicaid very aggressively, more aggressively than ever before, and have saved tens of billions of dollars, $50 billion of waste taken out of the system. and i worked with democrats and republicans to cut a trillion dollars out of our discretionary domestic budget. that’s the largest cut in the discretionary domestic budget since dwight eisenhower. now, we all know that we’ve got to do more. and so i’ve put forward a specific $4 trillion deficit reduction plan. it’s on a website. you can look at all the numbers, what cuts we make and what revenue we raise. and the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as i indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit. governor romney earlier mentioned the bowles-simpson commission. well, that’s how the commission — bipartisan commission that talked about how we should move forward suggested we have to do it, in a balanced way with some revenue and some spending cuts. and this is a major difference that governor romney and i have. let — let me just finish their point, because you’re looking for contrast. you know, when governor romney stood on a stage with other republican candidates for the nomination and he was asked, would you take $10 of spending cuts for just $1 of revenue? and he said no. now, if you take such an unbalanced approach, then that means you are going to be gutting our investments in schools and education. it means that governor romney… (crosstalk) "
49,OBAMA,"… talked about medicaid and how we could send it back to the states, but effectively this means a 30 percent cut in the primary program we help for seniors who are in nursing homes, for kids who are with disabilities. "
50,LEHRER,"mr. president, i’m sorry. "
51,OBAMA,and — and that is not a right strategy for us to move forward. 
52,LEHRER,way over the two minutes. 
53,OBAMA,sorry. 
54,LEHRER,"governor, what about simpson-bowles? do you support simpson-bowles? "
55,ROMNEY,"simpson-bowles, the president should have grabbed that. "
56,LEHRER,"no, i mean, do you support simpson-bowles? "
57,ROMNEY,"i have my own plan. it’s not the same as simpson- bowles. but in my view, the president should have grabbed it. if you wanted to make some adjustments to it, take it, go to congress, fight for it. "
58,OBAMA,"that’s what we’ve done, made some adjustments to it, and we’re putting it forward before congress right now, a $4 trillion plan… "
59,ROMNEY,but you’ve been — but you’ve been president four years… (crosstalk) 
60,ROMNEY,"you’ve been president four years. you said you’d cut the deficit in half. it’s now four years later. we still have trillion-dollar deficits. the cbo says we’ll have a trillion-dollar deficit each of the next four years. if you’re re-elected, we’ll get to a trillion-dollar debt. "
61,ROMNEY,"i mean, you have said before you’d cut the deficit in half. and this — i love this idea of $4 trillion in cuts. you found $4 trillion of ways to reduce or to get closer to a balanced budget, except we still show trillion-dollar deficits every year. that doesn’t get the job done. let me come back and say, why is it that i don’t want to raise taxes? why don’t i want to raise taxes on people? and actually, you said it back in 2010. you said, “look, i’m going to extend the tax policies that we have now; i’m not going to raise taxes on anyone, because when the economy is growing slow like this, when we’re in recession, you shouldn’t raise taxes on anyone.” well, the economy is still growing slow. as a matter of fact, it’s growing much more slowly now than when you made that statement. and so if you believe the same thing, you just don’t want to raise taxes on people. and the reality is it’s not just wealthy people — you mentioned donald trump. it’s not just donald trump you’re taxing. it’s all those businesses that employ one-quarter of the workers in america; these small businesses that are taxed as individuals. you raise taxes and you kill jobs. that’s why the national federation of independent businesses said your plan will kill 700,000 jobs. i don’t want to kill jobs in this environment. i’ll make one more point. (crosstalk) "
62,LEHRER,(inaudible) answer the taxes thing for a moment. 
63,ROMNEY,ok. 
64,LEHRER,mr. president? 
65,OBAMA,"well, we’ve had this discussion before. "
66,LEHRER,"about the idea that in order to reduce the deficit, there has to be revenue in addition to cuts. "
67,OBAMA,"there has to be revenue in addition to cuts. now, governor romney has ruled out revenue. he’s ruled out revenue. (crosstalk) "
68,ROMNEY,absolutely. (crosstalk) 
69,ROMNEY,"look, the revenue i get is by more people working, getting higher pay, paying more taxes. that’s how we get growth and how we balance the budget. but the idea of taxing people more, putting more people out of work, you’ll never get there. you’ll never balance the budget by raising taxes. spain — spain spends 42 percent of their total economy on government. we’re now spending 42 percent of our economy on government. i don’t want to go down the path to spain. i want to go down the path of growth that puts americans to work with more money coming in because they’re working. "
70,LEHRER,"but — but mr. president, you’re saying in order to — to get the job done, it’s got to be balanced. you’ve got to have… (crosstalk) "
71,OBAMA,"if — if we’re serious, we’ve got to take a balanced, responsible approach. and by the way, this is not just when it comes to individual taxes. let’s talk about corporate taxes. now, i’ve identified areas where we can, right away, make a change that i believe would actually help the economy. the oil industry gets $4 billion a year in corporate welfare. basically, they get deductions that those small businesses that governor romney refers to, they don’t get. now, does anybody think that exxonmobil needs some extra money, when they’re making money every time you go to the pump? why wouldn’t we want to eliminate that? why wouldn’t we eliminate tax breaks for corporate jets? my attitude is, if you got a corporate jet, you can probably afford to pay full freight, not get a special break for it. when it comes to corporate taxes, governor romney has said he wants to, in a revenue neutral way, close loopholes, deductions — he hasn’t identified which ones they are — but that thereby bring down the corporate rate. well, i want to do the same thing, but i’ve actually identified how we can do that. and part of the way to do it is to not give tax breaks to companies that are shipping jobs overseas. right now, you can actually take a deduction for moving a plant overseas. i think most americans would say that doesn’t make sense. and all that raises revenue. and so if we take a balanced approach, what that then allows us to do is also to help young people, the way we already have during my administration, make sure that they can afford to go to college. "
72,OBAMA,"it means that the teacher that i met in las vegas, a wonderful young lady, who describes to me — she’s got 42 kids in her class. the first two weeks she’s got them, some of them sitting on the floor until finally they get reassigned. they’re using text books that are 10 years old. that is not a recipe for growth. that’s not how america was built. and so budgets reflect choices. ultimately, we’re going to have to make some decisions. and if we’re asking for no revenue, then that means that we’ve got to get rid of a whole bunch of stuff. and the magnitude of the tax cuts that you’re talking about, governor, would end up resulting in severe hardship for people, but more importantly, would not help us grow. as i indicated before, when you talk about shifting medicaid to states, we’re talking about potentially a 30 — a 30 percent cut in medicaid over time. now, you know, that may not seem like a big deal when it just is, you know, numbers on a sheet of paper, but if we’re talking about a family who’s got an autistic kid and is depending on that medicaid, that’s a big problem. and governors are creative. there’s no doubt about it. but they’re not creative enough to make up for 30 percent of revenue on something like medicaid. what ends up happening is some people end up not getting help. "
73,ROMNEY,"jim, let’s — we’ve gone on a lot of topics there, and so it’s going to take a minute to go from medicaid to schools… "
74,LEHRER,come back to… (crosstalk) 
75,ROMNEY,"… to oil, to tax breaks, then companies going overseas. so let’s go through them one by one. first of all, the department of energy has said the tax break for oil companies is $2.8 billion a year. and it’s actually an accounting treatment, as you know, that’s been in place for a hundred years. now… "
76,OBAMA,it’s time to end it. 
77,ROMNEY,"and in one year, you provided $90 billion in breaks to the green energy world. now, i like green energy as well, but that’s about 50 years’ worth of what oil and gas receives. and you say exxon and mobil. actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth. "
78,ROMNEY,"but, you know, if we get that tax rate from 35 percent down to 25 percent, why that $2.8 billion is on the table. of course it’s on the table. that’s probably not going to survive you get that rate down to 25 percent. but don’t forget, you put $90 billion, like 50 years’ worth of breaks, into — into solar and wind, to solyndra and fisker and tester and ener1. i mean, i had a friend who said you don’t just pick the winners and losers, you pick the losers, all right? so this — this is not — this is not the kind of policy you want to have if you want to get america energy secure. the second topic, which is you said you get a deduction for taking a plant overseas. look, i’ve been in business for 25 years. i have no idea what you’re talking about. i maybe need to get a new accountant. "
79,LEHRER,let’s… 
80,ROMNEY,but — but the idea that you get a break for shipping jobs overseas is simply not the case. (crosstalk) 
81,ROMNEY,"what we do have right now is a setting where i’d like to bring money from overseas back to this country. and, finally, medicaid to states? i’m not quite sure where that came in, except this, which is, i would like to take the medicaid dollars that go to states and say to a state, you’re going to get what you got last year, plus inflation, plus 1 percent, and then you’re going to manage your care for your poor in the way you think best. and i remember, as a governor, when this idea was floated by tommy thompson, the governors — republican and democrats — said, please let us do that. we can care for our own poor in so much better and more effective a way than having the federal government tell us how to care for our poor. so — so let’s state — one of the magnificent things about this country is the whole idea that states are the laboratories of democracy. don’t have the federal government tell everybody what kind of training programs they have to have and what kind of medicaid they have to have. let states do this. and, by the way, if a state gets in trouble, well, we can step in and see if we can find a way to help them. "
82,LEHRER,let’s go. 
83,ROMNEY,"but — but the right — the right approach is one which relies on the brilliance of our people and states, not the federal government. "
84,LEHRER,"(inaudible) and we’re going on — still on the economy, on another — but another part of it… "
85,OBAMA,ok. 
86,LEHRER,"all right? all right. this is segment three, the economy. entitlements. first — first answer goes to you, two minutes, mr. president. do you see a major difference between the two of you on social security? "
87,OBAMA,"you know, i suspect that, on social security, we’ve got a somewhat similar position. social security is structurally sound. it’s going to have to be tweaked the way it was by ronald reagan and speaker — democratic speaker tip o’neill. but it is — the basic structure is sound. but — but i want to talk about the values behind social security and medicare, and then talk about medicare, because that’s the big driver of our deficits right now. you know, my grandmother — some of you know — helped to raise me. my grandparents did. my grandfather died a while back. my grandmother died three days before i was elected president. and she was fiercely independent. she worked her way up, only had a high school education, started as a secretary, ended up being the vice president of a local bank. and she ended up living alone by choice. and the reason she could be independent was because of social security and medicare. she had worked all her life, put in this money, and understood that there was a basic guarantee, a floor under which she could not go. and that’s the perspective i bring when i think about what’s called entitlements. you know, the name itself implies some sense of dependency on the part of these folks. these are folks who’ve worked hard, like my grandmother, and there are millions of people out there who are counting on this. "
88,OBAMA,"so my approach is to say, how do we strengthen the system over the long term? and in medicare, what we did was we said, we are going to have to bring down the costs if we’re going to deal with our long-term deficits, but to do that, let’s look where some of the money’s going. $716 billion we were able to save from the medicare program by no longer overpaying insurance companies by making sure that we weren’t overpaying providers. and using that money, we were actually able to lower prescription drug costs for seniors by an average of $600, and we were also able to make a — make a significant dent in providing them the kind of preventive care that will ultimately save money through the — throughout the system. so the way for us to deal with medicare in particular is to lower health care costs. when it comes to social security, as i said, you don’t need a major structural change in order to make sure that social security is there for the future. "
89,LEHRER,"we’ll follow up on this. first, governor romney, you have two minutes on social security and entitlements. "
