,Speaker,Response
10,MR. MONDALE,"well, that’s exactly the commitment that was made to the american people in 1980: he would never reduce benefits. and of course, what happened right after the election is they proposed to cut social security benefits by 25 percent — reducing the adjustment for inflation, cutting out minimum benefits for the poorest on social security, removing educational benefits for dependents whose widows were trying — with widows trying to get them through college. everybody remembers that; people know what happened. there’s a difference. i have fought for social security and medicare and for things to help people who are vulnerable all my life, and i will do it as president of the united states. "
11,MS. WALTERS,"thank you very much. we’ll now begin with segment number two with my colleague, diane sawyer. ms. sawyer? leadership qualities "
12,MS. SAWYER,"mr. president, mr. mondale, the public opinion polls do suggest that the american people are most concerned about the personal leadership characteristics of the two candidates, and each of you has questioned the other’s leadership ability. mr. president, you have said that mr. mondale’s leadership would take the country down the path of defeatism and despair, and vice president bush has called him whining and hoping for bad news. and, mr. mondale, you have said that president reagan offers showmanship, not leadership, that he has not mastered what he must know to command his government. i’d like to ask each of you to substantiate your claims — mr. mondale first. give us specifics to support your claim that president reagan is a showman, not a leader; has not mastered what he must know to be president after 4 years, and then, second, tell us what personal leadership characteristics you have that he does not. "
13,MR. MONDALE,"well, first of all, i think the first answer this evening suggests exactly what i’m saying. there is no question that we face this massive deficit, and almost everybody agrees unless we get it down, the chances for long-term, healthy growth are nil. and it’s also unfair to dump these tremendous bills on our children. the president says it will disappear overnight because of some reason. no one else believes that’s the case. i do, and i’m standing up to the issue with an answer that’s fair. i think that’s what leadership is all about. there’s a difference between being a quarterback and a cheerleader, and when there’s a real problem, a president must confront it. what i was referring to, of course, in the comment that you referred to was the situation in lebanon. now, for three occasions, one after another, our embassies were assaulted in the same way by a truck with demolitions. the first time — and i did not criticize the president, because these things can happen — once, and sometimes twice — the second time the barracks in lebanon were assaulted, as we all remember. there was two or three commission reports, recommendations by the cia, the state department, and the others, and the third time there was even a warning from the terrorists themselves. now, i believe that a president must command that white house and those who work for him. it’s the toughest job on earth, and you must master the facts and insist that things that must be done are done. i believe that the way in which i will approach the presidency is what’s needed, because all my life that has been the way in which i have sought to lead. and that’s why in this campaign i’m telling you exactly what i want to do. i am answering your questions. i am trying to provide leadership now, before the election, so that the american people can participate in that decision. "
14,MS. SAWYER,"you have said, mr. mondale, that the polls have given you lower ratings on leadership than president reagan because your message has failed to get through. given that you have been in public office for so many years, what accounts for the failure of your message to get through? "
15,MR. MONDALE,"well, i think we’re getting better all the time. and i think tonight, as we contrast for the first time our differing approach to government, to values, to the leadership in this country, i think as this debate goes forward, the american people will have for the first time a chance to weigh the two of us against each other. and i think, as a part of that process, what i am trying to say will come across, and that is that we must lead, we must command, we must direct, and a president must see it like it is. he must stand for the values of decency that the american people stand for, and he must use the power of the white house to try to control these nuclear weapons and lead this world toward a safer world. "
16,MS. SAWYER,"mr. president, the issue is leadership in personal terms. first, do you think, as vice president bush said, that mr. mondale’s campaign is one of whining and hoping for bad news? and second, what leadership characteristics do you possess that mr. mondale does not? "
17,MR. REAGAN,"well, whether he does or not, let me suggest my own idea about the leadership factor, since you’ve asked it. and, incidentally, i might say that with regard to the 25-percent cut in social security — before i get to the answer to your question — the only 25-percent cut that i know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every american who was born after 1916. now, leadership. first of all, i think you must have some principles you believe in. in mine, i happen to believe in the people and believe that the people are supposed to be dominant in our society — that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society. now, having that, i think also that in leadership — well, i believe that you find people, positions such as i’m in who have the talent and ability to do the things that are needed in the various departments of government. i don’t believe that a leader should be spending his time in the oval office deciding who’s going to play tennis on the white house court. and you let those people go with the guidelines of overall policy, not looking over their shoulder and nitpicking the manner in which they go at the job. you are ultimately responsible, however, for that job. but i also believe something else about that. i believe that — and when i became governor of california, i started this, and i continue it in this office — that any issue that comes before me, i have instructed cabinet members and staff they are not to bring up any of the political ramifications that might surround the issue. i don’t want to hear them. i want to hear only arguments as to whether it is good or bad for the people — is it morally right? and on that basis and that basis alone, we make a decision on every issue. now, with regard to my feeling about why i thought that his record bespoke his possible taking us back to the same things that we knew under the previous administration, his record is that he spoke in praise of deficits several times, said they weren’t to be abhorred — that, as a matter of fact, he at one time said he wished the deficit could be doubled, because they stimulate the economy and helped reduce unemployment. "
18,MS. SAWYER,"as a followup, let me draw in another specific, if i could — a specific that the democrats have claimed about your campaign — that it is essentially based on imagery. and one specific that they allege is that, for instance, recently you showed up at the opening ceremony of a buffalo old-age housing project, when in fact, your policy was to cut federal housing subsidies for the elderly. yet you were there to have your picture taken with them. "
19,MR. REAGAN,"our policy was not to cut subsidies. we have believed in partnership, and that was an example of a partnership between, not only local government and the federal government but also between the private sector that built that particular structure. and this is what we’ve been trying to do, is involve the federal government in such partnerships. we are today subsidizing housing for more than 10 million people, and we’re going to continue along that line. we have no thought of throwing people out into the snow, whether because of age or need. we have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need. the safety net is there, and we’re taking care of more people than has ever been taken care of before by any administration in this country. "
20,MS. WALTERS,"mr. mondale, an opportunity for you to rebut. "
21,MR. MONDALE,"well, i guess i’m reminded a little bit of what will rogers once said about hoover. he said, “it’s not what he doesn’t know that bothers me; it’s what he knows for sure that just ain’t so.” [laughter] the fact of it is: the president’s budget sought to cut social security by 25 percent. it’s not an opinion; it’s a fact. and when the president was asked the other day, “what do you want to cut in the budget?”, he said, “cut those things i asked for but didn’t get.” that’s social security and medicare. the second fact is that the housing unit for senior citizens that the president dedicated in buffalo was only made possible through a federal assistance program for senior citizens that the president’s budget sought to terminate. so, if he’d had his way, there wouldn’t have been any housing project there at all. this administration has taken a meat cleaver out, in terms of federal-assisted housing, and the record is there. we have to see the facts before we can draw conclusions. "
22,MS. WALTERS,mr. president? 
23,MR. REAGAN,"well, let me just respond with regard to social security. when we took office, we discovered that the program that the carter-mondale administration had said would solve the fiscal problems of social security for the next 50 years wouldn’t solve them for 5. social security was due to go bankrupt before 1983. any proposals that i made at that time were at the request of the chairman, a democrat, of one of the leading committees, who said we have to do something before the program goes broke and the checks bounce. and so, we made a proposal. and then in 1982, they used that proposal in a demagogic fashion for the 1982 campaign. and 3 days after the election in 1982, they came to us and said, social security, we know, is broke. indeed, we had to borrow $17 billion to pay the checks. and then i asked for a bipartisan commission, which i’d asked for from the beginning, to sit down and work out a solution. and so, the whole matter of what to do with social security has been resolved by bipartisan legislation, and it is on a sound basis now for as far as you can see into the next century. "
24,MS. WALTERS,"mr. president, we begin segment number three with fred barnes. religion "
25,MR. BARNES,"mr. president, would you describe your religious beliefs, noting particularly whether you consider yourself a born-again christian, and explain how these beliefs affect your presidential decisions? "
26,MR. REAGAN,"well, i was raised to have a faith and a belief and have been a member of a church since i was a small boy. in our particular church, we did not use that term, “born again,” so i don’t know whether i would fit that — that particular term. but i have — thanks to my mother, god rest her soul — the firmest possible belief and faith in god. and i don’t believe — i believe, i should say, as lincoln once said, that i could not — i would be the most stupid man in the world if i thought i could confront the duties of the office i hold if i could not turn to someone who was stronger and greater than all others. and i do resort to prayer. at the same time, however, i have not believed that prayer should be introduced into an election or be a part of a political campaign — or religion a part of that campaign. as a matter of fact, i think religion became a part of this campaign when mr. mondale’s running mate said i wasn’t a good christian. so, it does play a part in my life. i have no hesitancy in saying so. and, as i say, i don’t believe that i could carry on unless i had a belief in a higher authority and a belief that prayers are answered. "
27,MR. BARNES,"given those beliefs, mr. president, why don’t you attend services regularly, either by going to church or by inviting a minister to the white house, as president nixon used to do, or someone to camp david, as president carter used to do? "
28,MR. REAGAN,"the answer to your question is very simple about why i don’t go to church. i have gone to church regularly all my life, and i started to here in washington. and now, in the position i hold and in the world in which we live, where embassies do get blown up in beirut — we’re supposed to talk about that on the debate the 21st, i understand — but i pose a threat to several hundred people if i go to church. i know the threats that are made against me. we all know the possibility of terrorism. we have seen the barricades that have had to be built around the white house. and, therefore, i don’t feel — and my minister knows this and supports me in this position — i don’t feel that i have a right to go to church, knowing that my being there could cause something of the kind that we have seen in other places, in beirut, for example. and i miss going to church, but i think the lord understands. [applause] "
29,MS. WALTERS,"may i ask you, please — [applause] — may i ask the audience please to refrain from applause. fred, your second question. "
30,MR. BARNES,"mr. mondale, would you describe your religious beliefs and mention whether you consider yourself a born-again christian, and explain how those beliefs would affect your decisions as president? "
31,MR. MONDALE,"first of all, i accept president reagan’s affirmation of faith. i’m sure that we all accept and admire his commitment to his faith, and we are strengthened, all of us, by that fact. i am a son of a methodist minister. my wife is the daughter of a presbyterian minister. and i don’t know if i’ve been born again, but i know i was born into a christian family. and i believe i have sung at more weddings and more funerals than anybody ever to seek the presidency. whether that helps or not, i don’t know. i have a deep religious faith. our family does. it is fundamental. it’s probably the reason that i’m in politics. i think our faith tells us, instructs us, about the moral life that we should lead. and i think we’re all together on that. what bothers me is this growing tendency to try to use one’s own personal interpretation of faith politically, to question others’ faith, and to try to use the instrumentalities of government to impose those views on others. all history tells us that that’s a mistake. when the republican platform says that from here on out, we’re going to have a religious test for judges before they’re selected for the federal court, and then jerry falwell announces that that means they get at least two justices of the supreme court, i think that’s an abuse of faith in our country. this nation is the most religious nation on earth — more people go to church and synagogues than any other nation on earth — and it’s because we kept the politicians and the state out of the personal exercise of our faith. that’s why faith in the united states is pure and unpolluted by the intervention of politicians. and i think if we want to continue — as i do — to have a religious nation, lets keep that line and never cross it. "
32,MS. WALTERS,"thank you. mr. barnes, next question. we have time for rebuttal now. "
33,MR. BARNES,i think i have a followup. 
34,MS. WALTERS,"yes, i asked you if you did. i’m sorry — — "
35,MR. BARNES,"yes, i do. "
36,MS. WALTERS,— — i thought you waived it. 
37,MR. BARNES,"yes, mr. mondale, you’ve complained, just now, about jerry falwell, and you’ve complained other times about other fundamentalists in politics. correct me if i’m wrong, but i don’t recall your ever complaining about ministers who are involved in the civil rights movement or in the anti-vietnam war demonstrations or about black preachers who’ve been so involved in american politics. is it only conservative ministers that you object to? "
38,MR. MONDALE,"no. what i object to — [applause] — what i object to — what i object to is someone seeking to use his faith to question the faith of another or to use that faith and seek to use the power of government to impose it on others. a minister who is in civil rights or in the conservative movement, because he believes his faith instructs him to do that, i admire. the fact that the faith speaks to us and that we are moral people, hopefully, i accept and rejoice in. it’s when you try to use that to undermine the integrity of private political — or private religious faith and the use of the state is where — for the most personal decisions in american life — that’s where i draw the line. "
39,MS. WALTERS,"thank you. now, mr. president, rebuttal. "
40,MR. REAGAN,"yes, it’s very difficult to rebut, because i find myself in so much agreement with mr. mondale. i, too, want that wall that is in the constitution of separation of church and state to remain there. the only attacks i have made are on people who apparently would break away at that wall from the government side, using the government, using the power of the courts and so forth to hinder that part of the constitution that says the government shall not only not establish a religion, it shall not inhibit the practice of religion. and they have been using these things to have government, through court orders, inhibit the practice of religion. a child wants to say grace in a school cafeteria and a court rules that they can’t do it because it’s school property. these are they types of things that i think have been happening in a kind of a secular way that have been eroding that separation, and i am opposed to that. with regard to a platform on the supreme court, i can only say one thing about that. i have appointed one member to the supreme court: sandra day o’connor. i’ll stand on my record on that. and if i have the opportunity to appoint any more, i’ll do it in the same manner that i did in selecting her. "
41,MS. WALTERS,"mr. mondale, your rebuttal, please. "
42,MR. MONDALE,"the platform to which the president refers, in fact, calls for a religious test in the selection of judges. and jerry falwell says that means we get two or three judges. and it would involve a religious test for the first time in american life. let’s take the example that the president cites. i believe in prayer. my family prays. we’ve never had any difficulty finding time to pray. but do we want a constitutional amendment adopted of the kind proposed by the president that gets the local politicians into the business of selecting prayers that our children must either recite in school or be embarrassed and asked to excuse themselves? who would write the prayer? what would it say? how would it be resolved when those disputes occur? it seems to me that a moment’s reflection tells you why the united states senate turned that amendment down, because it will undermine the practice of honest faith in our country by politicizing it. we don’t want that. "
43,MS. WALTERS,"thank you, mr. mondale. our time is up for this round. we go into the second round of our questioning, begin again with jim wieghart. jim? political issues "
44,MR. WIEGHART,"after that discussion, this may be like going from the sublime to the ridiculous, but here goes. i have a political question for you, mr. mondale. [laughter] polls indicate a massive change in the electorate, away from the coalition that has long made the democratic party a majority. blue-collar workers, young professionals, their children, and much of the middle class now regard themselves as independents or republican instead of democrats, and the gap — the edge the democrats had in party registration seems to be narrowing. i’d like to ask you, mr. mondale, what is causing this? is the democratic party out of sync with the majority of americans? and will it soon be replaced as the majority party by the republicans? what do you think needs to be done about it, as a democrat? "
45,MR. MONDALE,"my answer is that this campaign isn’t over yet. and when people vote, i think you’re going to see a very strong verdict by the american people that they favor the approach that i’m talking about. the american people want arms control. they don’t want this arms race. and they don’t want this deadly new effort to bring weapons into the heavens. and they want an american foreign policy that leads toward a safer world. the american people see this debt, and they know it’s got to come down. and if it won’t come down, the economy’s going to slow down, maybe go into a recession. they see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in american history. and they know this debt must come down as well, because it’s unfair to our children. the american people want this environment protected. they know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people’s lives and health are being risked, because we’ve had an administration that has been totally insensitive to the law and the demand for the protection of the environment. the american people want their children educated. they want to get our edge back in science, and they want a policy headed by the president that helps close this gap that’s widening between the united states and europe and japan. the american people want to keep opening doors. they want those civil rights laws enforced. they want the equal rights amendment ratified. they want equal pay for comparable effort for women. and they want it because they’ve understood from the beginning that when we open doors, we’re all stronger, just as we were at the olympics. i think as you make the case, the american people will increasingly come to our cause. "
46,MR. WIEGHART,"mr. mondale, isn’t it possible that the american people have heard your message — and they are listening — but they are rejecting it? "
47,MR. MONDALE,"well, tonight we had the first debate over the deficit. the president says it’ll disappear automatically. i’ve said it’s going to take some work. i think the american people will draw their own conclusions. secondly, i’ve said that i will not support the cuts in social security and medicare and the rest that the president has proposed. the president answers that it didn’t happen or, if it did, it was resolved later in a commission. as the record develops, i think it’s going to become increasingly clear that what i am saying and where i want to take this country is exactly where the country wants to go, and the comparison of approaches is such that i think will lead to further strength. "
48,MR. WIEGHART,"mr. president, you and your party are benefiting from what appears to be an erosion of the old democratic coalition, but you have not laid out a specific agenda to take this shift beyond november 6th. what is your program for america for the next decade, with some specificity? "
49,MR. REAGAN,"well, again, i’m running on the record. i think sometimes mr. mondale’s running away from his. but i’m running on the record of what we have asked for. we’ll continue to try to get things that we didn’t get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and state governments that has been unjustly seized by the federal government. and you might find those words in a democratic platform of some years ago — i know, because i was a democrat at that time. and i left the party eventually, because i could no longer follow the turn in the democratic leadership that took us down an entirely different path, a path of centralizing authority in the federal government, lacking trust in the american people. i promised, when we took office, that we would reduce inflation. we have, to one-third of what it was. i promised that we would reduce taxes. we did, 25 percent across the board. that barely held even with — if it did that much — with the gigantic tax increase imposed in 1977. but at least it took that burden away from them. i said that we would create jobs for our people, and we did — 6 million in the last 20 or 21 months. i said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament, reduction of arms, and, hopefully, an elimination of nuclear weapons. we have done that. all of the things that i said we would do, from inflation being down, interest rates being down, unemployment falling, all of those things we have done. and i think this is something the american people see. i think they also know that we had a commission that came in a year ago with a recommendation on education — on excellence in education. and today, without the federal government being involved other than passing on to them, the school districts, the words from that commission, we find 35 states with task forces now dealing with their educational problems. we find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth. all of these things have brought an improvement in the college entrance exams for the first time in some 20 years. so, i think that many democrats are seeing the same thing this democrat saw: the leadership isn’t taking us where we want to go. "
50,MR. WIEGHART,"mr. president, much of what you said affects the quality of life of many americans — their income, the way they live, and so forth — but there’s an aspect to quality of life that lies beyond the private sector which has to do with our neighborhoods, our cities, our streets, our parks, our environment. in those areas, i have difficulty seeing what your program is and what you feel the federal responsibility is in these areas of the quality of life in the public sector that affects everybody, and even enormous wealth by one individual can’t create the kind of environment that he might like. "
51,MR. REAGAN,"there are tasks that government legitimately should enforce and tasks that government performs well, and you’ve named some of them. crime has come down the last 2 years, for the first time in many, many decades that it has come down — or since we’ve kept records — 2 consecutive years, and last year it came down the biggest drop in crime that we’ve had. i think that we’ve had something to do with that, just as we have with the drug problem nationwide. the environment? yes, i feel as strongly as anyone about the preservation of the environment. when we took office, we found that the national parks were so dirty and contained so many hazards, lack of safety features, that we stopped buying additional park land until we had rectified this with what was to be a 5-year program — but it’s just about finished already — a billion dollars. and now we’re going back to budgeting for additional lands for our parks. we have added millions of acres to the wilderness lands, to the game refuges. i think that we’re out in front of most — and i see that the red light is blinking, so i can’t continue. but i’ve got more. "
52,MS. WALTERS,"well, you’ll have a chance when your rebuttal time comes up, perhaps, mr. president. mr. mondale, now it’s your turn for rebuttal. "
53,MR. MONDALE,"the president says that when the democratic party made its turn, he left it. the year that he decided we had lost our way was the year that john f. kennedy was running against richard nixon. i was chairman of “minnesotans for kennedy;” president reagan was chairman of a thing called “democrats for nixon.” now, maybe we made a wrong turn with kennedy, but i’ll be proud of supporting him all of my life. and i’m very happy that john kennedy was elected, because john kennedy looked at the future with courage, saw what needed to be done, and understood his own government. the president just said that his government is shrinking. it’s not. it’s now the largest peacetime government ever in terms of the take from the total economy. and instead of retreating — instead of being strong where we should be strong, he wants to make it strong and intervene in the most private and personal questions in american life. that’s where government should not be. "
54,MS. WALTERS,mr. president? 
55,MR. REAGAN,"before i campaigned as a democrat for a republican candidate for president, i had already voted for dwight eisenhower to be president of the united states. and so, my change had come earlier than that. i hadn’t gotten around to reregistering as yet. i found that was rather difficult to do. but i finally did it. there are some other things that have been said here — back, and you said that i might be able to dredge them up. mr. mondale referred to the farmers’ worst year. the farmers are not the victims of anything this administration has done. the farmers were the victims of the double-digit inflation and the 21\1/2\-percent interest rates of the carter-mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier. all of these things are presently being rectified, and i think that we are going to salvage the farmers. as a matter of fact, there has been less than one-quarter of 1 percent of foreclosures of the 270,000 loans from government that the farmers have. "
56,MS. WALTERS,"thank you, mr. president. we’ll now turn to diane sawyer for her round of questions. diane? abortion "
57,MS. SAWYER,"i’d like to turn to an area that i think few people enjoy discussing, but that we probably should tonight because the positions of the two candidates are so clearly different and lead to very different policy consequences — and that is abortion and right to life. i’m exploring for your personal views of abortion and specifically how you would want them applied as public policy. first, mr. president. do you consider abortion murder or a sin? and second, how hard would you work — what kind of priority would you give in your second term legislation to make abortion illegal? and specifically, would you make certain, as your party platform urges, that federal justices that you appoint be prolife? "
58,MR. REAGAN,"i have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life. now, that i would want to see in any judge and with regard to any issue having to do with human life. but with regard to abortion, and i have a feeling that this is — there’s been some reference without naming it here in the remarks of mr. mondale tied to injecting religion into government. with me, abortion is not a problem of religion, it’s a problem of the constitution. i believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the constitution, which guarantees life, liberty, and the pursuit of happiness to all of us. and i think that this is what we should concentrate on, is trying — i know there were weeks and weeks of testimony before a senate committee, there were medical authorities, there were religious — there were clerics there — everyone talking about this matter of prolife. and at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive. we have seen premature births that are now grown-up, happy people going around. also, there is a strange dichotomy in this whole position about our courts ruling that abortion is not the taking of a human life. in california, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the california state legislature unanimously passed a law that was signed by the then-democratic governor — signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder. now, isn’t it strange that that same woman could have taken the life of her unborn child, and it was abortion and not murder, but if somebody else does it, that’s murder? and it used the term “death of the unborn child.” so, this has been my feeling about abortion, that we have a problem now to determine — and all the evidence so far comes down on the side of the unborn child being a living human being. "
59,MS. SAWYER,"a two-part followup. do i take it from what you’ve said about the platform, then, that you don’t regard the language and don’t regard in your own appointments, abortion position a test of any kind for justices — that it should be? and also, if abortion is made illegal, how would you want it enforced? who would be the policing units that would investigate? and would you want the women who have abortions to be prosecuted? "
60,MR. REAGAN,"the laws regarding that always were state laws. it was only when the supreme court handed down a decision that the federal government intervened in what had always been a state policy. our laws against murder are state laws. so, i would think that this would be the point of enforcement on this. as i say, i feel that we have a problem here to resolve. and no one has approached it from that matter. it does not happen that the church that i belong to had that as part of its dogma. i know that some churches do. now, it is a sin if you’re taking a human life. at the same time, in our judeo-christian tradition, we recognize the right of taking a human life in self-defense. and therefore, i’ve always believed that a mother, if medically it is determined that her life is at risk if she goes through with the pregnancy, she has a right then to take the life of even her own unborn child in defense of her own. "
61,MS. SAWYER,"mr. mondale, to turn to you, do you consider abortion a murder or a sin? and bridging from what president reagan said, he has written that if society doesn’t know whether life does — human life, in fact, does begin at conception, as long as there is a doubt, that the unborn child should at least be given the benefit of the doubt and that there should be protection for that unborn child. "
