,Speaker,Response
97,HILLARY CLINTON,"why not? yeah, why not? [laughter] you know, just join the debate by saying more crazy things. now, let me say this, it is absolutely the case… "
98,TRUMP,there’s nothing crazy about not letting our companies bring their money back into their country. 
99,HOLT,"this is—this is secretary clinton’s two minutes, please. "
100,TRUMP,yes. 
101,HILLARY CLINTON,"yeah, well, let’s start the clock again, lester. we’ve looked at your tax proposals. i don’t see changes in the corporate tax rates or the kinds of proposals you’re referring to that would cause the repatriation, bringing back of money that’s stranded overseas. i happen to support that. "
102,TRUMP,then you didn’t read it. 
103,HILLARY CLINTON,"i happen to—i happen to support that in a way that will actually work to our benefit. but when i look at what you have proposed, you have what is called now the trump loophole, because it would so advantage you and the business you do. you’ve proposed an approach that has a… "
104,TRUMP,who gave it that name? the first i’ve—who gave it that name? [crosstalk] 
105,HOLT,"mr. trump, this is secretary clinton’s two minutes. "
106,HILLARY CLINTON,… $4 billion tax benefit for your family. and when you look at what you are proposing… 
107,TRUMP,how much? how much for my family? 
108,HILLARY CLINTON,… it is… 
109,TRUMP,"lester, how much? "
110,HILLARY CLINTON,"… as i said, trumped-up trickle-down. trickle-down did not work. it got us into the mess we were in, in 2008 and 2009. slashing taxes on the wealthy hasn’t worked. and a lot of really smart, wealthy people know that. and they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class. i don’t think top-down works in america. i think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their—their debt from college at a lower rate. those are the kinds of things that will really boost the economy. broad-based, inclusive growth is what we need in america, not more advantages for people at the very top. "
111,HOLT,"mr. trump, we’re… "
112,TRUMP,"typical politician. all talk, no action. sounds good, doesn’t work. never going to happen. our country is suffering because people like secretary clinton have made such bad decisions in terms of our jobs and in terms of what’s going on. now, look, we have the worst revival of an economy since the great depression. and believe me: we’re in a bubble right now. and the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that’s going to come crashing down. we are in a big, fat, ugly bubble. and we better be awfully careful. and we have a fed that’s doing political things. this janet yellen of the fed. the fed is doing political—by keeping the interest rates at this level. and believe me: the day obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you’re going to see some very bad things happen, because the fed is not doing their job. the fed is being more political than secretary clinton. "
113,HOLT,"mr. trump, we’re talking about the burden that americans have to pay, yet you have not released your tax returns. and the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to—who he owes it to and any business conflicts. don’t americans have a right to know if there are any conflicts of interest? "
114,TRUMP,"i don’t mind releasing—i’m under a routine audit. and it’ll be released. and—as soon as the audit’s finished, it will be released. but you will learn more about donald trump by going down to the federal elections, where i filed a 104-page essentially financial statement of sorts, the forms that they have. it shows income—in fact, the income—i just looked today—the income is filed at $694 million for this past year, $694 million. if you would have told me i was going to make that 15 or 20 years ago, i would have been very surprised. but that’s the kind of thinking that our country needs. when we have a country that’s doing so badly, that’s being ripped off by every single country in the world, it’s the kind of thinking that our country needs, because everybody—lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year. you know what that is? that means, who’s negotiating these trade deals? we have people that are political hacks negotiating our trade deals. "
115,HOLT,the irs says an audit… 
116,TRUMP,excuse me. 
117,HOLT,"… of your taxes—you’re perfectly free to release your taxes during an audit. and so the question, does the public’s right to know outweigh your personal… "
118,TRUMP,"well, i told you, i will release them as soon as the audit. look, i’ve been under audit almost for 15 years. i know a lot of wealthy people that have never been audited. i said, do you get audited? i get audited almost every year. and in a way, i should be complaining. i’m not even complaining. i don’t mind it. it’s almost become a way of life. i get audited by the irs. but other people don’t. i will say this. we have a situation in this country that has to be taken care of. i will release my tax returns—against my lawyer’s wishes—when she releases her 33,000 e-mails that have been deleted. as soon as she releases them, i will release. [applause] i will release my tax returns. and that’s against—my lawyers, they say, “don’t do it.” i will tell you this. no—in fact, watching shows, they’re reading the papers. almost every lawyer says, you don’t release your returns until the audit’s complete. when the audit’s complete, i’ll do it. but i would go against them if she releases her e-mails. "
119,HOLT,so it’s negotiable? 
120,TRUMP,"it’s not negotiable, no. let her release the e-mails. why did she delete 33,000… "
121,HOLT,"well, i’ll let her answer that. but let me just admonish the audience one more time. there was an agreement. we did ask you to be silent, so it would be helpful for us. secretary clinton? "
122,HILLARY CLINTON,"well, i think you’ve just seen another example of bait-and- switch here. for 40 years, everyone running for president has released their tax returns. you can go and see nearly, i think, 39, 40 years of our tax returns, but everyone has done it. we know the irs has made clear there is no prohibition on releasing it when you’re under audit. so you’ve got to ask yourself, why won’t he release his tax returns? and i think there may be a couple of reasons. first, maybe he’s not as rich as he says he is. second, maybe he’s not as charitable as he claims to be. third, we don’t know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to wall street and foreign banks. or maybe he doesn’t want the american people, all of you watching tonight, to know that he’s paid nothing in federal taxes, because the only years that anybody’s ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn’t pay any federal income tax. "
123,TRUMP,that makes me smart. 
124,HILLARY CLINTON,"so if he’s paid zero, that means zero for troops, zero for vets, zero for schools or health. and i think probably he’s not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that he’s trying to hide. and the financial disclosure statements, they don’t give you the tax rate. they don’t give you all the details that tax returns would. and it just seems to me that this is something that the american people deserve to see. and i have no reason to believe that he’s ever going to release his tax returns, because there’s something he’s hiding. and we’ll guess. we’ll keep guessing at what it might be that he’s hiding. but i think the question is, were he ever to get near the white house, what would be those conflicts? who does he owe money to? well, he owes you the answers to that, and he should provide them. "
125,HOLT,he also—he also raised the issue of your e-mails. do you want to respond to that? 
126,HILLARY CLINTON,"i do. you know, i made a mistake using a private e- mail. "
127,TRUMP,that’s for sure. 
128,HILLARY CLINTON,"and if i had to do it over again, i would, obviously, do it differently. but i’m not going to make any excuses. it was a mistake, and i take responsibility for that. "
129,HOLT,mr. trump? 
130,TRUMP,"that was more than a mistake. that was done purposely. ok? that was not a mistake. that was done purposely. when you have your staff taking the fifth amendment, taking the fifth so they’re not prosecuted, when you have the man that set up the illegal server taking the fifth, i think it’s disgraceful. and believe me, this country thinks it’s—really thinks it’s disgraceful, also. as far as my tax returns, you don’t learn that much from tax returns. that i can tell you. you learn a lot from financial disclosure. and you should go down and take a look at that. the other thing, i’m extremely underleveraged. the report that said $650—which, by the way, a lot of friends of mine that know my business say, boy, that’s really not a lot of money. it’s not a lot of money relative to what i had. the buildings that were in question, they said in the same report, which was—actually, it wasn’t even a bad story, to be honest with you, but the buildings are worth $3.9 billion. and the $650 isn’t even on that. but it’s not $650. it’s much less than that. but i could give you a list of banks, i would—if that would help you, i would give you a list of banks. these are very fine institutions, very fine banks. i could do that very quickly. i am very underleveraged. i have a great company. i have a tremendous income. and the reason i say that is not in a braggadocios way. it’s because it’s about time that this country had somebody running it that has an idea about money. when we have $20 trillion in debt, and our country’s a mess, you know, it’s one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything’s in great shape, our airports. our airports are like from a third world country. you land at laguardia, you land at kennedy, you land at lax, you land at newark, and you come in from dubai and qatar and you see these incredible—you come in from china, you see these incredible airports, and you land—we’ve become a third world country. so the worst of all things has happened. we owe $20 trillion, and we’re a mess. we haven’t even started. and we’ve spent $6 trillion in the middle east, according to a report that i just saw. whether it’s 6 or 5, but it looks like it’s 6, $6 trillion in the middle east, we could have rebuilt our country twice. and it’s really a shame. and it’s politicians like secretary clinton that have caused this problem. our country has tremendous problems. we’re a debtor nation. we’re a serious debtor nation. and we have a country that needs new roads, new tunnels, new bridges, new airports, new schools, new hospitals. and we don’t have the money, because it’s been squandered on so many of your ideas. "
131,HOLT,we’ll let you respond and we’ll move on to the next segment. 
132,HILLARY CLINTON,and maybe because you haven’t paid any federal income tax for a lot of years. [applause] and the other thing i think is important… 
133,TRUMP,"it would be squandered, too, believe me. "
134,HILLARY CLINTON,"… is if your—if your main claim to be president of the united states is your business, then i think we should talk about that. you know, your campaign manager said that you built a lot of businesses on the backs of little guys. and, indeed, i have met a lot of the people who were stiffed by you and your businesses, donald. i’ve met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do. we have an architect in the audience who designed one of your clubhouses at one of your golf courses. it’s a beautiful facility. it immediately was put to use. and you wouldn’t pay what the man needed to be paid, what he was charging you to do… "
135,TRUMP,maybe he didn’t do a good job and i was unsatisfied with his work… 
136,HILLARY CLINTON,"well, to… "
137,TRUMP,"which our country should do, too. "
138,HILLARY CLINTON,"do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them? i can only say that i’m certainly relieved that my late father never did business with you. he provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides. and when we talk about your business, you’ve taken business bankruptcy six times. there are a lot of great businesspeople that have never taken bankruptcy once. you call yourself the king of debt. you talk about leverage. you even at one time suggested that you would try to negotiate down the national debt of the united states. "
139,TRUMP,wrong. wrong. 
140,HILLARY CLINTON,"well, sometimes there’s not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government. "
141,HOLT,let’s let mr. trump… 
142,HILLARY CLINTON,and we need to be very clear about that. 
