,Speaker,Response
32,GORE,"well, i’ve been kind of a hard-liner on this issue for more than eight years. when i was in the senate before i became vice president i was pushing for stronger action against milosevic. he caused the death of so many people. he was the last communist party boss there and then he became a dictator that by some other label he was still essentially a communist dictator. and unfortunately now he is trying to reassert himself in serbian politics. already just today the members of his political party said that they were going to ignore the orders of the new president of serbia, and that they question his legitimacy, and he’s still going to try to be actively involved. he is an indicted war criminal. he should be held accountable. now, i did want to pick up on one of the statements earlier, and maybe i have heard, maybe i have heard the previous statements wrong, governor. in some of the discussions we’ve had about when it’s appropriate for the u.s. to use force around the world, at times the standards that you’ve laid down have given me the impression that if it’s something like a genocide taking place or what they called ethnic cleansing in bosnia, that that alone would not be, that that wouldn’t be the kind of situation that would cause you to think that the u.s. ought to get involved with troops. now, have to be other factors involved for me to want to be involved. but by itself, that to me can bring into play a fundamental american strategic interest because i think it’s based on our values. now, have i got that wrong? "
33,GEORGE W. BUSH,"trying to figure out who the questioner was. if i think it’s in our nation’s strategic interest i’ll commit troops. i thought it was in our strategic interests to keep milosevic in check because of our relations in nato, and that’s why i took the position i took. i think it’s important for nato to be strong and confident. i felt like unchecked milosevic would harm nato, and so it depends on the situation, mr. vice president. "
34,MODERATOR,"well, let’s stay on the subject for a moment. new question related to this. i figured this out; in the last 20 years there have been eight major actions that involved the introduction of u.s. ground, air or naval forces. let me name them. lebanon, grenada, panama, the persian gulf, somalia, bosnia, haiti, kosovo. if you had been president for any of those interventions, would any of those interventions not have happened? "
35,GORE,can you run through the list again? 
36,MODERATOR,sure. lebanon. 
37,GORE,i thought that was a mistake. 
38,MODERATOR,grenada. 
39,GORE,i supported that. 
40,MODERATOR,panama. 
41,GORE,i supported that. 
42,MODERATOR,persian gulf. 
43,GORE,"yes, i voted for it, supported it. "
44,MODERATOR,somalia. 
45,GORE,"of course, and that again — no, i think that that was ill-considered. i did support it at the time. it was in the previous administration, in the bush-quayle administration, and i think in retrospect the lessons there are ones that we should take very, very seriously. "
46,MODERATOR,bosnia. 
47,GORE,"oh, yes. "
48,MODERATOR,haiti. 
49,GORE,yes. 
50,MODERATOR,and then kosovo. 
51,GORE,yes. 
52,MODERATOR,we talked about that. want me to do it with you? lebanon. 
53,GEORGE W. BUSH,make a couple comments. 
54,MODERATOR,"sure, absolutely, sure. somalia. "
55,GEORGE W. BUSH,"started off as a humanitarian mission and it changed into a nation-building mission, and that’s where the mission went wrong. the mission was changed. and as a result, our nation paid a price. and so i don’t think our troops ought to be used for what’s called nation-building. i think our troops ought to be used to fight and win war. i think our troops ought to be used to help overthrow the dictator when it’s in our best interests. but in this case it was a nation-building exercise, and same with haiti. i wouldn’t have supported either. "
56,MODERATOR,what about lebanon? 
57,GEORGE W. BUSH,yes. 
58,MODERATOR,grenada. 
59,GEORGE W. BUSH,yes. 
60,MODERATOR,panama? 
61,GEORGE W. BUSH,"yes. some of them i’ve got a conflict of interest on, if you know what i mean. "
62,MODERATOR,"i do, i do. the persian gulf, obviously. and bosnia. and you have already talked about kosovo. but the reverse side of the question, governor, that vice president gore mentioned, 600,000 people died in rwanda in 1994. there was no u.s. intervention, no intervention from the outside world. was that a mistake not to intervene? "
63,GEORGE W. BUSH,"i think the administration did the right thing in that case. i do. it was a horrible situation, no one liked to see it on our tv screens, but it’s a case where we need to make sure we have an early warning system in place in places where there could be ethnic cleansing and genocide the way we saw it there in rwanda. and that’s a case where we need to use our influence to have countries in africa come together and help deal with the situation. the administration, seems like we’re having a great love fest tonight, but the administration made the right decision on training nigerian troops for situations just such as this in rwanda, and so i thought they made the right decision not to send u.s. troops into rwanda. "
64,MODERATOR,"do you have any second thoughts on that, based on what you said a moment ago about genocide? "
65,GORE,"i’d like to come back to the question of nation building, but let me address the question directly, first. fine. we did, actually, send troops into rwanda to help with the humanitarian relief measures. my wife tipper, who is here, actually went on a military plane with general sholicatchvieli on one of those flights. but i think in retrospect we were too late getting in there. we could have saved more lives if we had acted earlier. but i do not think that it was an example of a conflict where we should have put our troops in to try to separate the parties for this reason, jim. one of the criteria that i think is important in deciding when and if we should ever get involved around the world is whether or not our national security interest is involved, if we can really make the difference with military forces. if we tried everything else, if we have allies. in the balkans we have allies, nato, ready, willing and able to go and carry a big part of the burden. in africa we did not. now, we have tried — our country has tried to create an africa crisis response team there, and we’ve met some resistance. we have had some luck with nigeria, but in sierra leon, and now that nigeria has become a democracy, and we hope it stays that way, then maybe we can build on that. but because we had no allies and because it was very unclear that we could actually accomplish what we would want to accomplish about putting military forces there, i think it was the right thing not to jump in, as heartbreaking as it was, but i think we should have come in much quicker with the humanitarian mission. "
66,MODERATOR,"so what would you say, governor, that somebody would say hey wait a minute, why not africa, i mean why the middle east, why the balkans, but not africa, when 600,000 people’s lives are at risk? "
67,GEORGE W. BUSH,"well, i understand, and africa is important. and we’ve got to do a lot of work in africa to promote democracy and trade, and there are some — vice president mentioned nigeria is a fledgling democracy. we have to work with nigeria. itâ€™s an important continent. but there’s got to be priorities, and middle east is a priority for a lot of reasons, as is europe and the far east, our own hemisphere. and those are my four top priorities should i be the president, not to say we won’t be engaged nor work hard to get other nations to come together to prevent atrocity. i thought the best example of a way to handle the situation was east timor when we provided logistical support to the australians, support that only we can provide. i thought that was a good model. but we can’t be all things to all people in the world, jim. and i think that’s where maybe the vice president and i begin to have some differences. i’m worried about overcommitting our military around the world. i want to be judicious in its use. you mentioned haiti. i wouldn’t have sent troops to haiti. i didn’t think it was a mission worthwhile. it was a nation building mission, and it was not very successful. it cost us billions, a couple billions of dollars, and i’m not so sure democracy is any better off in haiti than it was before. "
68,MODERATOR,"vice president gore, do you agree with the governor’s views on nation building, the use of military, our military, for nation building as he described and defined it? "
69,GORE,"i don’t think we agree on that. i would certainly also be judicious in evaluating any potential use of american troops overseas. i think we have to be very reticent about that. but look, jim, the world is changing so rapidly. the way i see it, the world is getting much closer together. like it or not, we are now — the united states is now the natural leader of the world. all these other countries are looking to us. now, just because we cannot be involved everywhere, and shouldn’t be, doesn’t mean that we should shy away from going in anywhere. now, both of us are kind of, i guess, stating the other’s position in a maximalist extreme way, but i think there is a difference here. this idea of nation building is kind of a pejorative phrase, but think about the great conflict of the past century, world war ii. during the years between world war i and world war ii, a great lesson was learned by our military leaders and the people of the united states. the lesson was that in the aftermath of world war i, we kind of turned our backs and left them to their own devices and they brewed up a lot of trouble that quickly became world war ii. and acting upon that lesson in the aftermath of our great victory in world war ii, we laid down the marshall plan, president truman did. we got intimately involved in building nato and other structures there. we still have lots of troops in europe. and what did we do in the late ’40’s and ’50’s and ’60’s? we were nation building. and it was economic. but it was also military. and the confidence that those countries recovering from the wounds of war had by having troops there. we had civil administrators come in to set up their ways of building their towns back. "
70,MODERATOR,"you said in the boston debate, governor, on this issue of nation building, that the united states military is overextended now. where is it overextended? where are there u.s. military that you would bring home if you become president? "
71,GEORGE W. BUSH,"first let me just say one comment about what the vice president said. i think one of the lessons in between world war i and world war ii is we let our military atrophy. and we can’t do that. we’ve got to rebuild our military. but one of the problems we have in the military is we’re in a lot of places around the world. and i mentioned one, and that’s the balkans. i would very much like to get our troops out of there. i recognize we can’t do it now, nor do i advocate an immediate withdrawal. that would be an abrogation of our agreement with nato. no one is suggesting that. but i think it ought to be one of our priorities to work with our european friends to convince them to put troops on the ground. and there is an example. haiti is another example. now there are some places where i think — you know, i’ve supported the administration in columbia. i think it’s important for us to be training columbians in that part of the world. the hemisphere is in our interest to have a peaceful columbia. but — "
72,MODERATOR,"the use of the military, there — some people are now suggesting that if you don’t want to use the military to maintain the peace, to do the civil thing, is it time to consider a civil force of some kind that comes in after the military that builds nations or all of that? is that on your radar screen? "
73,GEORGE W. BUSH,"i don’t think so. i think what we need to do is convince people who live in the lands they live in to build the nations. maybe i’m missing something here. i mean, we’re going to have kind of a nation building core from america? absolutely not. our military is meant to fight and win war. that’s what it’s meant to do. and when it gets overextended, morale drops. i strongly believe we need to have a military presence in the korean peninsula, not only to keep the peace in the peninsula, but to keep regional stability. and i strongly believe we need to keep a presence in nato, but i’m going to be judicious as to how to use the military. it needs to be in our vital interest, the mission needs to be clear, and the extra strategy obvious. "
74,GORE,"i don’t disagree with that. i certainly don’t disagree that we ought to get our troops home from places like the balkans as soon as we can, as soon as the mission is complete. that’s what we did in haiti. there are no more than a handful of american military personnel in haiti now. and haitians have their problems, but we gave them a chance to restore democracy. that’s really about all we can do. but if you have a situation like that right in our backyard with chaos about to break out and flotillas forming to come across the water, and all kinds of violence there, right in one of our neighboring countries there, then i think that we did the right thing there. and as for this idea of nation building, the phrase sounds grandiose. and, you know, we can’t be — we can’t allow ourselves to get overextended. i certainly agree with that. and that’s why i’ve supported building up our capacity. i’ve devoted in the budget i’ve proposed, as i said last week, more than twice as much as the governor has proposed. i think that it’s in better shape now than he generally does. we’ve had some disagreements about that. he said that two divisions would have to report not ready for duty, and that’s not what the joint chiefs say. but there’s no doubt that we have to continue building up readiness and military strength. and we have to also be very cautious in the way we use our military. "
75,MODERATOR,"in the non-military area of influencing events around the world, the financial and economic area, the world bank president wolfensohn said recently, governor, that u.s. contributions to overseas development assistance is lower now almost than it has ever been. is that a problem for you? do you think — what is your — what is your idea about what the united states’ obligations are? i’m talking about financial assistance and that sort of thing to other countries, the poor countries. "
76,GEORGE W. BUSH,"well, i mentioned third world debt. "
77,MODERATOR,sure. 
78,GEORGE W. BUSH,"that’s a place where we can use our generosity to influence in a positive way, influence nations. i believe we ought to have foreign aid, but i don’t think we ought to just have foreign aid for the sake of foreign aid. i think foreign aid needs to be used to encourage markets and reform. i think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way, and there’s some pretty egregious examples recently. one being russia, where we had imf loans that ended up in the pockets of a lot of powerful people and didn’t help the nation. i think the imf has got a role in the world, but i don’t want to see the imf out there as a way to say to world bankers, if you make a bad loan, we’ll bail you out. it needs to be available for emergency situations. i thought the president did the right thing with mexico and was very strongly supportive of the administration in mexico. but i don’t think the imf ought to be a stop loss for people who ought to be able to evaluate risks themselves. so i’ll look at every place where we’re investing money. i just want to make sure the return is good. "
79,MODERATOR,do you think we’re meeting our obligations properly? 
80,GORE,"no, i would make some changes. i think there need to be reforms in the imf. i’ve generally supported it, but i’ve seen them make some calls that i thought were highly questionable. and i think that there’s a general agreement in many parts of the world now that there ought to be changes in the imf. the world bank i think is generally doing a better job, but i think one of the big issues here that doesn’t get nearly enough attention is the issue of corruption. the governor mentioned it earlier. i’ve worked on this issue. it’s an enormous problem and corruption in official agencies, like militaries and police departments around the world, customs officials, that’s one of the worst forms of it. and we have got to again lead by example and help these other countries that are trying to straighten out their situations find the tools in order to do it. i just think, jim, that this is an absolutely unique period in world history. the worldâ€™s coming together, as i said, they’re looking to us. and we have a fundamental choice to make. are we going to step up to the plate as a nation the way we did after world war ii, the way that generation of heroes said okay, the united states is going to be the leader. and the world benefitted tremendously from the courage that they showed in those post-war years. i think that in the aftermath of the cold war, it’s time for us to do something very similar, to step up to the plate, to provide the leadership on the environment, leadership to make sure the world economy keeps moving in the right direction. again, that means not running big deficits here and not squandering our surplus. it means having intelligent decisions that keep our prosperity going and shepherds that economic strength so that we can provide that leadership role. "
81,GEORGE W. BUSH,"let me comment on that. i’m not so sure the role of the united states is to go around the world and say this is the way it’s got to be. we can help. and maybe it’s just our difference in government, the way we view government. i want to empower the people. i want to help people help themselves, not have government tell people what to do. i just don’t think it’s the role of the united states to walk into a country and say, â€œwe do it this way, so should you.â€ i think we can help. i know we’ve got to encourage democracy in the marketplaces. but take russia, for example. we went into russia, we said here is some imf money, and it ended up in viktor chemomyrdin’s pocket, and others, and yet we played like there was reform. the only people that are going to reform russia are russia. they’re going to have to make the decision themselves. mr. putin is going to have to make the decision as to whether or not he wants to adhere to rule of law and normal accounting practices so that if countries and/or entities invest capital, there’s a reasonable rate of return, a way to get the money out of the economy. but russia has to make the decision. we can work with them on security matters, for example, but it’s their call to make. so i’m not exactly sure where the vice president is coming from, but i think one way for us to end up being viewed as the ugly american is for us to go around the world saying, â€œwe do it this way, so should you.â€ now, we trust freedom. we know freedom is a powerful, powerful, powerful force, much bigger than the united states of america, as we saw recently in the balkans. but maybe i misunderstand where you’re coming from, mr. vice president, but i think the united states must be humble and must be proud and confident of our values, but humble in how we treat nations that are figuring out how to chart their own course. "
82,MODERATOR,"lets move on. no, let’s move on. "
83,GORE,far be it from me to suggest otherwise. (laughter) 
84,MODERATOR,"first, a couple of follow-ups from the vice presidential debate last week. vice president gore, would you support or sign, as president, a federal law banning racial profiling by police and other authorities at all levels of government? "
85,GORE,"yes, i would. the only thing an executive order can accomplish is to ban it in federal law enforcement agencies, but i would also support a law in the congress that would have the effect of doing the same thing. i just — i think that racial profiling is a serious problem. i remember when the stories first came out about the stops in new jersey by the highway patrol there. and i know it’s been going on a long time. in some ways this is just a new label for something that has been going on for years. but i have to confess that it was the first time that i really focused on it in a new way. and i was surprised at the extent of it. and i think we’ve now got so many examples around the country that we really have to find ways to end this. imagine what it — what it is like for someone to be singled out unfairly, unjustly, and feel the unfair force of law simply because of race or ethnicity. now, that runs counter to what the united states of america is all about at our core. and it’s not an easy problem to solve. but if i am entrusted with the presidency, it will be the first civil rights act of the 21st century. "
86,GEORGE W. BUSH,"yeah, i can’t imagine what it would be like to be singled out because of race and stopped and harassed. that’s just flat wrong, and that’s not what america is all about. and so we ought to do everything we can to end racial profiling. one of my concerns, though, is i don’t want to federalize the local police forces. i want to — obviously in the egregious cases we need to enforce civil rights law, but we need to make sure that internal affairs divisions at the local level do their job and be given a chance to do their job. i believe in local control of governments, and obviously if they don’t there needs to be a consequence at the federal level. but it’s very important that we not overstep our bounds and i think most people — most police officers are good, dedicated, honorable citizens who are doing their job, putting their lives at risk who aren’t bigoted or aren’t prejudiced. i don’t think they ought to be held guilty. but i do think we need to find out where racial profiling occurs and do something about it and say to the local folks, get it done. and if you can’t, there will be a federal consequence. "
87,MODERATOR,and that could be a federal law? 
88,GEORGE W. BUSH,yeah. 
89,MODERATOR,and you would agree? 
90,GORE,"i would agree. and i also agree that most police officers, of course, are doing a good job and hate this practice also. i talked to an african-american police officer in springfield, massachusetts not long ago who raised this question and said that in his opinion one of the biggest solutions is in the training. and not only the training in police procedures, but human relations. and i think that racial profiling is part of a larger issue of how we deal with race in america. and as for singling people out because of race, you know, james byrd was singled out because of his race in texas. and other americans have been singled out because of their race or ethnicity. and that’s why i think we can embody our values by passing a hate crimes law. i think these crimes are different. i think they’re different because they’re based on prejudice and hatred, which gives rise to crimes that have not just a single victim, but they’re intended to stigmatize and dehumanize a whole group of people. "
91,MODERATOR,you have a different view of that. 
92,GEORGE W. BUSH,"no, i don’t, really. "
93,MODERATOR,on hate crimes laws? 
94,GEORGE W. BUSH,"no. we’ve got one in texas. and guess what? the three men who murdered james byrd, guess what’s going to happen to them? they’re going to be put to death. a jury found them guilty. it’s going to be hard to punish them any worse after they get put to death. and it’s the right cause. it’s the right decision. secondly, there is other forms of racial profiling that goes on in america. arab-americans are racially profiled in what is called secret evidence. people are stopped, and we have to do something about that. my friend, senator spencer abraham of michigan, is pushing a law to make sure that arab-americans are treated with respect. so racial profiling isn’t just an issue at local police forces. it’s an issue throughout our society. and as we become a diverse society, we’re going to have to deal with it more and more. i believe, though — i believe, as sure as i’m sitting here, that most americans really care. they’re tolerant people. they’re good, tolerant people. it’s the very few that create most of the crises, and we just have to find them and deal with them. "
95,MODERATOR,"what — if you become president, governor, are there other areas, racial problem areas, that you would deal with as president involving discrimination? like you said, arab-americans, but also hispanics, asians, as well as blacks in this country. "
96,GEORGE W. BUSH,"let me tell you where the biggest discrimination comes. in public education when we just move children through the schools. my friend, phyllis hunter, is here. she had one of the greatest lines of all lines. she said, reading is the new civil right. she’s right. and to make sure our society is as hopeful as it possibly can be, every single child in america must be educated. i mean every child. it starts with making sure every child learns to read. k-2 diagnostic testing so we know whether or not there’s a deficiency. curriculum that works and phonics needs to be an integral part of our reading curriculum. intensive reading laboratories, teacher retraining. i mean, there needs to be a wholesale effort against racial profiling, which is illiterate children. we can do better in our public schools. we can close an achievement gap, and it starts with making sure we have strong accountability, jim. one of the cornerstones of reform, and good reform, is to measure. because when you measure you can ask the question, do they know? is anybody being profiled? is anybody being discriminated against? it becomes a tool, a corrective tool. and i believe the federal government must say that if you receive any money, any money from the federal government for disadvantaged children, for example, you must show us whether or not the children are learning. and if they are, fine. and if they’re not, there has to be a consequence. and so to make sure we end up getting rid of basic structural prejudice is education. there is nothing more prejudiced than not educating a child. "
97,MODERATOR,"vice president gore, what would be on your racial discrimination elimination list as president? "
98,GORE,"well, i think we need tough enforcement of the civil rights laws. i think we still need affirmative action. i would pass a hate crimes law, as i said, and i guess i had misunderstood the governor’s previous position. the byrd family may have a misunderstanding of it in texas also. but i would like to shift, if i could, to the big issue of education. "
99,MODERATOR,hold on one second. what is the misunderstanding? let’s clear this up. 
