,Speaker,Response
10,GIBSON,go ahead. go ahead. (crosstalk) 
11,GIBSON,"well, i was going to have you do the rebuttal on it, but you go ahead. (laughter) you’re up. "
12,GEORGE W. BUSH,"you remember the last debate? my opponent said that america must pass a global test before we used force to protect ourselves. that’s the kind of mindset that says sanctions were working. that’s the kind of mindset that said, “let’s keep it at the united nations and hope things go well.” saddam hussein was a threat because he could have given weapons of mass destruction to terrorist enemies. sanctions were not working. the united nations was not effective at removing saddam hussein. "
13,GIBSON,senator? 
14,KERRY,"the goal of the sanctions was not to remove saddam hussein, it was to remove the weapons of mass destruction. and, mr. president, just yesterday the duelfer report told you and the whole world they worked. he didn’t have weapons of mass destruction, mr. president. that was the objective. and if we’d used smart diplomacy, we could have saved $200 billion and an invasion of iraq. and right now, osama bin laden might be in jail or dead. that’s the war against terror. "
15,GIBSON,"we’re going to have another question now on the subject of iraq. and i’m going to turn to anthony baldi with a question for senator kerry. mr. baldi? baldi: senator kerry, the u.s. is preparing a new iraq government and will proceed to withdraw u.s. troops. would you proceed with the same plans as president bush? "
16,KERRY,"anthony, i would not. i have laid out a different plan, because the president’s plan is not working. you see that every night on television. there’s chaos in iraq. king abdullah of jordan said just yesterday or the day before you can’t hold elections in iraq with the chaos that’s going on today. senator richard lugar, the republican chairman of the foreign relations committee, said that the handling of the reconstruction aid in iraq by this administration has been incompetent. those are the republican chairman’s words. senator hagel of nebraska said that the handling of iraq is beyond pitiful, beyond embarrassing; it’s in the zone of dangerous. those are the words of two republicans, respected, both on the foreign relations committee. now, i have to tell you, i would do something different. i would reach out to our allies in a way that this president hasn’t. he pushed them away time and again, pushed them away at the u.n., pushed them away individually. two weeks ago, there was a meeting of the north atlantic council, which is the political arm of nato. they discussed the possibility of a small training unit or having a total takeover of the training in iraq. did our administration push for the total training of iraq? no. were they silent? yes. was there an effort to bring all the allies together around that? no, because they’ve always wanted this to be an american effort. you know, they even had the defense department issue a memorandum saying, “don’t bother applying for assistance or for being part of the reconstruction if you weren’t part of our original coalition.” now, that’s not a good way to build support and reduce the risk for our troops and make america safer. i’m going to get the training done for our troops. i’m going to get the training of iraqis done faster. and i’m going to get our allies back to the table. "
17,GEORGE W. BUSH,"two days ago in the oval office, i met with the finance minister from iraq. he came to see me. and he talked about how optimistic he was and the country was about heading toward elections. think about it: they’re going from tyranny to elections. he talked about the reconstruction efforts that are beginning to take hold. he talked about the fact that iraqis love to be free. he said he was optimistic when he came here, then he turned on the tv and listened to the political rhetoric and all of a sudden he was pessimistic. now, this is guy a who, along with others, has taken great risk for great freedom. and we need to stand with him. my opponent says he has a plan; it sounds familiar, because it’s called the bush plan. we’re going to train troops, and we are. we’ll have 125,000 trained by the end of december. we’re spending about $7 billion. he talks about a grand idea: let’s have a summit; we’re going to solve the problem in iraq by holding a summit. and what is he going to say to those people that show up at the summit? join me in the wrong war at the wrong time at the wrong place. risk your troops in a war you’ve called a mistake. nobody is going to follow somebody who doesn’t believe we can succeed and with somebody who says that war where we are is a mistake. i know how these people think. i meet with them all the time. i talk to tony blair all the time. i talk to silvio berlusconi. they’re not going to follow an american president who says follow me into a mistake. our plan is working. we’re going to make elections. and iraq is going to be free, and america will be better off for it. "
18,GIBSON,"do you want to follow up, senator? "
19,KERRY,"yes, sir, please. ladies and gentlemen, the right war was osama bin laden and afghanistan. that was the right place. and the right time was tora bora, when we had him cornered in the mountains. now, everyone in the world knows that there were no weapons of mass destruction. that was the reason congress gave him the authority to use force, not after excuse to get rid of the regime. now we have to succeed. i’ve always said that. i have been consistent. yes, we have to succeed, and i have a better plan to help us do it. "
20,GEORGE W. BUSH,"first of all, we didn’t find out he didn’t have weapons until we got there, and my opponent thought he had weapons and told everybody he thought he had weapons. and secondly, it’s a fundamental misunderstanding to say that the war on terror is only osama bin laden. the war on terror is to make sure that these terrorist organizations do not end up with weapons of mass destruction. that’s what the war on terror is about. of course, we’re going to find osama bin laden. we’ve already 75 percent of his people. and we’re on the hunt for him. but this is a global conflict that requires firm resolve. "
21,GIBSON,"the next question is for president bush, and it comes from nikki washington. washington: thank you. mr. president, my mother and sister traveled abroad this summer, and when they got back they talked to us about how shocked they were at the intensity of aggravation that other countries had with how we handled the iraq situation. diplomacy is obviously something that we really have to really work on. what is your plan to repair relations with other countries given the current situation? "
22,GEORGE W. BUSH,"no, i appreciate that. i — listen, i — we’ve got a great country. i love our values. and i recognize i’ve made some decisions that have caused people to not understand the great values of our country. i remember when ronald reagan was the president; he stood on principle. somebody called that stubborn. he stood on principle standing up to the soviet union, and we won that conflict. yet at the same time, he was very — we were very unpopular in europe because of the decisions he made. i recognize that taking saddam hussein out was unpopular. but i made the decision because i thought it was in the right interests of our security. you know, i’ve made some decisions on israel that’s unpopular. i wouldn’t deal with arafat, because i felt like he had let the former president down, and i don’t think he’s the kind of person that can lead toward a palestinian state. and people in europe didn’t like that decision. and that was unpopular, but it was the right thing to do. i believe palestinians ought to have a state, but i know they need leadership that’s committed to a democracy and freedom, leadership that would be willing to reject terrorism. i made a decision not to join the international criminal court in the hague, which is where our troops could be brought to — brought in front of a judge, an unaccounted judge. i don’t think we ought to join that. that was unpopular. and so, what i’m telling you is, is that sometimes in this world you make unpopular decisions because you think they’re right. we’ll continue to reach out. listen, there is 30 nations involved in iraq, some 40 nations involved in afghanistan. people love america. sometimes they don’t like the decisions made by america, but i don’t think you want a president who tries to become popular and does the wrong thing. you don’t want to join the international criminal court just because it’s popular in certain capitals in europe. "
23,GIBSON,"senator kerry, a minute and a half. "
24,KERRY,"nikki, that’s a question that’s been raised by a lot of people around the country. let me address it but also talk about the weapons the president just talked about, because every part of the president’s answer just now promises you more of the same over the next four years. the president stood right here in this hall four years ago, and he was asked a question by somebody just like you, “under what circumstances would you send people to war?” and his answer was, “with a viable exit strategy and only with enough forces to get the job done.” he didn’t do that. he broke that promise. we didn’t have enough forces. general shinseki, the army chief of staff, told him he was going to need several hundred thousand. and guess what? they retired general shinseki for telling him that. this president hasn’t listened. i went to meet with the members of the security council in the week before we voted. i went to new york. i talked to all of them to find out how serious they were about really holding saddam hussein accountable. i came away convinced that, if we worked at it, if we were ready to work and letting hans blix do his job and thoroughly go through the inspections, that if push came to shove, they’d be there with us. but the president just arbitrarily brought the hammer down and said, “nope. sorry, time for diplomacy is over. we’re going.” he rushed to war without a plan to win the peace. ladies and gentleman, he gave you a speech and told you he’d plan carefully, take every precaution, take our allies with us. he didn’t. he broke his word. "
25,GIBSON,mr. president? 
26,GEORGE W. BUSH,"i remember sitting in the white house looking at those generals, saying, “do you have what you need in this war? do you have what it takes?” i remember going down to the basement of the white house the day we committed our troops as last resort, looking at tommy franks and the generals on the ground, asking them, “do we have the right plan with the right troop level?” and they looked me in the eye and said, “yes, sir, mr. president.” of course, i listen to our generals. that’s what a president does. a president sets the strategy and relies upon good military people to execute that strategy. "
27,GIBSON,senator? 
28,KERRY,"you rely on good military people to execute the military component of the strategy, but winning the peace is larger than just the military component. general shinseki had the wisdom to say, “you’re going to need several hundred thousand troops to win the peace.” the military’s job is to win the war. a president’s job is to win the peace. the president did not do what was necessary. didn’t bring in enough nation. didn’t deliver the help. didn’t close off the borders. didn’t even guard the ammo dumps. and now our kids are being killed with ammos right out of that dump. "
29,GIBSON,"the next question is for senator kerry, and it comes from over here, from randee jacobs. you’ll need a microphone. "
30,KERRY,"is it randee? jacobs: yes, randee. iran sponsors terrorism and has missiles capable of hitting israel and southern europe. iran will have nuclear weapons in two to three years time. in the event that u.n. sanctions don’t stop this threat, what will you do as president? "
31,KERRY,"i don’t think you can just rely on u.n. sanctions, randee. but you’re absolutely correct, it is a threat, it’s a huge threat. and what’s interesting is, it’s a threat that has grown while the president has been preoccupied with iraq, where there wasn’t a threat. if he’d let the inspectors do their job and go on, we wouldn’t have 10 times the numbers of forces in iraq that we have in afghanistan chasing osama bin laden. meanwhile, while iran is moving toward nuclear weapons, some 37 tons of what they called yellow cake, the stuff they use to make enriched uranium, while they’re doing that, north korea has moved from one bomb maybe, maybe, to four to seven bombs. for two years, the president didn’t even engage with north korea, did nothing at all, while it was growing more dangerous, despite the warnings of former secretary of defense william perry, who negotiated getting television cameras and inspectors into that reactor. we were safer before president bush came to office. now they have the bombs and we’re less safe. so what do we do? we’ve got to join with the british and the french, with the germans, who’ve been involved, in their initiative. we’ve got to lead the world now to crack down on proliferation as a whole. but the president’s been slow to do that, even in russia. at his pace, it’s going to take 13 years to reduce and get ahold of all the loose nuclear material in the former soviet union. i’ve proposed a plan that can capture it and contain it and clean it within four years. and the president is moving to the creation of our own bunker- busting nuclear weapon. it’s very hard to get other countries to give up their weapons when you’re busy developing a new one. i’m going to lead the world in the greatest counterproliferation effort. and if we have to get tough with iran, believe me, we will get tough. "
32,GIBSON,"mr. president, a minute and a half. "
33,GEORGE W. BUSH,"that answer almost made me want to scowl. he keeps talking about, “let the inspectors do their job.” it’s naive and dangerous to say that. that’s what the duelfer report showed. he was deceiving the inspectors. secondly, of course we’ve been involved with iran. i fully understand the threat. and that’s why we’re doing what he suggested we do: get the brits, the germans and the french to go make it very clear to the iranians that if they expect to be a party to the world to give up their nuclear ambitions. we’ve been doing that. let me talk about north korea. it is naive and dangerous to take a policy that he suggested the other day, which is to have bilateral relations with north korea. remember, he’s the person who’s accusing me of not acting multilaterally. he now wants to take the six-party talks we have — china, north korea, south korea, russia, japan and the united states — and undermine them by having bilateral talks. that’s what president clinton did. he had bilateral talks with the north koreans. and guess what happened? he didn’t honor the agreement. he was enriching uranium. that is a bad policy. of course, we’re paying attention to these. it’s a great question about iran. that’s why in my speech to the congress i said: there’s an “axis of evil,” iraq, iran and north korea, and we’re paying attention to it. and we’re making progress. "
34,GIBSON,"we’re going to move on, mr. president, with a question for you. and it comes from daniel farley. mr. farley? farley: mr. president, since we continue to police the world, how do you intend to maintain our military presence without reinstituting a draft? "
35,GEORGE W. BUSH,"yes, that’s a great question. thanks. i hear there’s rumors on the internets (sic) that we’re going to have a draft. we’re not going to have a draft, period. the all- volunteer army works. it works particularly when we pay our troops well. it works when we make sure they’ve got housing, like we have done in the last military budgets. an all-volunteer army is best suited to fight the new wars of the 21st century, which is to be specialized and to find these people as they hide around the world. we don’t need mass armies anymore. one of the things we’ve done is we’ve taken the — we’re beginning to transform our military. and by that i mean we’re moving troops out of korea and replacing them with more effective weapons. we don’t need as much manpower on the korean peninsula to keep a deterrent. in europe, we have massed troops as if the soviet union existed and was going to invade into europe, but those days are over with. and so we’re moving troops out of europe and replacing it with more effective equipment. so to answer your question is, we’re withdrawing, not from the world, we’re withdrawing manpower so they can be stationed here in america, so there’s less rotation, so life is easier on their families and therefore more likely to be — we’ll be more likely to be able to keep people in the all-volunteer army. one of the more important things we’re doing in this administration is transformation. there are some really interesting technologies. for instance, we’re flying unmanned vehicles that can send real- time messages back to stations in the united states. that saves manpower, and it saves equipment. it also means that we can target things easier and move more quickly, which means we need to be lighter and quicker and more facile and highly trained. now, forget all this talk about a draft. we’re not going to have a draft so long as i am the president. "
36,GIBSON,"senator kerry, a minute and a half. "
37,KERRY,"daniel, i don’t support a draft. but let me tell you where the president’s policies have put us. the president — and this is one of the reasons why i am very proud in this race to have the support of general john shalikashvili, former chairman of the joint chiefs of staff; admiral william crowe, former chairman of the joint chiefs of staff; general tony mcpeak, who ran the air war for the president’s father and did a brilliant job, supporting me; general wes clark, who won the war in kosovo, supporting me; because they all — and general baca, who was the head of the national guard, supporting me. why? because they understand that our military is overextended under the president. our guard and reserves have been turned into almost active duty. you’ve got people doing two and three rotations. you’ve got stop-loss policies, so people can’t get out when they were supposed to. you’ve got a back-door draft right now. and a lot of our military are underpaid. these are families that get hurt. it hurts the middle class. it hurts communities, because these are our first responders. and they’re called up. and they’re over there, not over here. now, i’m going to add 40,000 active duty forces to the military, and i’m going to make people feel good about being safe in our military, and not overextended, because i’m going to run a foreign policy that actually does what president reagan did, president eisenhower did, and others. we’re going to build alliances. we’re not going to go unilaterally. we’re not going to go alone like this president did. "
38,GIBSON,"mr. president, let’s extend for a minute… "
39,GEORGE W. BUSH,let me just — i’ve got to answer this. 
40,GIBSON,exactly. and with reservists being held on duty… (crosstalk) 
41,GEORGE W. BUSH,"let me answer what he just said, about around the world. "
42,GIBSON,"well, i want to get into the issue of the back-door draft… "
43,GEORGE W. BUSH,"you tell tony blair we’re going alone. tell tony blair we’re going alone. tell silvio berlusconi we’re going alone. tell aleksander kwasniewski of poland we’re going alone. there are 30 countries there. it denigrates an alliance to say we’re going alone, to discount their sacrifices. you cannot lead an alliance if you say, you know, you’re going alone. and people listen. they’re sacrificing with us. "
44,GIBSON,senator? 
45,KERRY,"mr. president, countries are leaving the coalition, not joining. eight countries have left it. if missouri, just given the number of people from missouri who are in the military over there today, were a country, it would be the third largest country in the coalition, behind great britain and the united states. that’s not a grand coalition. ninety percent of the casualties are american. ninety percent of the costs are coming out of your pockets. i could do a better job. my plan does a better job. and that’s why i’ll be a better commander in chief. "
46,GIBSON,"the next question, senator kerry, is for you, and it comes from ann bronsing, who i believe is over in this area. bronsing: senator kerry, we have been fortunate that there have been no further terrorist attacks on american soil since 9/11. why do you think this is? and if elected, what will you do to assure our safety? "
47,KERRY,"thank you very much, ann. i’ve asked in my security briefings why that is, and i can’t go into all the answers, et cetera, but let me say this to you. this president and his administration have told you and all of us it’s not a question of when, it’s a question of — excuse me — not a question of if, it’s a question of when. we’ve been told that. the when i can’t tell you. between the world trade center bombing in, what was it, 1993 or so, and the next time was five years, seven years. these people wait. they’ll plan. they plot. i agree with the president that we have to go after them and get them wherever they are. i just think i can do that far more effectively, because the most important weapon in doing that is intelligence. you’ve got to have the best intelligence in the world. and in order to have the best intelligence in the world to know who the terrorists are and where they are and what they’re plotting, you’ve got to have the best cooperation you’ve ever had in the world. now, to go back to your question, nikki, we’re not getting the best cooperation in the world today. we’ve got a whole bunch of countries that pay a price for dealing with the united states of america now. i’m going to change that. and i’m going to put in place a better homeland security effort. look, 95 percent of our containers coming into this country are not inspected today. when you get on an airplane, your bag is x- rayed, but the cargo hold isn’t x-rayed. do you feel safer? this president in the last debate said, “well, that would be a big tax gap if we did that.” ladies and gentlemen, it’s his tax plan. he chose a tax cut for the wealthiest americans over getting that equipment out into the homeland as fast as possible. we have bridges and tunnels that aren’t being secured, chemical plants, nuclear plants that aren’t secured, hospitals that are overcrowded with their emergency rooms. if we had a disaster today, could they handle it? this president chose a tax cut over homeland security. wrong choice. "
48,GIBSON,mr. president? 
49,GEORGE W. BUSH,"that’s an odd thing to say, since we’ve tripled the homeland security budget from $10 billion to $30 billion. listen, we’ll do everything we can to protect the homeland. my opponent’s right, we need good intelligence. it’s also a curious thing for him to say since right after 1993 he voted to cut the intelligence budget by $7.5 billion. the best way to defend america in this world we live in is to stay on the offense. we got to be right 100 percent of the time here at home, and they got to be right once. and that’s the reality. and there’s a lot of good people working hard. we’re doing the best we possibly can to share information. that’s why the patriot act was important. the patriot act is vital, by the way. it’s a tool that law enforcement now uses to be able to talk between each other. my opponent says he hadn’t changed his position on it. no, but he’s for weakening it. i don’t think my opponent has got the right view about the world to make us safe; i really don’t. first of all, i don’t think he can succeed in iraq. and if iraq were to fail, it’d be a haven for terrorists, and there would be money and the world would be much more dangerous. i don’t see how you can win in iraq if you don’t believe we should be there in the first place. i don’t see how you can lead troops if you say it’s the wrong war at the wrong place at the wrong time. i don’t see how the iraqis are going to have confidence in the american president if all they hear is that it was a mistake to be there in the first place. this war is a long, long war, and it requires steadfast determination and it requires a complete understanding that we not only chase down al qaida but we disrupt terrorist safe havens as well as people who could provide the terrorists with support. "
50,GIBSON,"i want to extend for a minute, senator. and i’m curious about something you said. you said, “it’s not when, but if.” you think it’s inevitable because the sense of security is a very basic thing with everybody in this country worried about their kids. "
51,KERRY,"well, the president and his experts have told america that it’s not a question of if; it’s a question of when. and i accept what the president has said. these terrorists are serious, they’re deadly, and they know nothing except trying to kill. i understand that. that’s why i will never stop at anything to hunt down and kill the terrorists. but you heard the president just say to you that we’ve added money. folks, the test is not if you’ve added money; the test is that you’ve done everything possible to make america secure. he chose a tax cut for wealthy americans over the things that i listed to you. "
52,GIBSON,mr. president? 
53,GEORGE W. BUSH,"well, we’ll talk about the tax cut for middle class here in a minute. but yes, i’m worried. i’m worried. i’m worried about our country. and all i can tell you is every day i know that there’s people working overtime, doing the very best they can. and the reason i’m worried is because there’s a vicious enemy that has an ideology of hate. and the way to defeat them long-term, by the way, is to spread freedom. liberty can change habits. and that’s what’s happening in afghanistan and iraq. "
54,GIBSON,"mr. president, we’re going to turn to questions now on domestic policy. and we’re going to start with health issues. and the first question is for president bush and it’s from john horstman. horstman: mr. president, why did you block the reimportation of safer and inexpensive drugs from canada which would have cut 40 to 60 percent off of the cost? "
55,GEORGE W. BUSH,"i haven’t yet. just want to make sure they’re safe. when a drug comes in from canada, i want to make sure it cures you and doesn’t kill you. and that’s why the fda and that’s why the surgeon general are looking very carefully to make sure it can be done in a safe way. i’ve got an obligation to make sure our government does everything we can to protect you. and what my worry is is that, you know, it looks like it’s from canada, and it might be from a third world. and we’ve just got to make sure, before somebody thinks they’re buying a product, that it works. and that’s why we’re doing what we’re doing. now, it may very well be here in december you’ll hear me say, i think there’s a safe way to do it. there are other ways to make sure drugs are cheaper. one is to speed up generic drugs to the marketplace, quicker. pharmaceuticals were using loopholes to keep brand — brand drugs in place, and generics are much less expensive than brand drugs. and we’re doing just that. another is to pass — to get our seniors to sign up to these drug discount cards, and they’re working. wanda blackmore i met here from missouri, the first time she bought drugs with her drug discount card, she paid $1.14, i think it was, for about $10 worth of drugs. these cards make sense. and, you know, in 2006 seniors are going to get prescription drug coverage for the first time in medicare. because i went to washington to fix problems. medicare — the issue of medicare used to be called “mediscare.” people didn’t want to touch it for fear of getting hurt politically. i wanted to get something done. i think our seniors deserve a modern medical system. and in 2006, our seniors will get prescription drug coverage. thank you for asking. "
56,GIBSON,"senator, a minute and a half. "
57,KERRY,"john, you heard the president just say that he thought he might try to be for it. four years ago, right here in this forum, he was asked the same question: can’t people be able to import drugs from canada? you know what he said? “i think that makes sense. i think that’s a good idea” — four years ago. now, the president said, “i’m not blocking that.” ladies and gentlemen, the president just didn’t level with you right now again. he did block it, because we passed it in the united states senate. we sent it over to the house, that you could import drugs. we took care of the safety issues. we’re not talking about third-world drugs. we’re talking about drugs made right here in the united states of america that have american brand names on them and american bottles. and we’re asking to be able to allow you to get them. the president blocked it. the president also took medicare, which belongs to you. and he could have lowered the cost of medicare and lowered your taxes and lowered the costs to seniors. you know what he did? he made it illegal, illegal for medicare to do what the v.a. does, which is bulk purchase drugs so that you can lower the price and get them out to you lower. he put $139 billion of windfall profit into the pockets of the drug companies right out of your pockets. that’s the difference between us. the president sides with the power companies, the oil companies, the drug companies. and i’m fighting to let you get those drugs from canada, and i’m fighting to let medicare survive. i’m fighting for the middle class. that is the difference. "
58,GEORGE W. BUSH,"if they’re safe, they’re coming. i want to remind you that it wasn’t just my administration that made the decision on safety. president clinton did the same thing, because we have an obligation to protect you. now, he talks about medicare. he’s been in the united states senate 20 years. show me one accomplishment toward medicare that he accomplished. i’ve been in washington, d.c., three and a half years and led the congress to reform medicare so our seniors have got a modern health care system. that’s what leadership is all about. "
59,KERRY,"actually, mr. president, in 1997 we fixed medicare, and i was one of the people involved in it. we not only fixed medicare and took it way out into the future, we did something that you don’t know how to do: we balanced the budget. and we paid down the debt of our nation for two years in a row, and we created 23 million new jobs at the same time. and it’s the president’s fiscal policies that have driven up the biggest deficits in american history. he’s added more debt to the debt of the united states in four years than all the way from george washington to ronald reagan put together. go figure. "
60,GIBSON,"the next question is for senator kerry. and this comes from norma-jean laurent. laurent: senator kerry, you’ve stated your concern for the rising cost of health care, yet you chose a vice presidential candidate who has made millions of dollars successfully suing medical professionals. how do you reconcile this with the voters? "
61,KERRY,"very easily. john edwards is the author of the patients’ bill of rights. he wanted to give people rights. john edwards and i support tort reform. we both believe that, as lawyers — i’m a lawyer, too. and i believe that we will be able to get a fix that has alluded everybody else because we know how to do it. it’s in my health-care proposal. go to johnkerry.com. you can pull it off of the internet. and you’ll find a tort reform plan. now, ladies and gentlemen, important to understand, the president and his friends try to make a big deal out of it. is it a problem? yes, it’s a problem. do we need to fix it, particularly for ogbyns (sic) and for brain surgeons and others? yes. but it’s less than 1 percent of the total cost of health care. your premiums are going up. you’ve gone up, in missouri, about $3,500. you’ve gone up 64 percent. you’ve seen co-pays go up, deductibles go up. everything’s gone up. five million people have lost their health insurance under this president. he’s done nothing about it. i have a plan. i have a plan to lower the cost of health care for you. i have a plan to cover all children. i have a plan to let you buy into the same health care senators and congressmen give themselves. i have a plan that’s going to allow people 55 to 64 to buy into medicare early. and i have a plan that will take the catastrophic cases out of the system, off your backs, pay for it out of a federal fund, which lowers the premiums for everybody in america, makes american business more competitive and makes health care more affordable. now, all of that can happen, but i have to ask you to do one thing: join me in rolling back the president’s unaffordable tax cut for people earning more than $200,000 a year. that’s all. ninety-eight percent of america, i’m giving you a tax cut and i’m giving you health care. "
62,GIBSON,"mr. president, a minute and a half. "
