,Speaker,Response
32,MR. REAGAN,"i have been talking to a number of congressmen who have much the same idea that i have, and that is that in the inner city areas, that in cooperation with the local government and the national government, and using tax incentives and with cooperating with the private sector, that we have development zones. let the local entity, the city, declare this particular area, based on the standards of the percentage of people on welfare, unemployed, and so forth, in that area. and then, through tax incentives, induce the creation of businesses providing jobs and so forth in those areas. the elements of government through these tax incentives for example, a business that would not have, for a period of time, an increase in the property tax reflecting its development of the unused property that it was making wouldn’t be any loss to the city because the city isn’t getting any tax from that now. and there would simply be a delay, and on the other hand, many of the people who would then be given jobs are presently wards of the government and it wouldn’t hurt to give them a tax incentive, because they… that wouldn’t be costing government anything either. i think there are things to do in this regard. i stood in the south bronx on the exact spot that president carter stood on in 1977. you have to see it to believe it. it looks like a bombed-out city – great, gaunt skeletons of buildings. windows smashed out, painted on one of them “unkept promises;” on another, “despair.” and this was the spot at which president carter had promised that he was going to bring in a vast program to rebuild this department. there are whole or this area there are whole blocks of land that are left bare, just bulldozed down flat. and nothing has been done, and they are now charging to take tourists there to see this terrible desolation. i talked to a man just briefly there who asked me one simple question: “do i have reason to hope that i can someday take care of my family again? nothing has been done.” "
33,MR. SMITH,follow-up. mr. hilliard: 
34,MR. HILLIARD,"yes. governor reagan. blacks and other non-whites are increasing. in numbers in our cities. many of them feel that they are facing a hostility from whites that prevents them from joining the economic mainstream of our society. there is racial confrontation in the schools, on jobs, and in housing, as non-whites seek to reap the benefits of a free society. what do you think is the nation’s future as a multi-racial society? "
35,MR. REAGAN,"i believe in it. i am eternally optimistic, and i happen to believe that we’ve made great progress from the days when i was young and when this country didn’t even know it had a racial problem. i know those things can grow out of despair in an inner city, when there’s hopelessness at home, lack of work, and so forth. but i believe that all of us together, and i believe the presidency is what teddy roosevelt said it was. it’s a bully pulpit. and i think that something can be done from there, because a goal for all of us should be that one day, things will be done neither because of nor in spite of any of the differences between us – ethnic differences or racial differences, whatever they may be – that we will have total equal opportunity for all people. and i would do everything i could in my power to bring that about. "
36,MR. SMITH,"mr. hilliard, would you repeat your question for president carter? "
37,MR. HILLIARD,"president carter. the decline of our cities has been hastened by the continual rise in crime, strained race relations, the fall in the quality of public education, persistence of abnormal poverty in a rich nation, and a decline in services to the public. the signs seem to point toward deterioration that could lead to the establishment of a permanent underclass in the cities. what, specifically, would you do in the next four years to reverse this trend. "
38,MR. CARTER,"thank you, mr. hilliard. when i was campaigning in 1976, everywhere i went, the mayors and local officials were in despair about the rapidly deteriorating central cities of our nation. we initiated a very fine urban renewal program, working with the mayors, the governors, and other interested officials. this has been a very successful effort. that’s one of the main reasons that we’ve had such an increase in the number of people employed. of the nine million people put to work in new jobs since i’ve been in office, 1.3 million of those has been among black americans, and another million among those who speak spanish. we now are planning to continue the revitalization program with increased commitments of rapid transit, mass transit. under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country. we also are pursuing housing programs. we’ve had a 73% increase in the allotment of federal funds for improved education. these are the kinds of efforts worked on a joint basis with community leaders, particularly in the minority areas of the central cities that have been deteriorating so rapidly in the past. it’s very important to us that this be done with the full involvement of minority citizens. i have brought into the top level, top levels of government, into the white house, into administrative offices of the executive branch, into the judicial system, highly qualified black and spanish citizens and women who in the past had been excluded. i noticed that governor reagan said that when he was a young man that there was no knowledge of a racial problem in this country. those who suffered from discrimination because of race or sex certainly knew we had a racial problem. we have gone a long way toward correcting these problems, but we still have a long way to go. "
39,MR. SMITH,follow-up question? 
40,MR. HILLIARD,"yes. president carter, i would like to repeat the same follow-up to you. blacks and other non-whites are increasing in numbers in our cities. many of them feel that they are facing a hostility from whites that prevents them from joining the economic mainstream of our society. there is racial confrontation in the schools, on jobs, and in housing, as non-whites seek to reap the benefits of a free society. what is your assessment of the nation’s future as a multi-racial society? "
41,MR. CARTER,"ours is a nation of refugees, a nation of immigrants. almost all of our citizens came here from other lands and now have hopes, which are being realized, for a better life, preserving their ethnic commitments, their family structures, their religious beliefs, preserving their relationships with their relatives in foreign countries, but still holding themselves together in a very coherent society, which gives our nation its strength. in the past, those minority groups have often been excluded from participation in the affairs of government. since i’ve been president, i’ve appointed, for instance, more than twice as many black federal judges as all previous presidents in the history of this country. i’ve done the same thing in the appointment of women, and also spanish-speaking americans. to involve them in the administration of government and the feeling that they belong to the societal structure that makes decisions in the judiciary and in the executive branch is a very important commitment which i am trying to realize and will continue to do so in the future. "
42,MR. SMITH,"governor reagan, you have a minute for rebuttal. "
43,MR. REAGAN,"yes. the president talks of government programs, and they have their place. but as governor, when i was at that end of the line and receiving some of these grants for government programs, i saw that so many of them were dead-end. they were public employment that these people who really want to get out into the private job market where there are jobs with a future. now, the president spoke a moment ago about that i was against the minimum wage. i wish he could have been with me when i sat with a group of teenagers who were black, and who were telling me about their unemployment problems, and that it was the minimum wage that had done away with the jobs that they once could get. and indeed, every time it has increased you will find there is an increase in minority unemployment among young people. and therefore, i have been in favor of a separate minimum for them. with regard to the great progress that has been made with this government spending, the rate of black unemployment in detroit, michigan, is 56%. "
44,MR. SMITH,"president carter, you have the last word on this question. "
45,MR. CARTER,"it’s obvious that we still have a long way to go in fully incorporating the minority groups into the mainstream of american life. we have made good progress, and there is no doubt in my mind that the commitment to unemployment compensation, the minimum wage, welfare, national health insurance, those kinds of commitments that have typified the democratic party since ancient history in this country’s political life are a very important element of the future. in all those elements, governor reagan has repeatedly spoken out against them, which, to me, shows a very great insensitivity to giving deprived families a better chance in life. this, to me, is a very important difference between him and me in this election, and i believe the american people will judge accordingly. there is no doubt in my mind that in the downtown central cities, with the, with the new commitment on an energy policy, with a chance to revitalize homes and to make them more fuel efficient, with a chance for our synthetic fuels program, solar power, this will give us an additional opportunity for jobs which will pay rich dividends. "
46,MR. SMITH,"now, a question from barbara walters. barbara walters: mr. president, the eyes of the country tonight are on the hostages in iran. i realize this is a sensitive area, but the question of how we respond to acts of terrorism goes beyond this current crisis. other countries have policies that determine how they will respond. israel, for example, considers hostages like soldiers and will not negotiate with terrorists. for the future, mr. president, the country has a right to know, do you have a policy for dealing with terrorism wherever it might happen, and, what have we learned from this experience in iran that might cause us to do things differently if this, or something similar, happens again? "
47,MR. CARTER,"barbara, one of the blights on this world is the threat and the activities of terrorists. at one of the recent economic summit conferences between myself and the other leaders of the western world, we committed ourselves to take strong action against terrorism. airplane hijacking was one of the elements of that commitment. there is no doubt that we have seen in recent years – in recent months – additional acts of violence against jews in france and, of course, against those who live in israel, by the plo and other terrorist organizations. ultimately, the most serious terrorist threat is if one of those radical nations, who believe in terrorism as a policy, should have atomic weapons. both i and all my predecessors have had a deep commitment to controlling the proliferation of nuclear weapons. in countries like libya or iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries. when governor reagan has been asked about that, he makes the very disturbing comment that non-proliferation, or the control of the spread of nuclear weapons, is none of our business. and recently when he was asked specifically about iraq, he said there is nothing we can do about it. this ultimate terrorist threat is the most fearsome of all, and it’s part of a pattern where our country must stand firm to control terrorism of all kinds. "
48,MR. SMITH,"ms. walters, a follow up? "
49,MS. WALTERS,"while we are discussing policy, had iran not taken american hostages. i assume that, in order to preserve our neutrality, we would have stopped the flow of spare parts and vital war materials once war broke out between iraq and iran. now we’re offering to lift the ban on such goods if they let our people come home. doesn’t this reward terrorism, compromise our neutrality, and possibly antagonize nations now friendly to us in the middle east? "
50,MR. CARTER,"we will maintain our position of neutrality in the iran and iraq war. we have no plans to sell additional materiel or goods to iran, that might be of a warlike nature. when i made my decision to stop all trade with iran as a result of the taking of our hostages, i announced then, and have consistently maintained since then, that if the hostages are released safely, we would make delivery on those items which iran owns – which they have bought and paid for – also, that the frozen iranian assets would be released. that’s been a consistent policy, one i intend to carry out. "
51,MR. SMITH,"would you repeat the question now for governor reagan, please, ms. walters? "
52,MS. WALTERS,"yes. governor, the eyes of the country tonight remain on the hostages in iran, but the question of how we respond to acts of terrorism goes beyond this current crisis. there are other countries that have policies that determine how they will respond. israel, for example, considers hostages like soldiers and will not negotiate with terrorists. for the future, the country has the right to know, do you have a policy for dealing with terrorism wherever it might happen, and what have we learned from this experience in iran that might cause us to do things differently if this, or something similar, should happen again? "
53,MR. REAGAN,"barbara, you’ve asked that question twice. i think you ought to have at least one answer to it. i have been accused lately of having a secret plan with regard to the hostages. now, this comes from an answer that i’ve made at least 50 times during this campaign to the press, when i am asked have you any ideas of what you would do if you were there? and i said, well, yes. and i think that anyone that’s seeking this position, as well as other people, probably, have thought to themselves, what about this, what about that? these are just ideas of what i would think of if i were in that position and had access to the information, and which i would know all the options that were open to me. i have never answered the question, however; second, the one that says, well, tell me, what are some of those ideas? first of all, i would be fearful that i might say something that was presently under way or in negotiations, and thus expose it and endanger the hostages, and sometimes, i think some of my ideas might require quiet diplomacy where you don’t say in advance, or say to anyone, what it is you’re thinking of doing. your question is difficult to answer, because, in the situation right now, no one wants to say anything that would inadvertently delay, in any way, the return of those hostages if there if there is a chance that they’re coming home soon, or that might cause them harm. what i do think should be done, once they are safely here with their families, and that tragedy is over – we’ve endured this humiliation for just lacking one week of a year now – then, i think, it is time for us to have a complete investigation as to the diplomatic efforts that were made in the beginning, why they have been there so long, and when they came home, what did we have to do in order to bring that about – what arrangements were made? and i would suggest that congress should hold such an investigation. in the meantime, i’m going to continue praying that they’ll carne home. "
54,MR. SMITH,follow up question. 
55,MS. WALTERS,"i would like to say that neither candidate answered specifically the question of a specific policy for dealing with terrorism, but i will ask governor reagan a different follow-up question. you have suggested that there would be no iranian crisis had you been president, because we would have given firmer support to the shah. but iran is a country of 37 million people who are resisting a government that they regarded as dictatorial. my question is not whether the shah’s regime was preferable to the ayatollah’s, but whether the united states has the power or the right to try to determine what form of government any country will have, and do we back unpopular regimes whose major merit is that they are friendly to the united states? "
56,MR. REAGAN,"the degree of unpopularity of a regime when the choice is total authoritarianism totalitarianism, i should say, in the alternative government, makes one wonder whether you are being helpful to the people. and we’ve been guilty of that. because someone didn’t meet exactly our standards of human rights, even though they were an ally of ours, instead of trying patiently to persuade them to change their ways, we have, in a number of instances, aided a revolutionary overthrow which results in complete totalitarianism, instead, for those people. i think that this is a kind of a hypocritical policy when, at the same time, we’re maintaining a detente with the one nation in the world where there are no human rights at all – the soviet union. now, there was a second phase in the iranian affair in which we had something to do with that. and that was, we had adequate warning that there was a threat to our embassy, and we could have done what other embassies did – either strengthen our security there, or remove our personnel before the kidnap and the takeover took place. "
57,MR. SMITH,"governor, i’m sorry, i must interrupt. president carter, you have a minute for rebuttal. "
58,MR. CARTER,"i didn’t hear any comment from governor reagan about what he would do to stop or reduce terrorism in the future. what the western allies did decide to do is to stop all air flights – commercial air flights – to any nation involved in terrorism or the hijacking of air planes, or the harboring of hijackers. secondly, we all committed ourselves, as have all my predecessors in the oval office not to permit the spread of nuclear weapons to a terrorist nation, or to any other nation that does not presently have those weapons or capabilities for explosives. third, not to make any sales of materiel or weapons to a nation which is involved in terrorist activities. and, lastly, not to deal with the plo until and unless the plo recognizes israel’s right to exist and recognizes un resolution 242 as a basis for middle east peace. these are a few of the things to which our nation is committed, and we will continue with these commitments. "
59,MR. SMITH,"governor reagan, you have the last word on that question. "
60,MR. REAGAN,"yes. i have no quarrel whatsoever with the things that have been done, because i believe it is high time that the civilized countries of the world made it plain that there is no room worldwide for terrorism; there will be no negotiation with terrorists of any kind. and while i have a last word here, i would like to correct a misstatement of fact by the president. i have never made the statement that he suggested about nuclear proliferation and nuclear proliferation, or the trying to halt it, would be a major part of a foreign policy of mine. "
61,MR. SMITH,"thank you gentlemen. that is the first half of the debate. now, the rules for the second half are quite simple. they’re only complicated when i explain them. in the second half, the panelists with me will have no follow-up questions. instead, after the panelists have asked a question, and the candidates have answered, each of the candidates will have two opportunities to follow up,. to question, to rebut, or just to comment on his opponent’s statement. governor reagan will respond, in this section, to the first question from marvin stone. "
62,MR. STONE,"governor reagan – arms control: the president said it was the single most important issue. both of you have expressed the desire to end the nuclear arms race with russia, but by methods that are vastly different. you suggest that we scrap the salt ii treaty already negotiated, and intensify the build-up of american power to induce the soviets to sign a new treaty – one more favorable to us. president carter, on the other hand, says he will again try to convince a reluctant congress to ratify the present treaty on the grounds it’s the best we can hope to get. now, both of you cannot be right. will you tell us why you think you are? "
63,MR. REAGAN,"yes. i think i’m right because i believe that we must have a consistent foreign policy, a strong america, and a strong economy. and then, as we build up our national security, to restore our margin of safety, we at the same time try to restrain the soviet build-up, which has been going forward at a rapid pace, and for quite some time. the salt ii treaty was the result of negotiations that mr. carter’s team entered into after he had asked the soviet union for a discussion of actual reduction of nuclear strategic weapons. and his emissary, i think, came home in 12 hours having heard a very definite nyet. but taking that one no from the soviet union, we then went back into negotiations on their terms, because mr. carter had canceled the b-i bomber, delayed the mx, delayed the trident submarine, delayed the cruise missile, shut down the missile man – the three – the minuteman missile production line, and whatever other things that might have been done. the soviet union sat at the table knowing that we had gone forward with unilateral concessions without any reciprocation from them whatsoever. now, i have not blocked the salt ii treaty, as mr. carter and mr. mondale suggest i have. it has been blocked by a senate in which there is a democratic majority. indeed, the senate armed services committee voted 10 to 0, with seven abstentions, against the salt ii treaty, and declared that it was not in the national security interests of the united states. besides which, it is illegal, because the law of the land, passed by congress, says that we cannot accept a treaty in which we are not equal. and we are not equal in this treaty for one reason alone – our b-2 bombers are considered to be strategic weapons; their backfire bombers are not. "
64,MR. SMITH,"governor, i have to interrupt you at that point. the time is up for that. but the same question now to president carter. "
65,MR. STONE,"yes. president carter, both of you have expressed the desire to end the nuclear arms race with russia, but through vastly different methods. the governor suggests we scrap the salt ii treaty which you negotiated in vienna or signed in vienna, intensify the build-up of american power to induce the soviets to sign a new treaty, one more favorable to us. you, on the other hand, say you will again try to convince a reluctant congress to ratify the present treaty on the grounds it is the best we can hope to get from the russians. you cannot both be right. will you tell us why you think you are? "
66,MR. CARTER,"yes, i’d be glad to. inflation. unemployment, the cities are all very important issues, but they pale into insignificance in the life and duties of a president when compared with the control of nuclear weapons. every president who has served in the oval office since harry truman has been dedicated to the proposition of controlling nuclear weapons. to negotiate with the soviet union a balanced, controlled, observable, and then reducing levels of atomic weaponry, there is a disturbing pattern in the attitude of governor reagan. he has never supported any of those arms control agreements – the limited test ban, salt i, nor the antiballistic missile treaty, nor the vladivostok treaty negotiated with the soviet union by president ford – and now he wants to throw into the wastebasket a treaty to control nuclear weapons on a balanced and equal basis between ourselves and the soviet union, negotiated over a seven-year period, by myself and my two republican predecessors. the senate has not voted yet on the strategic arms limitation treaty. there have been preliminary skirmishing in the committees of the senate, but the treaty has never come to the floor of the senate for either a debate or a vote. it’s understandable that a senator in the preliminary debates can make an irresponsible statement, or, maybe, an ill-advised statement. you’ve got 99 other senators to correct that mistake, if it is a mistake. but when a man who hopes to be president says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation – that is a very dangerous and disturbing thing. "
