,Speaker,Response
10,DUKAKIS,"i’m saying that those of us who are elected to positions of political leadership, jim, have a special responsibility, not only to come up with programs, and i have outlined in detail the very important, very strong program of enforcement as well as drug education prevention. and mr. bush is right – the two go hand in hand. but if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don’t understand that that sends out a very, very bad message to our young people, it’s a little difficult for me to understand just how we can reach out to that youngster that i talked about and to young people like her all over the country, and say to them we want to help you. now, i’ve outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of january when we bring our democratic neighbors and allies together here in this hemisphere and go to work together. but we also have to take demand seriously. you know, we have five percent of the world’s population in this country. we’re consuming 50 percent of the world’s cocaine. and in my state i’m proud to say we’ve organized a drug education and prevention program which the federal drug enforcement administration says is a model for the country. we’re helping youngsters; we’re reaching out to them. and we’re beginning with drug education and prevention beginning in the early elementary grades in every elementary school in our state, and that’s the kind of effort we need in every elementary school in the united states of america. and we’ve got to begin early, in the first, second and third grade, before our youngsters begin to experiment with these very, very dangerous substances. i guess the question i would ask of mr. bush is how we instill those values, how we create this environment for the drug free schools that we want in this country. if he or representatives of the administration are either with or involving people like noriega in our foreign policy, or don’t pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country. "
11,LEHRER,"a minute to rebut, mr. vice president. "
12,BUSH,"well, the other day my opponent was given a briefing by the cia. i asked for and received the same briefing. i am very careful in public life about dealing with classified information. and what i’m about to say is unclassified. seven administrations were dealing with mr. noriega. it was the reagan-bush administration that brought this man to justice. and as the governor of massachusetts knows, there was no evidence that governor – that mr. noriega was involved in drugs, no hard evidence until we indicted him. and so i think it’s about time we get this noriega matter in perspective. panama is a friendly country. i went down there and talked to the president of panama about cleaning up their money laundering, and mr. noriega was there, but there was no evidence at that time, and when the evidence was there, we indicted him. and we want to bring him to justice. and so call off all those pickets out there that are trying to tear down seven different administrations. "
13,LEHRER,"all right, the next question will be asked by john mashek. it goes to governor dukakis, and you’ll have two minutes to answer. "
14,MASHEK,"governor dukakis, another troublesome issue for voters this year is the bulging federal deficit. in a dukakis administration, you say taxes will be raised only as a last resort. would you identify for us then please three specific programs that you are willing to cut to bring that deficit down? "
15,DUKAKIS,"yes, i’ve been very specific about those, john. and let me lay out for you my own strategy for bring that deficit down, because as a chief executive that’s balanced ten budgets in a row, i’ve had to make those tough decisions and those tough choices. first, i’ve suggested that there are certain weapons systems which we don’t need and we can’t afford. mr. bush has been critical of me for that, but i think those are the kinds of tough choices you have to make. i’ve also suggested that there are weapons systems that we should proceed on, and i’ve outlined those in detail. secondly, we’ve got to invest in economic growth in this country, in every part of this country. building that kind of growth expands revenues and helps to bring down that deficit. thirdly, we have to bring interest rates down, and we will as we come up with a good, solid plan with the congress for bringing that deficit down. and, finally, we’ve got to go out there and collect billions and billions of dollars in taxes owed that aren’t being paid to this country. it’s very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected. i’ve also suggested that on the domestic side there are areas where we can make some cuts. we ought to be able to come up with an agricultural policy in this country that gives our farm families a fair price and a decent future without spending $20-25 billion a year, which is what we’ve been doing under this administration. we can help people to live better lives, and at the same time save money by helping hundreds of thousands of families on welfare to get off or welfare, and to become productive citizens again. the thing i don’t understand about mr. bush’s approach to this is how he could possibly be serious about bringing that deficit down given what he says he wants to do. he seems to want to spend a great deal of money on just about every weapon system; he says he’s against new taxes, although he’s broken that pledge at least times in the last year that i know of; he wants to give the wealthiest taxpayers in this country a five year, $40 billion tax break. he also wants to spend a lot of money on additional programs. if he keeps this up, he’s going to be the joe isuzu of american politics. (laughter) "
16,DUKAKIS,but i hope you won’t take my five seconds away from me. i will say this – 
17,LEHRER,"your two minutes is up, governor. "
18,DUKAKIS,"if he’s serious about what he’s saying, then the only place he can go to balance that budget is to raid the social security trust fund, and he tried that in 1985, and i think he’s going to try it again. "
19,LEHRER,you have a minute to rebut. 
20,BUSH,is this the time to unleash our one-liners? that answer was about as clear as boston harbor. (laughter) 
21,BUSH,"let me help the governor. there are so many things there, i don’t quite know where to begin. when you cut capital gains, you put people to work. john kennedy proposed cutting capital gains. paul tsongas, a liberal senator from massachusetts said the dumbest thing i did was to oppose the capital gains cut. it’s not going to cost the government money. it’s going to increase revenues to the federal government, and it’s going to create jobs. so that’s one of the things that i think makes a big difference between us. massachusetts doesn’t have an enormous defense budget, but nevertheless, the governor raised taxes five different times. that happens to be a fact. and so let’s kind of stay on the issue, and i have made a specific proposal for what i call a flexible freeze. and it permits – economists on the east coast and west think it’s good – it permits the president to sort out the priorities, and we continue to grow because i will not raise taxes. "
22,LEHRER,"your time is up, too. a follow-up, john. "
23,MASHEK,"mr. vice president, you have vowed not to raise taxes of any kind during your administration and at the same time you’ve proposed this capital gains cut, you’ve proposed more incentive breaks for the oil industry. you’ve suggested new spending programs and even some republicans say the flexible freeze you just spoke about will hardly make a dent in the deficit. is the deficit no longer really a concern of yours, the republican party or the taxpayers? "
24,BUSH,"i think it’s the republican party and my concern to bring it down. and presidential leadership that i want to provide in this area will bring it down, but we’ve got to get the democrats – congress under control. they do all the spending, they appropriate every dime and tell us how to spend every dime. i’d like to ask the governor to join in getting for the president what 43 governors have, the line-item veto. he has to operate in massachusetts under a balanced budget proviso. i would like a balanced budget amendment. but the dynamics of the economy – we cut the taxes and revenues are up by 25 percent in three years. so the problem is – it’s not that the working is being taxed too little or the person working out – the woman working in some factory being taxed too little. it is that we are continuing to spend too much. so, my formula says grow at the rate of inflation. permit the president to set the priorities on where we do the spending. and remember the federal deficit has come down $70 billion in one year, in 1987. and if we – and the – actually this year congress is doing a little better in controlling the growth of spending. spending was only up something like 4 percent. so, it isn’t that we’re taking too little – from taxpayer – we’re spending too much still. and the formula i’ve given you works, we’ve put it through a good economic model, we’ve got good economists on the west coast, michael boskin and marty feldstein up there who’s a very respected economist in the – massachusetts. and they agree, that if we can do what i’ve said, we can get it down without going and socking the american taxpayer once again. capital gains, one more point on that, please let’s learn from history. a capital gains differential will increase jobs, increase risk taking, increase revenues to the federal government. "
25,LEHRER,"governor, you have a minute to rebut. "
26,DUKAKIS,"well, i hope all of those americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the united states listen to the vice president very carefully. what he’s proposing after over a trillion in new debt which has been added in the federal debt in the course of the past eight years, an iou our children and grandchildren will be paying for years, is a tax cut for the wealthiest one percent of the people in this country, an average of about $30,000 that we’re going to give to people making $200,000 a year. why that’s more than the average teacher makes. we’ve had enough of that, ladies and gentlemen. we’ve run up more debt in the last eight years than under all the presidents from george washington to jimmy carter combined. it’s time for a chief executive who can make tough choices, can work with the congress, can get that deficit down and begin to build a strong fiscal foundation under this country. "
27,LEHRER,"all right, the next question will be asked by anne groer and it will go the vice president. you have two minutes to answer, sir. groer: mr. vice president, you’ve said you want a kinder, gentler presidency, one that helps the less fortunate. today, 37 million americans including many working families with aging parents and young children cannot afford any health insurance, but earn too much to qualify for medicaid. what will you do to provide protection for them and how will you pay for it? "
28,BUSH,"one thing i will not do is sock every business in the country and, thus, throw some people out of work. i want to keep this economic recovery going. more americans at work today than any time in history, a greater percentage of the work force. what i will do is permit people to buy into medicaid. i believe that’s the answer. i am proud to have been part of an administration that past the first catastrophic health bill. and in that there are some medicaid provisions that will be very helpful to the very kind of people we’re talking about here. but we’ve got to keep going forward without killing off the engine and throwing people out of work. so, the answer lies, it seems to me, in full enforcement of the catastrophic program. it lies to me in flexibility in medicaid so people at the lowest end can buy in there and get their needs covered and then it also – i do not want to see us mandate across the board that every company has to do this, because i really think that marginal operators are going to go say, “we can’t make it.” and i think then you’re going to see that people are put out of work. all these programs – and this cost on his – is – was – i saw an estimate, i’d love to know what he thinks, $35 – $40 billion – and it seems to me that somebody pays that. there isn’t any such thing as something free out there. it either gets passed along as increased prices or it gets passed along by people being put out of work so the business can continue to compete. so, i think we ought to do it in the medicaid system. i think we ought to do it by full enforcement of the catastrophic health insurance. i think we ought to do it by everybody doing what they can do out of conscience. it’s a terrible problems in terms of flexibility on private insurance. but i just don’t want to mandate it and risk putting this – setting the recovery back. "
29,LEHRER,"a rebuttal, governor? "
30,DUKAKIS,"but, george, that’s no answer. "
31,BUSH,"you don’t like the answer, but it’s an answer. "
32,DUKAKIS,"well, no, it’s no answer to those 37 million people, most of them members of working families who don’t have a dime of health insurance and don’t know how to pay the bills if their kids get sick at night. i was in houston on tuesday meeting with a group of good citizens, working citizens. all of them with little or no health insurance. one of them was a father who had been laid off a few months ago and lost his health insurance. has an 11 year old son and can’t let that son compete in sports and little league, because he’s afraid he’s going to get hurt and he won’t be able to provide health insurance to pay those bills. my state just became the only state in the nation to provide for universal health care and we did it with the support of the business community and labor and the health care community and with virtually everybody in the state. the fact of the matter is that employers who today are insuring their employees are paying the freight, because they’re paying for those who aren’t. and i think it’s time that when you got a job in this country it came with health insurance. that’s the way we’re going to provide basic health security for all of the citizens of this country of ours. "
33,LEHRER,"follow-up, anne? groer: yes. since your massachusetts health plan has been attacked by the vice president and you have defended it in this way, i would like to move on to perhaps one of the most costly medical catastrophes facing americans today and that is aids. in – at the end of september, the thousands of aids patients will lose their access to azt, which is the only federally approved drug for treatment of the disease. now, i’d like to now, sir, if – what your position is on extending that and what it is you think the government ought to be doing about making azt and other drugs available to people who are suffering from this disease. "
34,DUKAKIS,"well, anne, let me just say before i answer your question that i didn’t know that the vice president attacked our program in massachusetts. i hope he hasn’t. because has won the support of a great many people all over the state and i think it’s a model for what i hope we can do across the country. but when i proposed my plan this past tuesday, he or one of his spokesmen called it socialized medicine. the last time the vice president used that phrase, i suspect he remembers it, don’t you? it was in 1964 and that’s what he called medicare. well, he was wrong then and he’s wrong now. (applause) "
35,LEHRER,"if i may interrupt at this point and caution the audience as i did before we went on the air, please hold it down. you’re only taking time away from your candidate when you do that. governor, continue, please. "
36,DUKAKIS,"let me say this about aids. it’s the single most important public health crisis, single most important public health emergency we’ve had in our lifetimes and i think there are a number of things we have to do including supporting legislation which is now moving through the congress, which will commit this nation to the resources to find a cure which will provide broad education and prevention, which will provide sensitive and caring treatment for the victims of aids. i think we have to demonstrate some flexibility and i think the fda is attempting to do so now in trying to make it possible for new and experimental drugs to be available to people who are at risk at aids and i would hope that we could bring that kind of a policy to bear beginning in january. and i would encourage the current administration to proceed with that kind of flexibility where it’s appropriate and where it’s done carefully and responsibly. but we have not had the kind of leadership we should have had. in this particular area, i think the vice president and i are in general agreement on what we have to do. the special federal commission made good solid recommendations. i think we’re both supportive of them and i would strongly lead in that area as i have in my state as governor. "
37,LEHRER,"mr. vice president, a minute of rebuttal. "
38,BUSH,"well, we’re on the right track. the nih is doing a good job in research. the surgeon general is doing a good job in encouraging the proper kind of education. i notice that the governor did not mention any testing. but we got to have a knowledge base. testing should be confidential, but we have to have a knowledge. we can’t simply stick our heads in the sands in terms of testing. i’m chairman of the president’s task force on regulatory relief and we are working with the fda and they have sped up bringing drugs to market that can help. and you got to be careful here, because there’s a safety factor, but i think these things – and then also i am one who believes we’ve got to go the extra mile in clean – being sure that that blood supply is pure. we cannot have a lack of confidence in the blood supply when it comes to operations and surgery and things of this nature. so, research, speeding the drugs to market, testing, blood supply are very important elements of this. "
39,LEHRER,next question will be asked by peter jennings. it goes to the governor. 
40,JENNINGS,"good evening, mr. vice president, governor. governor, one theme that keeps coming up about the way you govern – you’ve both mentioned leadership tonight, so i’d like to stay with that for a second. the theme that keeps coming up about the way you govern is passionless, technocratic – "
41,DUKAKIS,passionless? 
42,JENNINGS,"passionless, technocratic, the smartest clerk in the world. your critics maintain that in the 1960’s your public passion was not the war in vietnam or civil rights, but no fault auto insurance. and they say in the 1970’s you played virtually no role in the painful busing crisis in boston. given the fact that a president must sometimes lead by sheer inspiration and passion. we need to know if this is a fair portrait of your governing or if it is a stereotype. and if it isn’t fair, give us an example of where you have had that passion and leadership that sometimes a president needs? "
43,LEHRER,"mr. vice president, a rebuttal. "
44,BUSH,"well, i don’t question his passion. i question – and i don’t question his concern about the war in vietnam. he introduced or supported legislation back then that suggested that kids of massachusetts should be exempt from going overseas in that war. now, that’s a certain passion that in my view it’s misguided passion. he – we have a big difference on issues. you see, last year in the primary, he expressed his passion. he said, “i am a strong liberal democrat” – august, ’87. then he said, “i am a card-carrying member of the aclu.” that was what he said. he is out there on out of the mainstream. he is very passionate. my argument with the governor is, do we want this country to go that far left. and i wish we had time to let me explain. but i salute him for his passion. we just have a big difference on where this country should be led, and in what direction it ought to go. (applause) "
45,LEHRER,"peter, a question? question for the vice president, peter. "
46,JENNINGS,"i’d actually like to follow up if i may on this mention you’ve made of his card carrying membership in the american civil liberties union. you’ve used the phrase “card carrying” so many times since governor dukakis first acknowledged that he was a card carrying member of the aclu that some people have come to believe that you’ve used it to brand him in some way, to identify him as people were identified in the 1950’s as less than patriotic. i’d like to know why you keep repeating the phrase, and what’s the important issue here? what is so wrong with the governor being a member of an organization which has come to the defense of, among other people, colonel oliver north? "
47,BUSH,"nothings wrong with it. but just take a look at the positions of the aclu. but, peter, please understand, the liberals do not like me talking about liberal they don’t like it when i say that he says he’s a card carrying member. now, if that quote was wrong, he can repudiate it, right here. i’ve seen it authoritatively written twice, and if i’ve done him an injustice, and he didn’t say it, i’m very, very sorry. but i don’t agree with a lot of – most of the positions of the aclu. i simply don’t want to see the ratings on movies. i don’t want my ten year old grandchild to go into an x-rated movie. i like those ratings systems. i don’t think they’re right to try to take the tax exemption away from the catholic church. i don’t want to see the kiddie pornographic laws repealed; i don’t want to see “under god” come out from our currency. now, these are all positions of the aclu. and i don’t agree with them. he has every right to exercise his passion, as what he said, a strong, progressive liberal. i don’t agree with that. i come from a different point. and i think i’m more in touch with the mainstream of america. they raised the same thing with me on the pledge of allegiance. you see, i’d have found a way to sign that bill. governor thompson of illinois did. i’m not questioning his patriotism. he goes out and says the man is questioning my patriotism. and then all the liberal columnists join in. i am not. i am questioning his judgment on these matters, or where he’s coming from he has every right to do it. but i believe that’s not what the american people want, and when he said, when he said at the convention, ideology doesn’t matter, just competence, he was moving away from his own record, from what his passion has been over the years. and that’s all i’m trying to do, is put it in focus. and i hope people don’t think that i’m questioning his patriotism when i say he used his words to describe his participation in that organization. "
48,LEHRER,"governor, a response. "
49,DUKAKIS,"well, i hope this is the first and last time i have to say this. of course, the vice president is questioning my patriotism. i don’t think there’s any question about that, and i resent it. i resent it. my parents came to this country as immigrants. they taught me that this was the greatest country in the world. i’m in public service because i love this country. i believe in it. and nobody’s going to question my patriotism as the vice president has now repeatedly. the fact of the matter is if the pledge of allegiance was the acid test of one’s patriotism–the vice president’s been the presiding officer in the united states senate for the past seven and a half years. to the best of my knowledge he’s never once suggested that a session of the senate begin with the pledge of allegiance. (applause) "
50,DUKAKIS,"mr. bush, i don’t question your patriotism. when you’re attacked for your military record, i immediately said it was inappropriate, it had no place in this campaign, and i rejected it. i would hope that from this point on, we get to the issues that affect the vast majority of americans, jobs, schools, health care, housing, the environment. those are the concerns of the people that are watching us tonight. not labels that we attach to each other, questions about each other’s patriotism and loyalty. "
51,LEHRER,"the time is up, governor. let’s go now to john mashek, again. a question for the vice president. "
52,MASHEK,"mr. vice president, in a debate during the republican primaries, you said most of the nation’s homeless are suffering from mental illness, an assertion immediately challenged by one of your rivals. estimates of the homeless range from a low of 250,000 by the government, to around three million, including working families and their children. what commitment are you willing to make tonight to this voiceless segment of our society? "
53,BUSH,"i want to see the mckinney act fully funded. i believe that that would help in terms of shelter. i want to see – when i talked at our convention about a thousand points of light, i was talking about the enormous numbers of shelters and organizations that help. the governor’s wife has been very active in the homeless. my campaign chairman, secretary jim baker’s wife. this isn’t government. these are people that care, that are trying to give of themselves. the government has a role. it is to fully fund the mckinney act. there are certain army bases that the act calls for that can be used in certain cases to shelter people when it’s rough. and so i think that we’re on the right track. i don’t see this, incidentally, as a democrat or a republican or a liberal or conservative idea. i see an involvement by a thousand points of light. i see the funding that is required, and i hope the congress will fully fund this bill. they gave it a great deal of conscience and a great deal of work. and we’re on the track on this one. but – and i, look, mental – that was a little overstated it. i’d say around 30 percent. and i think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out. maybe we need to do a better job in mental clinics to help them. because there is a major problem there. a lot of them are mentally sick. and we’ve got to attend to them. but fully, my short range answer is fully fund that mckinney act. "
54,LEHRER,"governor, a response. "
55,DUKAKIS,"well, this is another fundamental difference that i have with the vice president, just as i do in the case of health care for 37 million members of working families in this country who don’t have health insurance. the problem, mr. bush, is that you’ve cut back by 90 percent on our commitment to affordable housing for families of low and moderate income. and when you do that, you’ve have homeless families. we didn’t have two and a half million, or three million homeless people living on streets and in doorways in this country ten years ago. we’ve got to begin to get back to the business of building and rehabilitating housing for families of low and moderate income in this country; housing for young families that they can look forward some day to buy. we’ve got communities in this country increasingly where our own kids can’t afford to live in the communities that they grew up in. that’s an essential commitment. and i think the housing community is ready. but it’s going to take a president who’s committed to housing, who’s had experience in building and rehabilitating housing who understands that affordable housing for families of low and moderate income, for young families, first time home buyers, is an essential part of the american dream. and while i’m all for the mckinney bill, that, by itself, simply won’t do. we’ve got to have a president that can lead on this issue, that can work with the congress, and i’m prepared to do so. this is one of the most important priorities that faces this country. "
56,LEHRER,"john, a question for the governor. "
57,MASHEK,"governor, you’ve mentioned the american dream of home ownership, and it’s certainly become an impossible one for many of the young people of our nation who are caught up in this economic squeeze of the middle class, as you’ve said so frequently during the campaign. and yet in spite of your answer just a few minutes ago, what promise can you realistically hold out to these people that with the costs of housing going up, and with limited help available from washington, are we destined to become a nation of renters? "
58,DUKAKIS,"well, i certainly hope not. and it’s all a question of what our priorities are. mr. bush talked about values. i agree with him. what are our values? isn’t providing housing for families of low and moderate income, isn’t it making possible for young families, first time home buyers to own their own home some day something that’s part of the american dream? i think so. you know, back after world war ii when we had hundreds of thousands of gis who came back from the war, we didn’t sit around. we went out and built housing. the government was very much involved; so was the housing industry; so was the banking industry; so were housing advocates; so were non-profit agencies; so were governors and mayors and people all over this country who believe deeply in home ownership and affordable housing. now, that’s the kind of leadership that i want to provide as president of the united states. this isn’t a question of a little charity for the homeless. this is a question of organizing the housing community. i’ve talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from washington. washington, by itself, can’t do it all. we shouldn’t expect that. but governors are ready; mayors are ready. builders and community leaders are ready. it will require some funds, john. and we ought to be prepared to provide those funds. but that, too, will require some choices. mr. bush wants to spend billions and trillions on star wars. well, that’s a choice we have to make, isn’t it? do we spend money on that weapon system in the billions and trillions, or is providing some decent and affordable housing for families of this country something that is at least as important and probably more so. because it’s so essential to our economic strength and to our future. now, that’s the kind of presidency i believe in. and simply to say, well, the mckinney bill will do it just doesn’t do. we need a president who will lead on this issue, who has had experience on this issue. it’s the kind of priority that will be at the top of our list beginning in january of 1989. "
59,LEHRER,"a response, mr. vice president. "
60,BUSH,"i think the governor is blurring housing and the homeless. let’s talk about housing which the question was. when you talk to those bankers, did they discuss where interest rates were when your party controlled the white house? ten days before i took the oath of office as president they were 21 and a half percent. now, how does that grab you for increasing housing? housing is up. we are serving a million more families now. but we’re not going to do it in that old democratic, liberal way of trying to build more bricks and mortars. go out and take a look at st. louis at some of that effort. it is wrong. i favor home ownership. i want to see more vouchers. i want to see control of some of these projects, and i want to keep the interest rates down. they’re half, now of what they were when we came into office, and with my policy of getting this deficit under control, they’ll be a lot less. but if we spend and spend and spend, that is going to wrap up the housing market, and we’ll go right back to the days of the misery index and malaise that president reagan and i have overcome – thank god for the united states on that one. "
61,LEHRER,"all right, the next question is to the governor. ann groer will ask it. groer: governor dukakis, is there a conflict between your opposition to the death penalty and your support for abortion on demand, even though in the minds of many people, that’s also killing? "
62,DUKAKIS,"no, i don’t think there is. there are two very different issues here, and they’ve got to be dealt with separately. i’m opposed to the death penalty. i think everybody knows that. i’m also very tough on violent crime. and that’s one of the reasons why my state has cut crime by more than any other industrial state in america. it’s one of the reasons why we have the lowest murder rate of any industrial state in the country. it’s one of the reasons why we have a drug education and prevention program that is reaching out and helping youngsters all over our state, the kind of thing i want to do as president of the united states. you know, the vice president says he wants to impose the death penalty on drug traffickers, and yet his administration has a federal furlough program which is one of the most permissive in the country, which gave last year 7,000 furloughs to drug traffickers and drug pushers, the same people that he says he now wants to execute. the issue of abortion is a very difficult issue, one that i think that we all have to wrestle with, we have to come to terms with. i don’t favor abortion. i don’t think it’s a good thing. i don’t think most people do. the question is who makes the decision. and i think it has to be the woman, in the exercise of her own conscience and religious beliefs, that makes that decision. "
63,LEHRER,"response, mr. vice president. "
64,BUSH,"well, the massachusetts furlough program was unique. it was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole. the federal program doesn’t do that. no other state programs do that. and i favor the death penalty. i know it’s tough and honest people can disagree. but when a narcotics wrapped up guy goes in and murders a police officer, i think they ought to pay with their life. and i do believe it would be inhibiting. and so i am not going to furlough men like willie horton, and i would meet with their, the victims of his last escapade, the rape and the brutalization of the family down there in maryland. maryland would not extradite willie horton, the man who was furloughed, the murderer, because they didn’t want him to be furloughed again. and so we have a fundamental difference on this one. and i think most people know my position on the sanctity of life. i favor adoption. i do not favor abortion. "
65,LEHRER,"question for the vice president, ann? groer: yes. mr. vice president, i’d like to stay with abortion for just a moment if i might. over the years you have expressed several positions, while opposing nearly all forms of government payment for it. you now say that you support abortion only in cases of rape, incest, or threat to a mother’s life, and you also support a constitutional amendment that if ratified would outlaw most abortions. but if abortions were to become illegal again, do you think that the women who defy the law and have them anyway, as they did before it was okayed by the supreme court, and the doctors who perform them should go to jail? "
66,BUSH,"i haven’t sorted out the penalties. but i do know, i do know that i oppose abortion. and i favor adoption. and if we can get this law changed, everybody should make the extraordinary effort to take these kids that are unwanted and sometimes aborted, take the – let them come to birth, and then put them in a family where they will be loved. and you see, yes, my position has evolved. and it’s continuing to evolve, and it’s evolving in favor of life. and i have had a couple of exceptions that i support – rape, incest and the life of the mother. sometimes people feel a little uncomfortable talking about this, but it’s much clearer for me now. as i’ve seen abortions sometimes used as a birth control device, for heavens sakes. see the millions of these killings accumulate, and this is one where you can have an honest difference of opinion. we certainly do. but no, i’m for the sanctity of life, and once that illegality is established, then we can come to grips with the penalty side, and of course there’s got to be some penalties to enforce the law, whatever they may be. "
67,LEHRER,governor. 
68,DUKAKIS,"well, i think what the vice president is saying is that he’s prepared to brand a woman a criminal for making this decision. it’s as simple as that. i don’t think it’s enough to come before the american people who are watching us tonight and say, well, i haven’t sorted it out. this is a very, very difficult and fundamental decision that all of us have to make. and what he is saying, if i understand him correctly, is that he’s prepared to brand a woman a criminal for making this choice. "
69,BUSH,i just – 
70,DUKAKIS,"let me finish. let me simply say that i think it has to be the woman in the exercise of her own conscience and religious beliefs that makes that decision, and i think that’s the right approach, the right decision, and i would hope by this time that mr. bush had sorted out this issue and come to terms with it as i have. i respect his right to disagree with me. but i think it’s important that we have a position, that we take it, and we state it to the american people. "
71,LEHRER,"peter jennings, a question for the vice president. "
72,JENNINGS,"mr. vice president, i’m struck by your discussion of women and the sanctity of life. and it leads me to recall your own phrase, that you are haunted by the lives which children in our inner cities live. certainly the evidence is compelling. there’s an explosion of single parent families. and by any measure, these single parent families, many with unwanted children, are the source of poverty, school drop outs, crime, which many people in the inner city simply feel is out of control. if it haunts you so, why over the eight years of the reagan-bush administration have so many programs designed to help the inner cities been eliminated or cut? "
