,Speaker,Response
10,MR. KENNEDY,"well, because i think that if the federal government moved out of the program and withdrew its supports uh – then i think you would have complete uh – economic chaos. the farmer plants in the spring and harvests in the fall. there are hundreds of thousands of them. they really don’t – they’re not able to control their market very well. they bring their crops in or their livestock in, many of them about the same time. they have only a few purchasers that buy their milk or their hogs – a few large companies in many cases – and therefore the farmer is not in a position to bargain very effectively in the market place. i think the experience of the twenties has shown what a free market could do to agriculture. and if the agricultural economy collapses, then the economy of the rest of the united states sooner or later will collapse. the farmers are the number one market for the automobile industry of the united states. the automobile industry is the number one market for steel. so if the farmers’ economy continues to decline as sharply as it has in recent years, then i think you would have a recession in the rest of the country. so i think the case for the government intervention is a good one. secondly, my objection to present farm policy is that there are no effective controls to bring supply and demand into better balance. the dropping of the support price in order to limit production does not work, and we now have the highest uh – surpluses – nine billion dollars worth. we’ve had a uh – higher tax load from the treasury for the farmer in the last few years with the lowest farm income in many years. i think that this farm policy has failed. in my judgment the only policy that will work will be for effective supply and demand to be in balance. and that can only be done through governmental action. i therefore suggest that in those basic commodities which are supported, that the federal government, after endorsement by the farmers in that commodity, attempt to bring supply and demand into balance – attempt effective production controls – so that we won’t have that five or six per cent surplus which breaks the price fifteen or twenty per cent. i think mr. benson’s program has failed. and i must say, after reading the vice president’s speech before the farmers, as he read mine, i don’t believe that it’s very much different from mr. benson’s. i don’t think it provides effective governmental controls. i think the support prices are tied to the average market price of the last three years, which was mr. benson’s theory. i therefore do not believe that this is a sharp enough breach with the past to give us any hope of success for the future. "
11,MR. SMITH,"mr. nixon, comment? mr. nixon; i of course disagree with senator kennedy insofar as his suggestions as to what should be done uh – with re- on the farm program. he has made the suggestion that what we need is to move in the direction of more government controls, a suggestion that would also mean raising prices uh – that the consumers pay for products and im- and imposing upon the farmers uh – controls on acreage even far more than they have today. i think this is the wrong direction. i don’t think this has worked in the past; i do not think it will work in the future. the program that i have advocated is one which departs from the present program that we have in this respect. it recognizes that the government has a responsibility to get the farmer out of the trouble he presently is in because the government got him into it. and that’s the fundamental reason why we can’t let the farmer go by himself at the present time. the farmer produced these surpluses because the government asked him to through legislation during the war. now that we have these surpluses, it’s our responsibility to indemnify the farmer during that period that we get rid of the farmer uh – the surpluses. until we get the surpluses off the farmer’s back, however, we should have a program such as i announced, which will see that farm income holds up. but i would propose holding that income up not through a type of program that senator kennedy has suggested that would raise prices, but one that would indemnify the farmer, pay the farmer in kind uh – from the products which are in surplus. mr. smith: the next question to vice president nixon from mr. vanocur. mr. vanocur: uh – mr. vice president, since the question of executive leadership is a very important campaign issue, i’d like to follow mr. novins’ question. now, republican campaign slogans – you’ll see them on signs around the country as you did last week – say it’s experience that counts – that’s over a picture of yourself; sir uh – implying that you’ve had more governmental executive decision-making uh – experience than uh – your opponent. now, in his news conference on august twenty-fourth, president eisenhower was asked to give one example of a major idea of yours that he adopted. his reply was, and i’m quoting; “if you give me a week i might think of one. i don’t remember.” now that was a month ago, sir, and the president hasn’t brought it up since, and i’m wondering, sir, if you can clarify which version is correct – the one put out by republican campaign leaders or the one put out by president eisenhower? "
12,MR. NIXON,"well, i would suggest, mr. vanocur, that uh – if you know the president, that was probably a facetious remark. uh – i would also suggest that insofar as his statement is concerned, that i think it would be improper for the president of the united states to disclose uh – the instances in which members of his official family had made recommendations, as i have made them through the years to him, which he has accepted or rejected. the president has always maintained and very properly so that he is entitled to get what advice he wants from his cabinet and from his other advisers without disclosing that to anybody – including as a matter of fact the congress. now, i can only say this. through the years i have sat in the national security council. i have been in the cabinet. i have met with the legislative leaders. i have met with the president when he made the great decisions with regard to lebanon, quemoy and matsu, other matters. the president has asked for my advice. i have given it. sometimes my advice has been taken. sometimes it has not. i do not say that i have made the decisions. and i would say that no president should ever allow anybody else to make the major decisions, the president only makes the decisions. all that his advisers do is to give counsel when he asks for it. as far as what experience counts and whether that is experience that counts, that isn’t for me to say. uh – i can only say that my experience is there for the people to consider; senator kennedy’s is there for the people to consider. as he pointed out, we came to the congress in the same year. his experience has been different from mine. mine has been in the executive branch. his has been in the legislative branch. i would say that the people now have the opportunity to evaluate his as against mine and i think both he and i are going to abide by whatever the people decide. "
13,MR. SMITH,"senator kennedy. mr. kennedy: well, i’ll just say that the question is of experience and the question also is uh – what our judgment is of the future, and what our goals are for the united states, and what ability we have to implement those goals. abraham lincoln came to the presidency in 1860 after a rather little known uh – session in the house of representatives and after being defeated for the senate in fifty-eight and was a distinguished president. there’s no certain road to the presidency. there are no guarantees that uh – if you take uh – one road or another that you will be a successful president. i have been in the congress for fourteen years. i have voted in the last uh – eight years uh – and the vice president was uh – presiding over the senate and meeting his other responsibilities. i have met met uh – decisions over eight hundred times on matters which affect not only the domestic security of the united states, but as a member of the senate foreign relations committee. the question really is: which candidate and which party can meet the problems that the united states is going to face in the sixties? "
14,MR. SMITH,"the next question to senator kennedy from mr. novins. mr. novins: senator kennedy, in connection with these problems of the future that you speak of, and the program that you enunciated earlier in your direct talk, you call for expanding some of the welfare programs for schools, for teacher salaries, medical care, and so forth; but you also call for reducing the federal debt. and i’m wondering how you, if you’re president in january, would go about paying the bill for all this. does this mean that you? "
15,MR. KENNEDY,"i didn’t indicate. i did not advocate reducing the federal debt because i don’t believe that you’re going to be able to reduce the federal debt very much in nineteen sixty-one, two, or three. i think you have heavy obligations which affect our security, which we’re going to have to meet. and therefore i’ve never suggested we should uh – be able to retire the debt substantially, or even at all in nineteen sixty-one or two. mr. novins: senator, i believe in – in one of your speeches – "
16,MR. KENNEDY,"no, never. mr. novins: – you suggested that reducing the interest rate would help toward – "
17,MR. KENNEDY,no. no. not reducing the interest – mr. novins: – a reduction of the federal debt. 
18,MR. KENNEDY,"– reducing the interest rate. in my judgment, the hard money, tight money policy, fiscal policy of this administration has contributed to the slow-down in our economy, which helped bring the recession of fifty-four; which made the recession of fifty-eight rather intense, and which has slowed, somewhat, our economic activity in 1960. what i have talked about, however, the kind of programs that i’ve talked about, in my judgment, are uh – fiscally sound. medical care for the aged, i would put under social security. the vice president and i disagree on this. the program – the javits-nixon or the nixon-javits program – would have cost, if fully used uh – six hundred million dollars by the government per year, and six hundred million dollars by the state. the program which i advocated, which failed by five votes in the united states senate, would have put medical care for the aged in social security, and would have been paid for through the social security system and the social security tax. secondly, i support federal aid to education and federal aid for teachers’ salaries. i think that’s a good investment. i think we’re going to have to do it. and i think to heap the burden further on the property tax, which is already strained in many of our communities, will provide, will make sh- insure, in my opinion, that many of our children will not be adequately educated, and many of our teachers not adequately compensated. there is no greater return to an economy or to a society than an educational system second to none. on the question of the development of natural resources, i would pay as you go in the sense that they would be balanced and the power revenues would bring back sufficient money to finance the projects, in the same way as the tennessee valley. i believe in the balanced budget. and the only conditions under which i would unbalance the budget would be if there was a grave national emergency or a serious recession. otherwise, with a steady rate of economic growth – and mr. nixon and mr. rockefeller, in their meeting, said a five per cent economic growth would bring by 1962 ten billion dollars extra in tax revenues. whatever is brought in, i think that we can finance essential programs within a balanced budget, if business remains orderly. "
19,MR. SMITH,"mr. nixon, your comment? "
20,MR. NIXON,"yes. i think what mr. novins was referring to was not one of senator kennedy’s speeches, but the democratic platform, which did mention cutting the national debt. i think, too, that it should be pointed out that of course it is not possible, particularly under the proposals that senator kennedy has advocated, either to cut the national debt or to reduce taxes. as a matter of fact it will be necessary to raise taxes. as senator kennedy points out that as far as his one proposal is concerned – the one for medical care for the aged – that that would be financed out of social security. that, however, is raising taxes for those who pay social security. he points out that he would make pay-as-you-go be the basis for our natural resources development. where our natural resources development – which i also support, incidentally, however – whenever you uh – uh – in – in – uh – appropriates money for one of these projects, you have to pay now and appropriate the money and the eh- while they eventually do pay out, it doesn’t mean that you – the government doesn’t have to put out the money this year. and so i would say that in all of these proposals senator kennedy has made, they will result in one of two things: either he has to raise taxes or he has to unbalance the budget. if he unbalances the budget, that means you have inflation, and that will be, of course, a very cruel blow to the very people – the older people – that we’ve been talking about. as far as aid for school construction is concerned, i favor that, as senator kennedy did, in january of this year, when he said he favored that rather than aid to s- teacher salaries. i favor that because i believe that’s the best way to aid our schools without running any risk whatever of the federal government telling our teachers what to teach. "
21,MR. SMITH,"the next question to vice president nixon from mr. warren. mr. warren: mr. vice president you mentioned schools and it was just yesterday i think you asked for a crash program to raise education standards, and this evening you talked about advances in education. mr. vice president, you said – it was back in 1957 – that salaries paid to school teachers were nothing short of a national disgrace. higher salaries for teachers, you added, were important and if the situation wasn’t corrected it could lead to a national disaster. and yet, you refused to vote in the senate in order to break a tie vote when that single vote, if it had been yes, would have granted salary increases to teachers. i wonder if you could explain that, sir. "
22,MR. NIXON,"i’m awfully glad you ge- got that question because as you know i got into it at the last of my other question and wasn’t able to complete the argument. uh – i think that the reason that i voted against having the federal government uh – pay teachers’ salaries was probably the very reason that concerned senator kennedy when in january of this year, in his kick-off press conference, he said that he favored aid for school construction, but at that time did not feel that there should be aid for teachers’ salaries – at least that’s the way i read his remarks. now, why should there be any question about the federal government aiding s- teachers’ salaries? why did senator kennedy take that position then? why do i take it now? we both took it then, and i take it now, for this reason: we want higher teachers’ salaries. we need higher teachers’ salaries. but we also want our education to be free of federal control. when the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach. i think this would be bad for the country; i think it would be bad for the teaching profession. there is another point that should be made. i favor higher salaries for teachers. but, as senator kennedy said in january of this year in this same press conference, the way that you get higher salaries for teachers is to support school construction, which means that all of the local school districts in the various states then have money which is freed to raise the standards for teachers’ salaries. i should also point out this; once you put the responsibility on the federal government for paying a portion of teachers’ salaries, your local communities and your states are not going to meet the responsibility as much as they should. i believe, in other words, that we have seen the local communities and the state assuming more of that responsibility. teachers’ salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries. this is not enough; it should be more. but i do not believe that the way to get more salaries for teachers is to have the federal government get in with a massive program. my objection here is not the cost in dollars. my objection here is the potential cost in controls and eventual freedom for the american people by giving the federal government power over education, and that is the greatest power a government can have. "
23,MR. SMITH,senator kennedy’s comment? 
24,MR. KENNEDY,"when uh – the vice president quotes me in january, sixty, i do not believe the federal government should pay directly teachers’ salaries, but that was not the issue before the senate in february. the issue before the senate was that the money would be given to the state. the state then could determine whether the money would be spent for school construction or teacher salaries. on that question the vice president and i disagreed. i voted in favor of that proposal and supported it strongly, because i think that that provided assistance to our teachers for their salaries without any chance of federal control and it is on that vote that th- mr. nixon and i disagreed, and his tie vote uh – defeated his breaking the tie defeated the proposal. i don’t want the federal government paying teachers’ salaries directly. but if the money will go to the states and the states can then determine whether it shall go for school construction or for teachers’ salaries, in my opinion you protect the local authority over the school board and the school committee. and therefore i think that was a sound proposal and that is why i supported it and i regret that it did not pass. secondly, there have been statements made that uh – the democratic platform would cost a good deal of money and that i am in favor of unbalancing the budget. that is wholly wrong, wholly in error, and it is a fact that in the last eight years the democratic congress has reduced the appropri- the requests for the appropriations by over ten billion dollars. that is not my view and i think it ought to be stated very clearly on the record. my view is that you can do these programs – and they should be carefully drawn – within a balanced budget if our economy is moving ahead. "
25,MR. SMITH,"the next question to senator kennedy from mr. vanocur. mr. vanocur: senator, you’ve been promising the voters that if you are elected president you’ll try and push through congress bills on medical aid to the aged, a comprehensive minimum hourly wage bill, federal aid to education. now, in the august post-convention session of the congress, when you at least held up the possibility you could one day be president and when you had overwhelming majorities, especially in the senate, you could not get action on these bills. now how do you feel that you’ll be able to get them in january – "
26,MR. KENNEDY,well as you take the bills – mr. vanocur: – if you weren’t able to get them in august? 
27,MR. KENNEDY,"if i may take the bills, we did pass in the senate a bill uh – to provide a dollar twenty-five cent minimum wage. it failed because the house did not pass it and the house failed by eleven votes. and i might say that two-thirds of the republicans in the house voted against a dollar twenty-five cent minimum wage and a majority of the democrats sustained it – nearly two-thirds of them voted for the dollar twenty-five. we were threatened by a veto if we passed a dollar and a quarter – it’s extremely difficult with the great power that the president does to pass any bill when the president is opposed to it. all the president needs to sustain his veto of any bill is one-third plus one in either the house or the senate. secondly, we passed a federal aid to education bill in the senate. it failed to came to the floor of the house of representatives. it was killed in the rules committee. and it is a fact in the august session that the four members of the rules committee who were republicans joining with two democrats voted against sending the aid to education bill to the floor of the house. four democrats voted for it. every republican on the rules committee voted against sending that bill to be considered by the members of the house of representatives. thirdly, on medical care for the aged, this is the same fight that’s been going on for twenty-five years in social security. we wanted to tie it to social security. we offered an amendment to do so. forty-four democrats voted for it, one republican voted for it. and we were informed at the time it came to a vote that if it was adopted the president of the united states would veto it. in my judgment, a vigorous democratic president supported by a democratic majority in the house and senate can win the support for these programs. but if you send a republican president and a democratic majority and the threat of a veto hangs over the congress, in my judgment you will continue what happened in the august session, which is a clash of parties and inaction. "
28,MR. SMITH,"mr. nixon, comment? "
29,MR. NIXON,"well obviously my views are a little different. first of all, i don’t see how it’s possible for a one-third of a body, such as the republicans have in the house and the senate to stop two-thirds, if the two-thirds are adequately led. i would say, too, that when senator kennedy refers to the action of the house rules committee, there are eight democrats on that committee and four republicans. it would seem to me again that it is very difficult to blame the four republicans for the eight democrats’ not getting a something through that particular committee. i would say further that to blame the president in his veto power for the inability of the senator and his colleagues to get action in this special session uh – misses the mark. when the president exercises his veto power, he has to have the people upo- behind him, not just a third of the congress. because let’s consider it. if the majority of the members of the congress felt that these particular proposals were good issues – the majority of those who were democrats – why didn’t they pass them and send to the president and get a veto and have an issue? the reason why these particular bills in these various fields that have been mentioned were not passed was not because the president was against them; it was because the people were against them. it was because they were too extreme. and i am convinced that the alternate proposals that i have, that the republicans have in the field of health, in the field of education, in the field of welfare, because they are not extreme, because they will accomplish the end uh – without too great cost in dollars or in freedom, that they could get through the next congress. "
30,MR. SMITH,"the next question to vice president nixon fa- from mr. fleming. mr. fleming: mr. vice president, do i take it then you believe that you can work better with democratic majorities in the house and senate than senator kennedy could work with democratic majorities in the house and senate? mr. nixon; i would say this: that we, of course, expect to pick up some seats in both in the house and the senate. uh – we would hope to control the house, to get a majority in the house uh – in this election. we cannot, of course, control the senate. i would say that a president will be able to lead – a president will be able to get his program through – to the effect that he has the support of the country, the support of the people. sometimes we – we get the opinion that in getting programs through the house or the senate it’s purely a question of legislative finagling and all that sort of thing. it isn’t really that. whenever a majority of the people are for a program, the house and the senate responds to it. and whether this house and senate, in the next session is democratic or republican, if the country will have voted for the candidate for the presidency and for the proposals that he has made, i believe that you will find that the president, if it were a republican, as it would be in my case, would be able to get his program through that congress. now, i also say that as far as senator kennedy’s proposals are concerned, that, again, the question is not simply one of uh – a presidential veto stopping programs. you must always remember that a president can’t stop anything unless he has the people behind him. and the reason president eisenhower’s vetoes have been sustained – the reason the congress does not send up bills to him which they think will be vetoed – is because the people and the congress, the majority of them, know the country is behind the president. "
31,MR. SMITH,senator kennedy. 
32,MR. KENNEDY,"well, now let’s look at these bills that the vice president suggests were too extreme. one was a bill for a dollar twenty-five cents an hour for anyone who works in a store or company that has a million dollars a year business. i don’t think that’s extreme at all; and yet nearly two-thirds to three-fourths of the republicans in the house of representatives voted against that proposal. secondly was the federal aid to education bill. it – it was a very uh – because of the defeat of teacher salaries, it was not a bill that uh – met in my opinion the need. the fact of the matter is it was a bill that was less than you recommended, mr. nixon, this morning in your proposal. it was not an extreme bill and yet we could not get one republican to join, at least i think four of the eight democrats voted to send it to the floor of the house – not one republican – and they joined with those democrats who were opposed to it. i don’t say the democrats are united in their support of the program. but i do say a majority are. and i say a majority of the republicans are opposed to it. the third is medical care for the aged which is tied to social security, which is financed out of social security funds. it does not put a deficit on the treasury. the proposal advanced by you and by mr. javits would have cost six hundred millions of dollars – mr. rockefeller rejected it in new york, said he didn’t agree with the financing at all, said it ought to be on social security. so these are three programs which are quite moderate. i think it shows the difference between the two parties. one party is ready to move in these programs. the other party gives them lip service. "
33,MR. SMITH,"mr. warren’s question for senator kennedy. mr. warren: senator kennedy, on another subject, communism is so often described as an ideology or a belief that exists somewhere other than in the united states. let me ask you, sir: just how serious a threat to our national security are these communist subversive activities in the united states today? "
