,Speaker,Response
10,WALLACE,"let me bring mr. trump back into this, because, in fact, you oppose any limits on assault weapons, any limits on high-capacity magazines. you support a national right to carry law. why, sir? "
11,TRUMP,"well, let me just tell you before we go any further. in chicago, which has the toughest gun laws in the united states, probably you could say by far, they have more gun violence than any other city. so we have the toughest laws, and you have tremendous gun violence. i am a very strong supporter of the second amendment. and i am—i don’t know if hillary was saying it in a sarcastic manner, but i’m very proud to have the endorsement of the nra. and it’s the earliest endorsement they’ve ever given to anybody who ran for president. so i’m very honored by all of that. we are going to appoint justices—this is the best way to help the second amendment. we are going to appoint justices that will feel very strongly about the second amendment, that will not do damage to the second amendment. "
12,WALLACE,"well, let’s pick up on another issue which divides you and the justices that whoever ends up winning this election appoints could have a dramatic effect there, and that’s the issue of abortion. "
13,TRUMP,right. 
14,WALLACE,"mr. trump, you’re pro-life. but i want to ask you specifically: do you want the court, including the justices that you will name, to overturn roe v. wade, which includes—in fact, states—a woman’s right to abortion? "
15,TRUMP,"well, if that would happen, because i am pro-life, and i will be appointing pro-life judges, i would think that that will go back to the individual states. "
16,WALLACE,but i’m asking you specifically. would you like to… 
17,TRUMP,"if they overturned it, it will go back to the states. "
18,WALLACE,"but what i’m asking you, sir, is, do you want to see the court overturn—you just said you want to see the court protect the second amendment. do you want to see the court overturn roe v. wade? "
19,TRUMP,"well, if we put another two or perhaps three justices on, that’s really what’s going to be—that will happen. and that’ll happen automatically, in my opinion, because i am putting pro-life justices on the court. i will say this: it will go back to the states, and the states will then make a determination. "
20,WALLACE,secretary clinton? 
21,HILLARY CLINTON,"well, i strongly support roe v. wade, which guarantees a constitutional right to a woman to make the most intimate, most difficult, in many cases, decisions about her health care that one can imagine. and in this case, it’s not only about roe v. wade. it is about what’s happening right now in america. so many states are putting very stringent regulations on women that block them from exercising that choice to the extent that they are defunding planned parenthood, which, of course, provides all kinds of cancer screenings and other benefits for women in our country. donald has said he’s in favor of defunding planned parenthood. he even supported shutting the government down to defund planned parenthood. i will defend planned parenthood. i will defend roe v. wade, and i will defend women’s rights to make their own health care decisions. "
22,WALLACE,secretary clinton… 
23,HILLARY CLINTON,"and we have come too far to have that turned back now. and, indeed, he said women should be punished, that there should be some form of punishment for women who obtain abortions. and i could just not be more opposed to that kind of thinking. "
24,WALLACE,"i’m going to give you a chance to respond, but i want to ask you, secretary clinton, i want to explore how far you believe the right to abortion goes. you have been quoted as saying that the fetus has no constitutional rights. you also voted against a ban on late-term, partial-birth abortions. why? "
25,HILLARY CLINTON,"because roe v. wade very clearly sets out that there can be regulations on abortion so long as the life and the health of the mother are taken into account. and when i voted as a senator, i did not think that that was the case. the kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make. i have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy. i do not think the united states government should be stepping in and making those most personal of decisions. so you can regulate if you are doing so with the life and the health of the mother taken into account. "
26,WALLACE,"mr. trump, your reaction? and particularly on this issue of late-term, partial-birth abortions. "
27,TRUMP,"well, i think it’s terrible. if you go with what hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby. now, you can say that that’s ok and hillary can say that that’s ok. but it’s not ok with me, because based on what she’s saying, and based on where she’s going, and where she’s been, you can take the baby and rip the baby out of the womb in the ninth month on the final day. and that’s not acceptable. "
28,HILLARY CLINTON,"well, that is not what happens in these cases. and using that kind of scare rhetoric is just terribly unfortunate. you should meet with some of the women that i have met with, women i have known over the course of my life. this is one of the worst possible choices that any woman and her family has to make. and i do not believe the government should be making it. you know, i’ve had the great honor of traveling across the world on behalf of our country. i’ve been to countries where governments either forced women to have abortions, like they used to do in china, or forced women to bear children, like they used to do in romania. and i can tell you: the government has no business in the decisions that women make with their families in accordance with their faith, with medical advice. and i will stand up for that right. "
29,WALLACE,"all right. but just briefly, i want to move on to another segment… "
30,TRUMP,"and, honestly, nobody has business doing what i just said, doing that, as late as one or two or three or four days prior to birth. nobody has that. "
31,WALLACE,"all right. let’s move on to the subject of immigration. and there is almost no issue that separates the two of you more than the issue of immigration. actually, there are a lot of issues that separate the two of you. mr. trump, you want to build a wall. secretary clinton, you have offered no specific plan for how you want to secure our southern border. mr. trump, you are calling for major deportations. secretary clinton, you say that within your first 100 days as president you’re going to offer a package that includes a pathway to citizenship. the question, really, is, why are you right and your opponent wrong? mr. trump, you go first in this segment. you have two minutes. "
32,TRUMP,"well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting in line for many, many years. we need strong borders. in the audience tonight, we have four mothers of—i mean, these are unbelievable people that i’ve gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally. you have thousands of mothers and fathers and relatives all over the country. they’re coming in illegally. drugs are pouring in through the border. we have no country if we have no border. hillary wants to give amnesty. she wants to have open borders. the border—as you know, the border patrol agents, 16,500-plus ice last week, endorsed me. first time they’ve ever endorsed a candidate. it means their job is tougher. but they know what’s going on. they know it better than anybody. they want strong borders. they feel we have to have strong borders. i was up in new hampshire the other day. the biggest complaint they have—it’s with all of the problems going on in the world, many of the problems caused by hillary clinton and by barack obama. all of the problems—the single biggest problem is heroin that pours across our southern border. it’s just pouring and destroying their youth. it’s poisoning the blood of their youth and plenty of other people. we have to have strong borders. we have to keep the drugs out of our country. we are—right now, we’re getting the drugs, they’re getting the cash. we need strong borders. we need absolute—we cannot give amnesty. now, i want to build the wall. we need the wall. and the border patrol, ice, they all want the wall. we stop the drugs. we shore up the border. one of my first acts will be to get all of the drug lords, all of the bad ones—we have some bad, bad people in this country that have to go out. we’re going to get them out; we’re going to secure the border. and once the border is secured, at a later date, we’ll make a determination as to the rest. but we have some bad hombres here, and we’re going to get them out. "
33,WALLACE,"mr. trump, thank you. same question to you, secretary clinton. basically, why are you right and mr. trump is wrong? "
34,HILLARY CLINTON,"well, as he was talking, i was thinking about a young girl i met here in las vegas, carla, who is very worried that her parents might be deported, because she was born in this country but they were not. they work hard, they do everything they can to give her a good life. and you’re right. i don’t want to rip families apart. i don’t want to be sending parents away from children. i don’t want to see the deportation force that donald has talked about in action in our country. we have 11 million undocumented people. they have 4 million american citizen children, 15 million people. he said as recently as a few weeks ago in phoenix that every undocumented person would be subject to deportation. now, here’s what that means. it means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented. and we would then have to put them on trains, on buses to get them out of our country. i think that is an idea that is not in keeping with who we are as a nation. i think it’s an idea that would rip our country apart. i have been for border security for years. i voted for border security in the united states senate. and my comprehensive immigration reform plan of course includes border security. but i want to put our resources where i think they’re most needed: getting rid of any violent person. anybody who should be deported, we should deport them. when it comes to the wall that donald talks about building, he went to mexico, he had a meeting with the mexican president. didn’t even raise it. he choked and then got into a twitter war because the mexican president said we’re not paying for that wall. so i think we are both a nation of immigrants and we are a nation of laws and that we can act accordingly. and that’s why i’m introducing comprehensive immigration reform within the first 100 days with a path to citizenship. "
35,WALLACE,"thank you, secretary clinton. i want to follow up… "
36,TRUMP,"chris, i think it’s… "
37,WALLACE,ok. 
38,TRUMP,"i think i should respond to that. first of all, i had a very good meeting with the president of mexico. very nice man. we will be doing very much better with mexico on trade deals. believe me. the nafta deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody. it’s a disaster. hillary clinton wanted the wall. hillary clinton fought for the wall in 2006 or thereabouts. now, she never gets anything done, so naturally the wall wasn’t built. but hillary clinton wanted the wall. "
39,WALLACE,"well, let me—wait, wait, sir, let me… "
40,TRUMP,we are a country of laws. we either have—and by the way… 
41,WALLACE,"now, wait. i’d like to hear from… "
42,TRUMP,"well—well, but she said one thing. "
43,WALLACE,i’d like to hear—i’d like to hear from secretary clinton. 
44,HILLARY CLINTON,"i voted for border security, and there are… "
45,TRUMP,and the wall. 
46,HILLARY CLINTON,"there are some limited places where that was appropriate. there also is necessarily going to be new technology and how best to deploy that. but it is clear, when you look at what donald has been proposing, he started his campaign bashing immigrants, calling mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants. now, what i am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy will be good, because then employers can’t exploit them and undercut americans’ wages. and donald knows a lot about this. he used undocumented labor to build the trump tower. he underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: “you complain, i’ll get you deported.” i want to get everybody out of the shadows, get the economy working, and not let employers like donald exploit undocumented workers, which hurts them, but also hurts american workers. "
47,WALLACE,mr. trump? 
48,TRUMP,"president obama has moved millions of people out. nobody knows about it, nobody talks about it. but under obama, millions of people have been moved out of this country. they’ve been deported. she doesn’t want to say that, but that’s what’s happened, and that’s what happened big league. as far as moving these people out and moving—we either have a country or we don’t. we’re a country of laws. we either have a border or we don’t. now, you can come back in and you can become a citizen. but it’s very unfair. we have millions of people that did it the right way. they’re on line. they’re waiting. we’re going to speed up the process, big league, because it’s very inefficient. but they’re on line and they’re waiting to become citizens. very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders. you would have a disaster on trade, and you will have a disaster with your open borders. "
49,WALLACE,i want to… 
50,TRUMP,but what she doesn’t say is that president obama has deported millions and millions of people just the way it is. 
51,WALLACE,"secretary clinton, i want to… "
52,HILLARY CLINTON,we will not have open borders. that is… 
53,WALLACE,"well, let me—secretary… "
54,HILLARY CLINTON,that is a rank mischaracterization. 
55,WALLACE,secretary clinton… 
56,HILLARY CLINTON,"we will have secure borders, but we’ll also have reform. and this used to be a bipartisan issue. ronald reagan was the last president… "
57,WALLACE,"secretary clinton, excuse me. secretary clinton. "
58,HILLARY CLINTON,"… to sign immigration reform, and george w. bush supported it, as well. "
59,WALLACE,"secretary clinton, i want to clear up your position on this issue, because in a speech you gave to a brazilian bank, for which you were paid $225,000, we’ve learned from the wikileaks, that you said this, and i want to quote. “my dream is a hemispheric common market with open trade and open borders.” so that’s the question… "
60,TRUMP,thank you. 
61,WALLACE,"that’s the question. please quiet, everybody. is that your dream, open borders? "
62,HILLARY CLINTON,"well, if you went on to read the rest of the sentence, i was talking about energy. you know, we trade more energy with our neighbors than we trade with the rest of the world combined. and i do want us to have an electric grid, an energy system that crosses borders. i think that would be a great benefit to us. but you are very clearly quoting from wikileaks. and what’s really important about wikileaks is that the russian government has engaged in espionage against americans. they have hacked american websites, american accounts of private people, of institutions. then they have given that information to wikileaks for the purpose of putting it on the internet. this has come from the highest levels of the russian government, clearly, from putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election. so i actually think the most important question of this evening, chris, is, finally, will donald trump admit and condemn that the russians are doing this and make it clear that he will not have the help of putin in this election, that he rejects russian espionage against americans, which he actually encouraged in the past. those are the questions we need answered. we’ve never had anything like this happen in any of our elections before. "
63,WALLACE,well? 
64,TRUMP,"that was a great pivot off the fact that she wants open borders, ok? how did we get on to putin? "
65,WALLACE,"hold on—hold on, wait. hold on, folks. because we—this is going to end up getting out of control. let’s try to keep it quiet so—for the candidates and for the american people. "
66,TRUMP,so just to finish on the borders… 
67,WALLACE,yes? 
68,TRUMP,"she wants open borders. people are going to pour into our country. people are going to come in from syria. she wants 550 percent more people than barack obama, and he has thousands and thousands of people. they have no idea where they come from. and you see, we are going to stop radical islamic terrorism in this country. she won’t even mention the words, and neither will president obama. so i just want to tell you, she wants open borders. now we can talk about putin. i don’t know putin. he said nice things about me. if we got along well, that would be good. if russia and the united states got along well and went after isis, that would be good. he has no respect for her. he has no respect for our president. and i’ll tell you what: we’re in very serious trouble, because we have a country with tremendous numbers of nuclear warheads—1,800, by the way—where they expanded and we didn’t, 1,800 nuclear warheads. and she’s playing chicken. look, putin… "
69,WALLACE,"wait, but… "
70,TRUMP,"… from everything i see, has no respect for this person. "
71,HILLARY CLINTON,"well, that’s because he’d rather have a puppet as president of the united states. "
72,TRUMP,no puppet. no puppet. 
73,HILLARY CLINTON,and it’s pretty clear… 
74,TRUMP,you’re the puppet! 
75,HILLARY CLINTON,it’s pretty clear you won’t admit… 
76,TRUMP,"no, you’re the puppet. "
77,HILLARY CLINTON,"… that the russians have engaged in cyberattacks against the united states of america, that you encouraged espionage against our people, that you are willing to spout the putin line, sign up for his wish list, break up nato, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race. so i think that this is such an unprecedented situation. we’ve never had a foreign government trying to interfere in our election. we have 17—17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the kremlin and they are designed to influence our election. i find that deeply disturbing. "
78,WALLACE,secretary clinton… 
79,HILLARY CLINTON,and i think it’s time you take a stand… 
80,TRUMP,"she has no idea whether it’s russia, china, or anybody else. "
81,HILLARY CLINTON,i am not quoting myself. 
82,TRUMP,she has no idea. 
83,HILLARY CLINTON,i am quoting 17… 
84,TRUMP,"hillary, you have no idea. "
85,HILLARY CLINTON,… 17 intelligence—do you doubt 17 military and civilian… 
86,TRUMP,and our country has no idea. 
87,HILLARY CLINTON,… agencies. 
88,TRUMP,"yeah, i doubt it. i doubt it. "
89,HILLARY CLINTON,"well, he’d rather believe vladimir putin than the military and civilian intelligence professionals who are sworn to protect us. i find that just absolutely…[crosstalk] "
90,TRUMP,she doesn’t like putin because putin has outsmarted her at every step of the way. 
91,WALLACE,mr. trump… 
92,TRUMP,excuse me. putin has outsmarted her in syria. 
93,WALLACE,mr. trump…[crosstalk] 
94,TRUMP,he’s outsmarted her every step of the way. 
95,WALLACE,"i’m not a potted plant here, i do get to ask some questions. "
96,TRUMP,"yes, that’s fine. "
97,WALLACE,"and i would like to ask you this direct question. the top national security officials of this country do believe that russia has been behind these hacks. even if you don’t know for sure whether they are, do you condemn any interference by russia in the american election? "
98,TRUMP,by russia or anybody else. 
99,WALLACE,you condemn their interference? 
100,TRUMP,of course i condemn. of course i—i don’t know putin. i have no idea. 
101,WALLACE,i’m not asking—i’m asking do you condemn? 
102,TRUMP,"i never met putin. this is not my best friend. but if the united states got along with russia, wouldn’t be so bad. let me tell you, putin has outsmarted her and obama at every single step of the way. whether it’s syria, you name it. missiles. take a look at the “startup” that they signed. the russians have said, according to many, many reports, i can’t believe they allowed us to do this. they create warheads, and we can’t. the russians can’t believe it. she has been outsmarted by putin. and all you have to do is look at the middle east. they’ve taken over. we’ve spent $6 trillion. they’ve taken over the middle east. she has been outsmarted and outplayed worse than anybody i’ve ever seen in any government whatsoever. "
103,WALLACE,"we’re a long way away from immigration, but i’m going to let you finish this topic. you got about 45 seconds. "
104,TRUMP,and she always will be. 
105,HILLARY CLINTON,"i—i find it ironic that he’s raising nuclear weapons. this is a person who has been very cavalier, even casual about the use of nuclear weapons. he’s… "
106,TRUMP,wrong. 
107,HILLARY CLINTON,"… advocated more countries getting them, japan, korea, even saudi arabia. he said, well, if we have them, why don’t we use them, which i think is terrifying. but here’s the deal. the bottom line on nuclear weapons is that when the president gives the order, it must be followed. there’s about four minutes between the order being given and the people responsible for launching nuclear weapons to do so. and that’s why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust donald trump with the nuclear codes or to have his finger on the nuclear button. "
108,TRUMP,i have 200 generals… 
109,WALLACE,very quickly. 
110,TRUMP,"… and admirals, 21 endorsing me, 21 congressional medal of honor recipients. as far as japan and other countries, we are being ripped off by everybody in the—we’re defending other countries. we are spending a fortune doing it. they have the bargain of the century. all i said is, we have to renegotiate these agreements, because our country cannot afford to defend saudi arabia, japan, germany, south korea, and many other places. we cannot continue to afford—she took that as saying nuclear weapons. "
111,WALLACE,ok. 
112,TRUMP,"look, she’s been proven to be a liar on so many different ways. this is just another lie. "
113,HILLARY CLINTON,"well, i’m just quoting you when you were asked… "
114,TRUMP,there’s no quote. you’re not going to find a quote from me. 
115,HILLARY CLINTON,"… about a potential nuclear—nuclear competition in asia, you said, you know, go ahead, enjoy yourselves, folks. that kind… "
116,TRUMP,and defend yourselves. 
117,HILLARY CLINTON,… of language—well… 
118,TRUMP,and defend yourselves. i didn’t say nuclear. and defend yourself. 
119,HILLARY CLINTON,"the united states has kept the peace—the united states has kept the peace through our alliances. donald wants to tear up our alliances. i think it makes the world safer and, frankly, it makes the united states safer. i would work with our allies in asia, in europe, in the middle east, and elsewhere. that’s the only way we’re going to be able to keep the peace. "
120,WALLACE,"we’re going to—no, we are going to move on to the next topic, which is the economy. and i hope we handle that as well as we did immigration. you also have very different ideas about how to get the economy growing faster. secretary clinton, in your plan, government plays a big role. you see more government spending, more entitlements, more tax credits, more tax penalties. mr. trump, you want to get government out with lower taxes and less regulation. "
121,TRUMP,yes. 
122,WALLACE,"we’re going to drill down into this a little bit more. but in this overview, please explain to me why you believe that your plan will create more jobs and growth for this country and your opponent’s plan will not. in this round, you go first, secretary clinton. "
123,HILLARY CLINTON,"well, i think when the middle class thrives, america thrives. and so my plan is based on growing the economy, giving middle-class families many more opportunities. i want us to have the biggest jobs program since world war ii, jobs in infrastructure and advanced manufacturing. i think we can compete with high-wage countries, and i believe we should. new jobs and clean energy, not only to fight climate change, which is a serious problem, but to create new opportunities and new businesses. i want us to do more to help small business. that’s where two-thirds of the new jobs are going to come from. i want us to raise the national minimum wage, because people who live in poverty should not—who work full-time should not still be in poverty. and i sure do want to make sure women get equal pay for the work we do. i feel strongly that we have to have an education system that starts with preschool and goes through college. that’s why i want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future. i want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that i worked on with bernie sanders is enacted. and we’re going to work hard to make sure that it is, because we are going to go where the money is. most of the gains in the last years since the great recession have gone to the very top. so we are going to have the wealthy pay their fair share. we’re going to have corporations make a contribution greater than they are now to our country. that is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs. by contrast, donald’s plan has been analyzed to conclude it might lose 3.5 million jobs. why? because his whole plan is to cut taxes, to give the biggest tax breaks ever to the wealthy and to corporations, adding $20 trillion to our debt, and causing the kind of dislocation that we have seen before, because it truly will be trickle-down economics on steroids. so the plan i have i think will actually produce greater opportunities. the plan he has will cost us jobs and possibly lead to another great recession. "
124,WALLACE,"secretary, thank you. mr. trump, why will your plan create more jobs and growth than secretary clinton’s? "
125,TRUMP,"well, first of all, before i start on my plan, her plan is going to raise taxes and even double your taxes. her tax plan is a disaster. and she can say all she wants about college tuition. and i’m a big proponent. we’re going to do a lot of things for college tuition. but the rest of the public’s going to be paying for it. we will have a massive, massive tax increase under hillary clinton’s plan. but i’d like to start off where we left, because when i said japan and germany, and i’m—not to single them out, but south korea, these are very rich, powerful countries. saudi arabia, nothing but money. we protect saudi arabia. why aren’t they paying? she immediately—when she heard this, i questioned it, and i questioned nato. why aren’t the nato questioned—why aren’t they paying? because they weren’t paying. since i did this—this was a year ago—all of a sudden, they’re paying. and i’ve been given a lot—a lot of credit for it. all of a sudden, they’re starting to pay up. they have to pay up. we’re protecting people, they have to pay up. and i’m a big fan of nato. but they have to pay up. she comes out and said, we love our allies, we think our allies are great. well, it’s awfully hard to get them to pay up when you have somebody saying we think how great they are. we have to tell japan in a very nice way, we have to tell germany, all of these countries, south korea, we have to say, you have to help us out. we have, during his regime, during president obama’s regime, we’ve doubled our national debt. we’re up to $20 trillion. so my plan—we’re going to renegotiate trade deals. we’re going to have a lot of free trade. we’re going to have free trade, more free trade than we have right now. but we have horrible deals. our jobs are being taken out by the deal that her husband signed, nafta, one of the worst deals ever. our jobs are being sucked out of our economy. you look at all of the places that i just left, you go to pennsylvania, you go to ohio, you go to florida, you go to any of them. you go upstate new york. our jobs have fled to mexico and other places. we’re bringing our jobs back. i am going to renegotiate nafta. and if i can’t make a great deal—then we’re going to terminate nafta and we’re going to create new deals. we’re going to have trade, but we’re going—we’re going to terminate it, we’re going to make a great trade deal. and if we can’t, we’re going to do it—we’re going to go a separate way, because it has been a disaster. we are going to cut taxes massively. we’re going to cut business taxes massively. they’re going to start hiring people. we’re going to bring the $2.5 trillion… "
126,WALLACE,"time, mr. trump. "
127,TRUMP,"… that’s offshore back into the country. we are going to start the engine rolling again, because… "
128,WALLACE,mr. trump? 
129,TRUMP,"… right now, our country is dying at 1 percent gdp. "
130,HILLARY CLINTON,"well, let me translate that, if i can, chris, because… "
131,TRUMP,you can’t. 
132,HILLARY CLINTON,"… the fact is, he’s going to advocate for the largest tax cuts we’ve ever seen, three times more than the tax cuts under the bush administration. i have said repeatedly throughout this campaign: i will not raise taxes on anyone making $250,000 or less. i also will not add a penny to the debt. i have costed out what i’m going to do. he will, through his massive tax cuts, add $20 trillion to the debt. well, he mentioned the debt. we know how to get control of the debt. when my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt. when president obama came into office, he inherited the worst economic disaster since the great depression. he has cut the deficit by two-thirds. so, yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people. so i do have investments, investments in new jobs, investments in education, skill training, and the opportunities for people to get ahead and stay ahead. that’s the kind of approach that will work. "
133,WALLACE,secretary… 
134,HILLARY CLINTON,"cutting taxes on the wealthy, we’ve tried that. it has not worked the way that it has been promised. "
135,WALLACE,"secretary clinton, i want to pursue your plan, because in many ways it is similar to the obama stimulus plan in 2009, which has led to the slowest gdp growth since 1949. "
136,TRUMP,correct. 
137,WALLACE,"thank you, sir. you told me in july when we spoke that the problem is that president obama didn’t get to do enough in what he was trying to do with his stimulus. so is your plan basically more—even more of the obama stimulus? "
138,HILLARY CLINTON,"well, it’s a combination, chris. and let me say that when you inherit the level of economic catastrophe that president obama inherited, it was a real touch-and-go situation. i was in the senate before i became secretary of state. i’ve never seen people as physically distraught as the bush administration team was because of what was happening to the economy. i personally believe that the steps that president obama took saved the economy. he doesn’t get the credit he deserves for taking some very hard positions. but it was a terrible recession. so now we’ve dug ourselves out of it, we’re standing, but we’re not yet running. so what i am proposing is that we invest from the middle out and the ground up, not the top down. that is not going to work. that’s why what i have put forward doesn’t add a penny to the debt, but it is the kind of approach that will enable more people to take those new jobs, higher-paying jobs. we’re beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs. we’ve got to do more to get the whole economy moving, and that’s what i believe i will be able to do. "
139,WALLACE,"mr. trump, even conservative economists who have looked at your plan say that the numbers don’t add up, that your idea, and you’ve talked about 25 million jobs created, 4 percent… "
140,TRUMP,over a 10-year period. 
