,Speaker,Response
37,GORE,"we have huge difference between us on this question. i’d like to start by telling you what my vision is. i see a day in the united states of america where all of our public schools are considered excellent, world class. where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student. now that means recruiting new teachers for the public schools. it means in my plan hiring bonuses to get 100,000 new teachers in the public schools within the next four years. it means also helping local school districts that sometimes find the parents of school age children outvoted on bond issues, to give them some help with interest-free bonding authority so that we can build new schools and modernize the classrooms. we need to give teachers the training and professional development that they need, including a paid time off to go visit the classroom of a master teacher to pick up some new skills. i want to give every middle-class family a $10,000 a year tax deduction for college tuition so that middle-class families will always be able to send their kids on to college. i want to work for universal free school because we know from all the studies that the youngsters learn, kids learn more in the first few years of life than any where else. now, i said there was a contrast. governor bush is for vouchers, and in his plan he proposes to drain more money, more taxpayer money out of the public schools for private school vouchers than all of the money that he proposes in his entire budget for public schools themselves. and only one in 20 students would be eligible for these vouchers, and they wouldn’t even pay the full tuition to private school. i think that’s a mistake. i don’t think we should give up on the private schools and leave kids trapped in failing schools. i think we — i think we should make it the number one priority to make our schools the best in the world, all of them. "
38,MODERATOR,"governor, what is your position on that? "
39,GEORGE W. BUSH,"yeah, i appreciate that. i think any time we end with one of these attacks, it’s appropriate to respond. here’s what i think. first of all, vouchers are up to states. if you want to do a voucher program in missouri, fine. i strongly believe in local control of schools. i’m a governor of state and i don’t like it when the federal government tells us what to do. i believe in local control of schools. but here’s what i said. i’ve said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning. what’s unreasonable about that? we expect there to be standards met and we expect there to be measurement. and if we find success we’ll praise it. but when we find children trapped in schools that will not change and will not teach, instead of saying oh, this is okay in america just to shuffle poor kids through schools, there has to be a consequence. and the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school. you see, there has to be a consequence. we’ve got a society that says hey, the status quo is fine, just move them through. and guess who suffers. "
40,MODERATOR,"what’s the harm on that, what’s the other side on that? "
41,GORE,"well, the program that he’s proposing is not the one that he just described. described under your plan, governor bush, states would be required to pay vouchers to students to match the vouchers so that the federal government would put up. now, you’re — and the way it would happen is that under his plan, if a school was designated as failing, the kids would be trapped there for another three years and then some of them would get federal vouchers and the state would be forced to match those, that money. under my plan, if a school is failing, we work with the states to give them the authority and the resources to close down that school and reopen it right away with a new principal, a new faculty, a turn-around team of specialists who know what they’re doing. it’s based on the plan of governor jim hunt in north carolina, and it works great. "
42,MODERATOR,so no vouchers under — in a gore administration? 
43,GORE,"if i thought that there was no alternative, then i might feel differently. but i have an obligation to fight to make sure there are no failing schools. we have to turn around — most schools are excellent, but we have to make sure that all of them are. "
44,MODERATOR,"andrew kosberg has a related question on education that’s right on this subject. mr. kosberg, where are you? and it’s for vice president gore. "
45,MEMBER OF AUDIENCE,"mr. vice president, in a school district in which i work and in countless others across the nation, we face crumbling school buildings, increased school violence, student apathy, overcrowding, lack of funding, lawsuits, the list goes on. i could mention low teacher pay but i won’t. what can you tell me and my fellow american teachers today about your plans for our immediate future? "
46,GORE,what grade do you teach? 
47,MODERATOR,"that’s a violation of your rule, vice president gore. "
48,GORE,"high school. i mentioned before that the local communities are having a harder time passing bond issues. traditionally, if you’ve been involved in a campaign like that, you know that the parents with kids in school are the ones that turn out and vote. it’s ironic that there are now — there is now a smaller percentage of the voters made up of parents with children than ever in american history because of the aging of our population, but at the same time we’ve got the largest generation of students in public schools ever. more than 90% of america’s children go to public schools. and it’s the largest number ever this year and they’ll break the record next year and every year for ten years running. we’ve got to do something about this. and local — it’s not enough to leave it up to the local school districts. they’re not able to do it and our future depends upon it. look, we’re in an information age. our economic future depends upon whether or not our children are going to get the kind of education that lets them go on to college. and again, i want to make it possible for all middle-class families to send their kids to college and more pell grants for those who are in the lower income groups also, and then i want to make sure that we have job training on top of that and lifelong learning, but it all starts with the public school teachers. my proposal gives $10,000 hiring bonuses for those teachers who are — who get certified to teach in the areas where they’re most needed. now, accountability, we basically agree on accountability. my plan requires testing of all students. it also requires something that governor bush’s plan doesn’t. it requires testing of all new teachers, including in the subjects that they teach. we have to start treating teachers like the professionals that they are, and give them the respect and the kind of quality of life that will draw more people into teaching because we need a lot more teachers. "
49,MODERATOR,"governor bush, two minutes. "
50,GEORGE W. BUSH,"when you total up all the federal spending he wants to do, it’s the largest increase in federal spending in years. and there’s just not going to be enough money. i have been a governor of a big state, i have made education my number one priority. that’s what governors ought to do. they ought to say this is the most important thing we do as a state. the federal government puts about 6% of the money up. they put about, you know, 60% of the strings where you have to fill out the paperwork. i don’t know if you have to be a paperwork filler-outer, but most of it’s because of the federal government. what i want to do is to send flexibility and authority to the local folks so you can choose what to do with the money. one size does not fit all. i worry about federalizing education if i were you. i believe strongly that the federal government can help, we need to fund headstart. we need to have accountability. the vice president’s plan does not have annual accountability, third grade, fourth grade, fifth grade. we need to demand on results. i believe strongly in a teacher protection act like i mentioned. i hear from teachers all the time about the lawsuits and the threats, respect in the classroom. part of it’s because you can’t — you can’t control the classroom. you can’t have a consequence for somebody without fear of getting sued under federal law. so i’m going to ask the congress to pass a teacher protection act. so i believe in flexibility, i believe in a national reading initiative for local districts to access with k through 2 diagnostic testing, curriculum that works, phonics works, by the way, it needs to be a part of our curriculum. there needs to be flexibility for teacher training and teacher hiring with federal money. the federal government can be a part, but don’t fall prey to all this stuff about money here and money there because education is really funded at the local level. 94% comes from the local level. "
51,MODERATOR,"vice president gore, is the governor right when he says that you’re proposing the largest federal spending in years? "
52,GORE,"absolutely not. absolutely not. i’m so glad that i have the chance to knock that down. look, the problem is that under governor bush’s plan, $1.6 trillion tax cut, mostly to the wealthy, under his own budget numbers, he proposes spending more money for a tax cut just for the wealthiest 1% than all the new money he budgets for education, health care and national defense combined. now under my plan we’ll balance the budget every year. i’m not just saying this. i’m not just talking. i have helped to balance the budget for the first time in 30 years, paid down the debt. and under my plan, in four years, as the percentage of our gross domestic product, federal spending will be the smallest that it has been in 50 years. one reason is, you know, the third biggest spending item in our budget is interest on the national debt? we get nothing for it. we keep the good faith and credit of the united states. i will pay down the debt every single year until it is eliminated early in the next decade. that gets rid of the third biggest intrusion of the federal government in our economy. now, because the governor has all this money for a tax cut mostly to the wealthy, there is no money left over, so schools get testing and lawsuit reform and not much else. "
53,MODERATOR,"governor, the vice president says you’re wrong. "
54,GEORGE W. BUSH,"well, he’s wrong. (laughter) just add up all the numbers. it’s three times bigger than what president clinton proposed. the senate budget committee — "
55,MODERATOR,"three times — excuse me, three times bigger than what president clinton proposed? "
56,GORE,"that was in an ad, jim, that was knocked down by the journalists who analyzed the ad and said it was misleading. "
57,GEORGE W. BUSH,my turn? 
58,MODERATOR,"yes, sir. "
59,GEORGE W. BUSH,"forget the journalists. he proposed more than walter mondale and michael dukakis combined. this is a big spender. and he ought to be proud of it, it’s part of his record. we just have a different philosophy. let me talk about tax relief. if you pay taxes, you ought to get tax relief. the vice president believes only the right people ought to get tax relief. i don’t think that’s the role of the president to pick you’re right and you’re not right. i think if you’re going to have tax relief, everybody ought to get it. and therefore, wealthy people are going to get it. but the top 1% will end up paying one-third of the taxes in america and they get one-fifth of the benefits. and that’s because we structured the plan so that six million additional american families pay no taxes. if you’re a family of four making $50,000 in missouri, you get a 50% cut in your federal income taxes. what i’ve done is set priorities and funded them. and there’s extra money. and i believe the people who pay the bills ought to get some money back. it’s a difference of opinion. he wants to grow the government and i trust you with your own money. i wish we could spend an hour talking about trusting people. it’s just the right position to take. "
60,GORE,can we take the time — 
61,MODERATOR,"governor — yeah, hold on one second here, thought. the governor just reversed the thing. what do you say specifically to what the vice president said tonight, he said it many, many times, that your tax cut benefits the top 1% of the wealthiest americans, and you’ve heard what he said. "
62,GEORGE W. BUSH,"of course it does. if you pay taxes, you are going to get a benefit. people who pay taxes will get tax relief. "
63,MODERATOR,all right. why shouldn’t they? 
64,GEORGE W. BUSH,"let me finish. under my plan, if you make — the top — the wealthy people pay 62% of the taxes today. afterwards they pay 64%. this is a fair plan. you know why? because the tax code is unfair for people at the bottom end of the economic ladder. if you’re a single mother making $22,000 a year today and you’re trying to raise two children, for every additional dollar you earn you pay a higher marginal rate on that dollar than someone making $200,000, and that’s not right. so i want to do something about that. "
65,MODERATOR,vice president gore? 
66,GORE,"yeah, look. look, this isn’t about governor bush, it’s not about me. it is about you. and i want to come back to something i said before. if you want somebody who believes that we were better off eight years ago than we are now and that we ought to go back to the kind of policies that we had back then, emphasizing tax cuts mainly for the wealthy, here is your man. if you want somebody who will fight for you and who will fight to have middle-class tax cuts, then i am your man. i want to be. now, i doubt anybody here makes more than $330,000 a year. i won’t ask you, but if you do, you’re in the top 1%. "
67,MODERATOR,it would be a violation of the rules. they couldn’t — 
68,GORE,"i’m not going to ask them. but if everyone here in this audience was dead on in the middle of the middle-class, then the tax cuts for every single one of you all added up would be less than the tax cut his plan would give to just one member of that top wealthiest 1%. now you judge for yourselves whether or not that’s fair. "
69,MODERATOR,"quick, and then we’re moving on. "
70,GEORGE W. BUSH,good. 50 million americans get no tax relief under his plan. 
71,GORE,that’s not right. 
72,GEORGE W. BUSH,"you may not be one of them, you’re just not one of the right people. and secondly, we’ve had enough fighting. it’s time to unite. you talk about eight years? in eight years they haven’t gotten anything done on medicare, on social security, a patient’s bill of rights. it’s time to get something done. "
73,GORE,"hey, i’ve got to answer that, jim. "
74,MODERATOR,all right. 
75,GORE,"medicare — i cast the tie-breaking vote to add 26 years to the life of medicare. it was due to go bankrupt in 1999 and that 50 million figure again, the newspapers — i said — you said forget the journalists, but they are the keepers of the score card and whether or not you’re using facts that aren’t right. and that fact is just not right. "
76,MODERATOR,"speaking of keepers of the score card, that’s what i’m trying to do here mr. vice president and governor bush. we’re gonna move on. we’re gonna have to move on. all right, there were 12 questions on foreign and military matters, and the first one that we’re going to ask will be directed to you, governor bush. and david norwood is going to ask it. mr. norwood, where are you? there you are. "
77,MEMBER OF AUDIENCE,what would you make — what would make you the best candidate in office during the middle east crisis? 
78,GEORGE W. BUSH,"i’ve been a leader. i’ve been a person who has to set a clear vision and convince people to follow. i’ve got a strategy for the middle east. and first let me say that our nation now needs to speak with one voice during this time, and i applaud the president for working hard to diffuse tensions. our nation needs to be credible and strong. when we say we’re somebody’s friend, everybody has got to believe it. israel is our friend and we’ll stand by israel. we need to reach out to moderate arab nations as well to build coalitions to keep the peace. i also need — the next leader needs to be patient. we can’t put the middle east peace process on our timetable. it’s got to be on the timetable of the people that we’re trying to bring to the peace table. we can’t dictate the terms of peace, which means that you have to be steady. you can’t worry about polls or focus groups. you’ve got to have a clear vision. that’s what a leader does. a leader also understands that the united states must be strong to keep the peace. saddam hussein still is a threat in the middle east. our coalition against saddam is unraveling. sanctions are loosened. the man who may be developing weapons of mass destruction, we don’t know because inspectors aren’t in. so to answer your question, it requires a clear vision, a willingness to stand by our friends, and the credibility for people both friend and foe to understand when america says something, we mean it. "
79,MODERATOR,vice president gore? 
80,GORE,"i see a future when the world is at peace, with the united states of america promoting the values of democracy and human rights and freedom all around the world. even in iran they have had an election that began to bring about some change. we stand for those values and we have to be willing to assert them. right now our military is the strongest in the entire history of the world. i will — i pledge to you i will do whatever is necessary to make sure that it stays that way. now, what can i bring to that challenge? when i was a young man, my father was a senator opposed to the vietnam war. when i graduated from college, there were plenty of fancy ways to get out of going and being a part of that. i went and i volunteered, and i went to vietnam. i didn’t do the most or run the greatest risk by a long shot, but i learned what it was like to be an enlisted man in the united states army. in the congress, in the house of representatives, i served on the house intelligence committee and i worked hard to learn the subject of nuclear arms control and how we can diffuse these tensions and deal with non-proliferation and deal with the problems of terrorism and these new weapons of mass destruction. look, we’re gonna face some serious new challenges in the next four years. i’ve worked on that long and hard. when i went to the united states senate, i asked for an assignment to the armed services committee. and while i was there i worked on a bipartisan basis, as i did in the house, i worked with former president reagan on the modernization of our strategic weaponry. in the senate i was one of only ten democrats, along with senator joe lieberman, to support governor bush’s dad in the persian gulf war resolution. and for the last eight years i’ve served on the national security council. can i say just one other thing here? "
81,MODERATOR,"no, sir. we’ll get that — i’m gonna — the next question is to you. "
82,GORE,"fine, i’ll wait. "
83,MODERATOR,it’s a related — it’s a related question that is going to be asked by kenneth allen. mr. allen? 
84,GORE,"i think he gets a — oh, i’m sorry, you’re right, go ahead. "
85,MODERATOR,"mr. allen, right there. "
86,MEMBER OF AUDIENCE,"mr. vice president, today our military forces are stretched thinner and doing more than they have ever done before during peacetime. i would like to know what you are — i think we would all like to know what you as president would do to ensure proper resourcing for the current mission and/or more selectively choosing the time and place that our forces will be used around the world. "
87,GORE,"thank you, sir. just to finish briefly, i started to say that for the last eight years i’ve been on the national security council. last week i broke up — i suspended campaigning for two days, or parts of two days, to go back and participate in the meetings that charted the president’s summit meeting that he just returned from earlier today. and our team of — our country’s team over there did a great job. it’s a difficult situation. the united states has to be strong in order to make sure that we can help promote peace and security and stability. and that means keeping our military strong. now, i said earlier that we are the strongest military, but we need to continue improving readiness and making sure that our military personnel are adequately paid and that the combination of their pay and their benefits and their retirement as veterans is comparable to the stiff competition that’s coming in this strong economy from the private sector. and i have supported the largest pay raise in many a year, and i support another one now. i also support modernization of our strategic and tactical weaponry. the governor has proposed skipping a generation of technology. i think that would be a mistake, because i think one of the ways we’ve been able to be so successful in kosovo and bosnia and haiti and in other places is by having the technological edge. you know, we won that conflict in kosovo without losing a single human life in combat, a single american life in combat. now, readiness. the trends before we — before i got my current job were on the decline, the number of divisions were reduced. i argued that we should reverse that trend and take it back up. and i’m happy to tell you that we have. now, in my budget for the next ten years i propose $100 billion for this purpose. the governor proposes $45 billion. i propose more than twice as much because i think it’s needed. "
88,MODERATOR,"governor bush, two minutes. "
89,GEORGE W. BUSH,"if this were a spending contest, i would come in second. i readily admit i’m not going to grow the size of the federal government like he is. your question was deployment. it must be in the national interests, must be in our vital interests whether we ever send troops. the mission must be clear. soldiers must understand why we’re going. the force must be strong enough so that the mission can be accomplished. and the exit strategy needs to be well-defined. i’m concerned that we’re overdeployed around the world. see, i think the mission has somewhat become fuzzy. should i be fortunate enough to earn your confidence, the mission of the united states military will be to be prepared and ready to fight and win war. and therefore prevent war from happening in the first place. there may be some moments when we use our troops as peacekeepers, but not often. the vice president mentioned my view of long-term for the military. i want to make sure the equipment for our military is the best it can possibly be, of course. but we have an opportunity — we have an opportunity to use our research and development capacities, the great technology of the united states, to make our military lighter, harder to find, more lethal. we have an opportunity, really, if you think about it, if we’re smart and have got a strategic vision and a leader who understands strategic planning, to make sure that we change the terms of the battlefield of the future so we can keep the peace. this is a peaceful nation, and i intend to keep the peace. spending money is one thing. but spending money without a strategic plan can oftentimes be wasted. first thing i’m going to do is ask the secretary of defense to develop a plan so we are making sure we’re not spending our money on political projects, but on projects to make sure our soldiers are well-paid, well-housed, and have the best equipment in the world. "
90,MODERATOR,"governor bush, another kind of gun question. it will be asked by robert lutz. mr. lutz? "
91,MEMBER OF AUDIENCE,governor bush — 
92,GEORGE W. BUSH,"yes, sir. "
93,MEMBER OF AUDIENCE,would just like to know what is your opposition to the brady handgun bill? 
