,Speaker,Response
10,KERRY,"well, where do you want me to begin? first of all, he made the misjudgment of saying to america that he was going to build a true alliance, that he would exhaust the remedies of the united nations and go through the inspections. in fact, he first didn’t even want to do that. and it wasn’t until former secretary of state jim baker and general scowcroft and others pushed publicly and said you’ve got to go to the u.n., that the president finally changed his mind — his campaign has a word for that — and went to the united nations. now, once there, we could have continued those inspections. we had saddam hussein trapped. he also promised america that he would go to war as a last resort. those words mean something to me, as somebody who has been in combat. “last resort.” you’ve got to be able to look in the eyes of families and say to those parents, “i tried to do everything in my power to prevent the loss of your son and daughter.” i don’t believe the united states did that. and we pushed our allies aside. and so, today, we are 90 percent of the casualties and 90 percent of the cost: $200 billion — $200 billion that could have been used for health care, for schools, for construction, for prescription drugs for seniors, and it’s in iraq. and iraq is not even the center of the focus of the war on terror. the center is afghanistan, where, incidentally, there were more americans killed last year than the year before; where the opium production is 75 percent of the world’s opium production; where 40 to 60 percent of the economy of afghanistan is based on opium; where the elections have been postponed three times. the president moved the troops, so he’s got 10 times the number of troops in iraq than he has in afghanistan, where osama bin laden is. does that mean that saddam hussein was 10 times more important than osama bin laden — than, excuse me, saddam hussein more important than osama bin laden? i don’t think so. "
11,LEHRER,"ninety-second response, mr. president. "
12,GEORGE W. BUSH,"my opponent looked at the same intelligence i looked at and declared in 2002 that saddam hussein was a grave threat. he also said in december of 2003 that anyone who doubts that the world is safer without saddam hussein does not have the judgment to be president. i agree with him. the world is better off without saddam hussein. i was hoping diplomacy would work. i understand the serious consequences of committing our troops into harm’s way. it’s the hardest decision a president makes. so i went to the united nations. i didn’t need anybody to tell me to go to the united nations. i decided to go there myself. and i went there hoping that, once and for all, the free world would act in concert to get saddam hussein to listen to our demands. they passed the resolution that said, “disclose, disarm, or face serious consequences.” i believe, when an international body speaks, it must mean what it says. saddam hussein had no intention of disarming. why should he? he had 16 other resolutions and nothing took place. as a matter of fact, my opponent talks about inspectors. the facts are that he was systematically deceiving the inspectors. that wasn’t going to work. that’s kind of a pre-september 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place. he was hoping we’d turn away. but there was fortunately others beside myself who believed that we ought to take action. we did. the world is safer without saddam hussein. "
13,LEHRER,"new question, mr. president. two minutes. what about senator kerry’s point, the comparison he drew between the priorities of going after osama bin laden and going after saddam hussein? "
14,GEORGE W. BUSH,"jim, we’ve got the capability of doing both. as a matter of fact, this is a global effort. we’re facing a group of folks who have such hatred in their heart, they’ll strike anywhere, with any means. and that’s why it’s essential that we have strong alliances, and we do. that’s why it’s essential that we make sure that we keep weapons of mass destruction out of the hands of people like al qaida, which we are. but to say that there’s only one focus on the war on terror doesn’t really understand the nature of the war on terror. of course we’re after saddam hussein — i mean bin laden. he’s isolated. seventy-five percent of his people have been brought to justice. the killer — the mastermind of the september 11th attacks, khalid sheik mohammed, is in prison. we’re making progress. but the front on this war is more than just one place. the philippines — we’ve got help — we’re helping them there to bring — to bring al qaida affiliates to justice there. and, of course, iraq is a central part in the war on terror. that’s why zarqawi and his people are trying to fight us. their hope is that we grow weary and we leave. the biggest disaster that could happen is that we not succeed in iraq. we will succeed. we’ve got a plan to do so. and the main reason we’ll succeed is because the iraqis want to be free. i had the honor of visiting with prime minister allawi. he’s a strong, courageous leader. he believes in the freedom of the iraqi people. he doesn’t want u.s. leadership, however, to send mixed signals, to not stand with the iraqi people. he believes, like i believe, that the iraqis are ready to fight for their own freedom. they just need the help to be trained. there will be elections in january. we’re spending reconstruction money. and our alliance is strong. that’s the plan for victory. and when iraq if free, america will be more secure. "
15,LEHRER,"senator kerry, 90 seconds. "
16,KERRY,"the president just talked about iraq as a center of the war on terror. iraq was not even close to the center of the war on terror before the president invaded it. the president made the judgment to divert forces from under general tommy franks from afghanistan before the congress even approved it to begin to prepare to go to war in iraq. and he rushed the war in iraq without a plan to win the peace. now, that is not the judgment that a president of the united states ought to make. you don’t take america to war unless have the plan to win the peace. you don’t send troops to war without the body armor that they need. i’ve met kids in ohio, parents in wisconsin places, iowa, where they’re going out on the internet to get the state-of-the-art body gear to send to their kids. some of them got it for a birthday present. i think that’s wrong. humvees — 10,000 out of 12,000 humvees that are over there aren’t armored. and you go visit some of those kids in the hospitals today who were maimed because they don’t have the armament. this president just — i don’t know if he sees what’s really happened over there. but it’s getting worse by the day. more soldiers killed in june than before. more in july than june. more in august than july. more in september than in august. and now we see beheadings. and we got weapons of mass destruction crossing the border every single day, and they’re blowing people up. and we don’t have enough troops there. "
17,GEORGE W. BUSH,can i respond to that? 
18,LEHRER,let’s do one of these one-minute extensions. you have 30 seconds. 
19,GEORGE W. BUSH,"thank you, sir. first of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it’s the wrong war at the wrong time at the wrong place. i don’t see how you can lead this country to succeed in iraq if you say wrong war, wrong time, wrong place. what message does that send our troops? what message does that send to our allies? what message does that send the iraqis? no, the way to win this is to be steadfast and resolved and to follow through on the plan that i’ve just outlined. "
20,LEHRER,"thirty seconds, senator. "
21,KERRY,"yes, we have to be steadfast and resolved, and i am. and i will succeed for those troops, now that we’re there. we have to succeed. we can’t leave a failed iraq. but that doesn’t mean it wasn’t a mistake of judgment to go there and take the focus off of osama bin laden. it was. now, we can succeed. but i don’t believe this president can. i think we need a president who has the credibility to bring the allies back to the table and to do what’s necessary to make it so america isn’t doing this alone. "
22,LEHRER,"we’ll come back to iraq in a moment. but i want to come back to where i began, on homeland security. this is a two-minute new question, senator kerry. as president, what would you do, specifically, in addition to or differently to increase the homeland security of the united states than what president bush is doing? "
23,KERRY,"jim, let me tell you exactly what i’ll do. and there are a long list of thing. first of all, what kind of mixed message does it send when you have $500 million going over to iraq to put police officers in the streets of iraq, and the president is cutting the cops program in america? what kind of message does it send to be sending money to open firehouses in iraq, but we’re shutting firehouses who are the first- responders here in america. the president hasn’t put one nickel, not one nickel into the effort to fix some of our tunnels and bridges and most exposed subway systems. that’s why they had to close down the subway in new york when the republican convention was there. we hadn’t done the work that ought to be done. the president — 95 percent of the containers that come into the ports, right here in florida, are not inspected. civilians get onto aircraft, and their luggage is x-rayed, but the cargo hold is not x- rayed. does that make you feel safer in america? this president thought it was more important to give the wealthiest people in america a tax cut rather than invest in homeland security. those aren’t my values. i believe in protecting america first. and long before president bush and i get a tax cut — and that’s who gets it — long before we do, i’m going to invest in homeland security and i’m going to make sure we’re not cutting cops programs in america and we’re fully staffed in our firehouses and that we protect the nuclear and chemical plants. the president also unfortunately gave in to the chemical industry, which didn’t want to do some of the things necessary to strengthen our chemical plant exposure. and there’s an enormous undone job to protect the loose nuclear materials in the world that are able to get to terrorists. that’s a whole other subject, but i see we still have a little bit more time. let me just quickly say, at the current pace, the president will not secure the loose material in the soviet union — former soviet union for 13 years. i’m going to do it in four years. and we’re going to keep it out of the hands of terrorists. "
24,LEHRER,"ninety-second response, mr. president. "
25,GEORGE W. BUSH,"i don’t think we want to get to how he’s going to pay for all these promises. it’s like a huge tax gap. anyway, that’s for another debate. my administration has tripled the amount of money we’re spending on homeland security to $30 billion a year. my administration worked with the congress to create the department of homeland security so we could better coordinate our borders and ports. we’ve got 1,000 extra border patrol on the southern border; want 1,000 on the northern border. we’re modernizing our borders. we spent $3.1 billion for fire and police, $3.1 billion. we’re doing our duty to provide the funding. but the best way to protect this homeland is to stay on the offense. you know, we have to be right 100 percent of the time. and the enemy only has to be right once to hurt us. there’s a lot of good people working hard. and by the way, we’ve also changed the culture of the fbi to have counterterrorism as its number one priority. we’re communicating better. we’re going to reform our intelligence services to make sure that we get the best intelligence possible. the patriot act is vital — is vital that the congress renew the patriot act which enables our law enforcement to disrupt terror cells. but again, i repeat to my fellow citizens, the best way to protection is to stay on the offense. "
26,LEHRER,"yes, let’s do a little — yes, 30 seconds. "
27,KERRY,"the president just said the fbi had changed its culture. we just read on the front pages of america’s papers that there are over 100,000 hours of tapes, unlistened to. on one of those tapes may be the enemy being right the next time. and the test is not whether you’re spending more money. the test is, are you doing everything possible to make america safe? we didn’t need that tax cut. america needed to be safe. "
28,GEORGE W. BUSH,"of course we’re doing everything we can to protect america. i wake up every day thinking about how best to protect america. that’s my job. i work with director mueller of the fbi; comes in my office when i’m in washington every morning, talking about how to protect us. there’s a lot of really good people working hard to do so. it’s hard work. but, again, i want to tell the american people, we’re doing everything we can at home, but you better have a president who chases these terrorists down and bring them to justice before they hurt us again. "
29,LEHRER,"new question, mr. president. two minutes. what criteria would you use to determine when to start bringing u.s. troops home from iraq? "
30,GEORGE W. BUSH,"let me first tell you that the best way for iraq to be safe and secure is for iraqi citizens to be trained to do the job. and that’s what we’re doing. we’ve got 100,000 trained now, 125,000 by the end of this year, 200,000 by the end of next year. that is the best way. we’ll never succeed in iraq if the iraqi citizens do not want to take matters into their own hands to protect themselves. i believe they want to. prime minister allawi believes they want to. and so the best indication about when we can bring our troops home — which i really want to do, but i don’t want to do so for the sake of bringing them home; i want to do so because we’ve achieved an objective — is to see the iraqis perform and to see the iraqis step up and take responsibility. and so, the answer to your question is: when our general is on the ground and ambassador negroponte tells me that iraq is ready to defend herself from these terrorists, that elections will have been held by then, that their stability and that they’re on their way to, you know, a nation that’s free; that’s when. and i hope it’s as soon as possible. but i know putting artificial deadlines won’t work. my opponent at one time said, “well, get me elected, i’ll have them out of there in six months.” you can’t do that and expect to win the war on terror. my message to our troops is, “thank you for what you’re doing. we’re standing with you strong. we’ll give you all the equipment you need. and we’ll get you home as soon as the mission’s done, because this is a vital mission.” a free iraq will be an ally in the war on terror, and that’s essential. a free iraq will set a powerful example in the part of the world that is desperate for freedom. a free iraq will help secure israel. a free iraq will enforce the hopes and aspirations of the reformers in places like iran. a free iraq is essential for the security of this country. "
31,LEHRER,"ninety seconds, senator kerry. "
32,KERRY,"thank you, jim. my message to the troops is also: thank you for what they’re doing, but it’s also help is on the way. i believe those troops deserve better than what they are getting today. you know, it’s interesting. when i was in a rope line just the other day, coming out here from wisconsin, a couple of young returnees were in the line, one active duty, one from the guard. and they both looked at me and said: we need you. you’ve got to help us over there. now i believe there’s a better way to do this. you know, the president’s father did not go into iraq, into baghdad, beyond basra. and the reason he didn’t is, he said — he wrote in his book — because there was no viable exit strategy. and he said our troops would be occupiers in a bitterly hostile land. that’s exactly where we find ourselves today. there’s a sense of american occupation. the only building that was guarded when the troops when into baghdad was the oil ministry. we didn’t guard the nuclear facilities. we didn’t guard the foreign office, where you might have found information about weapons of mass destruction. we didn’t guard the borders. almost every step of the way, our troops have been left on these extraordinarily difficult missions. i know what it’s like to go out on one of those missions when you don’t know what’s around the corner. and i believe our troops need other allies helping. i’m going to hold that summit. i will bring fresh credibility, a new start, and we will get the job done right. "
33,LEHRER,"all right, go ahead. yes, sir? "
34,GEORGE W. BUSH,i think it’s worthy for a follow-up. 
35,LEHRER,"sure, right. (crosstalk) "
36,LEHRER,we can do 30 seconds each here. all right. 
37,GEORGE W. BUSH,"my opponent says help is on the way, but what kind of message does it say to our troops in harm’s way, “wrong war, wrong place, wrong time”? not a message a commander in chief gives, or this is a “great diversion.” as well, help is on the way, but it’s certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it. not what a commander in chief does when you’re trying to lead troops. "
38,LEHRER,"senator kerry, 30 seconds. "
39,KERRY,"well, you know, when i talked about the $87 billion, i made a mistake in how i talk about the war. but the president made a mistake in invading iraq. which is worse? i believe that when you know something’s going wrong, you make it right. that’s what i learned in vietnam. when i came back from that war i saw that it was wrong. some people don’t like the fact that i stood up to say no, but i did. and that’s what i did with that vote. and i’m going to lead those troops to victory. "
40,LEHRER,"all right, new question. two minutes, senator kerry. speaking of vietnam, you spoke to congress in 1971, after you came back from vietnam, and you said, quote, “how do you ask a man to be the last man to die for a mistake?” are americans now dying in iraq for a mistake? "
41,KERRY,"no, and they don’t have to, providing we have the leadership that we put — that i’m offering. i believe that we have to win this. the president and i have always agreed on that. and from the beginning, i did vote to give the authority, because i thought saddam hussein was a threat, and i did accept that intelligence. but i also laid out a very strict series of things we needed to do in order to proceed from a position of strength. then the president, in fact, promised them. he went to cincinnati and he gave a speech in which he said, “we will plan carefully. we will proceed cautiously. we will not make war inevitable. we will go with our allies.” he didn’t do any of those things. they didn’t do the planning. they left the planning of the state department in the state department desks. they avoided even the advice of their own general. general shinsheki, the army chief of staff, said you’re going to need several hundred thousand troops. instead of listening to him, they retired him. the terrorism czar, who has worked for every president since ronald reagan, said, “invading iraq in response to 9/11 would be like franklin roosevelt invading mexico in response to pearl harbor.” that’s what we have here. and what we need now is a president who understands how to bring these other countries together to recognize their stakes in this. they do have stakes in it. they’ve always had stakes in it. the arab countries have a stake in not having a civil war. the european countries have a stake in not having total disorder on their doorstep. but this president hasn’t even held the kind of statesman-like summits that pull people together and get them to invest in those states. in fact, he’s done the opposite. he pushed them away. when the secretary general kofi annan offered the united nations, he said, “no, no, we’ll go do this alone.” to save for halliburton the spoils of the war, they actually issued a memorandum from the defense department saying, “if you weren’t with us in the war, don’t bother applying for any construction.” that’s not a way to invite people. "
42,LEHRER,ninety seconds. 
43,GEORGE W. BUSH,"that’s totally absurd. of course, the u.n. was invited in. and we support the u.n. efforts there. they pulled out after sergio de mello got killed. but they’re now back in helping with elections. my opponent says we didn’t have any allies in this war. what’s he say to tony blair? what’s he say to alexander kwasniewski of poland? you can’t expect to build an alliance when you denigrate the contributions of those who are serving side by side with american troops in iraq. plus, he says the cornerstone of his plan to succeed in iraq is to call upon nations to serve. so what’s the message going to be: “please join us in iraq. for a grand diversion. join us for a war that is the wrong war at the wrong place at the wrong time?” i know how these people think. i deal with them all the time. i sit down with the world leaders frequently and talk to them on the phone frequently. they’re not going to follow somebody who says, “this is the wrong war at the wrong place at the wrong time.” they’re not going to follow somebody who says this is the wrong war at the wrong place at the wrong time. they’re not going to follow somebody whose core convictions keep changing because of politics in america. and finally, he says we ought to have a summit. well, there are summits being held. japan is going to have a summit for the donors; $14 billion pledged. and prime minister koizumi is going to call countries to account, to get them to contribute. and there’s going to be an arab summit, of the neighborhood countries. and colin powell helped set up that summit. "
44,LEHRER,"30 seconds, senator. "
45,KERRY,"the united nations, kofi annan offered help after baghdad fell. and we never picked him up on that and did what was necessary to transfer authority and to transfer reconstruction. it was always american-run. secondly, when we went in, there were three countries: great britain, australia and the united states. that’s not a grand coalition. we can do better. "
46,LEHRER,"thirty seconds, mr. president. "
47,GEORGE W. BUSH,"well, actually, he forgot poland. and now there’s 30 nations involved, standing side by side with our american troops. and i honor their sacrifices. and i don’t appreciate it when a candidate for president denigrates the contributions of these brave soldiers. you cannot lead the world if you do not honor the contributions of those who are with us. he called them coerced and the bribed. that’s not how you bring people together. our coalition is strong. it will remain strong, so long as i’m the president. "
48,LEHRER,"new question, mr. president, two minutes. you have said there was a, quote, “miscalculation,” of what the conditions would be in post-war iraq. what was the miscalculation, and how did it happen? "
49,GEORGE W. BUSH,"no, what i said was that, because we achieved such a rapid victory, more of the saddam loyalists were around. i mean, we thought we’d whip more of them going in. but because tommy franks did such a great job in planning the operations, we moved rapidly, and a lot of the baathists and saddam loyalists laid down their arms and disappeared. i thought they would stay and fight, but they didn’t. and now we’re fighting them now. and it’s hard work. i understand how hard it is. i get the casualty reports every day. i see on the tv screens how hard it is. but it’s necessary work. and i’m optimistic. see, i think you can be realistic and optimistic at the same time. i’m optimistic we’ll achieve — i know we won’t achieve if we send mixed signals. i know we’re not going to achieve our objective if we send mixed signals to our troops, our friends, the iraqi citizens. we’ve got a plan in place. the plan says there will be elections in january, and there will be. the plan says we’ll train iraqi soldiers so they can do the hard work, and we are. and it’s not only just america, but nato is now helping, jordan’s helping train police, uae is helping train police. we’ve allocated $7 billion over the next months for reconstruction efforts. and we’re making progress there. and our alliance is strong. and as i just told you, there’s going to be a summit of the arab nations. japan will be hosting a summit. we’re making progress. it is hard work. it is hard work to go from a tyranny to a democracy. it’s hard work to go from a place where people get their hands cut off, or executed, to a place where people are free. but it’s necessary work. and a free iraq is going to make this world a more peaceful place. "
50,LEHRER,"ninety seconds, senator kerry. "
51,KERRY,"what i think troubles a lot of people in our country is that the president has just sort of described one kind of mistake. but what he has said is that, even knowing there were no weapons of mass destruction, even knowing there was no imminent threat, even knowing there was no connection with al qaida, he would still have done everything the same way. those are his words. now, i would not. so what i’m trying to do is just talk the truth to the american people and to the world. the truth is what good policy is based on. it’s what leadership is based on. the president says that i’m denigrating these troops. i have nothing but respect for the british, tony blair, and for what they’ve been willing to do. but you can’t tell me that when the most troops any other country has on the ground is great britain, with 8,300, and below that the four others are below 4,000, and below that, there isn’t anybody out of the hundreds, that we have a genuine coalition to get this job done. you can’t tell me that on the day that we went into that war and it started — it was principally the united states, the america and great britain and one or two others. that’s it. and today, we are 90 percent of the casualties and 90 percent of the costs. and meanwhile, north korea has got nuclear weapons. talk about mixed messages. the president is the one that said, “we can’t allow countries to get nuclear weapons.” they have. i’ll change that. "
52,LEHRER,"new question. senator kerry, two minutes. you just — you’ve repeatedly accused president bush — not here tonight, but elsewhere before — of not telling the truth about iraq, essentially of lying to the american people about iraq. give us some examples of what you consider to be his not telling the truth. "
53,KERRY,"well, i’ve never, ever used the harshest word, as you did just then. and i try not to. i’ve been — but i’ll nevertheless tell you that i think he has not been candid with the american people. and i’ll tell you exactly how. first of all, we all know that in his state of the union message, he told congress about nuclear materials that didn’t exist. we know that he promised america that he was going to build this coalition. i just described the coalition. it is not the kind of coalition we were described when we were talking about voting for this. the president said he would exhaust the remedies of the united nations and go through that full process. he didn’t. he cut if off, sort of arbitrarily. and we know that there were further diplomatic efforts under way. they just decided the time for diplomacy is over and rushed to war without planning for what happens afterwards. now, he misled the american people in his speech when he said we will plan carefully. they obviously didn’t. he misled the american people when he said we’d go to war as a last resort. we did not go as a last resort. and most americans know the difference. now, this has cost us deeply in the world. i believe that it is important to tell the truth to the american people. i’ve worked with those leaders the president talks about, i’ve worked with them for 20 years, for longer than this president. and i know what many of them say today, and i know how to bring them back to the table. and i believe that a fresh start, new credibility, a president who can understand what we have to do to reach out to the muslim world to make it clear that this is not, you know — osama bin laden uses the invasion of iraq in order to go out to people and say that america has declared war on islam. we need to be smarter about now we wage a war on terror. we need to deny them the recruits. we need to deny them the safe havens. we need to rebuild our alliances. i believe that ronald reagan, john kennedy, and the others did that more effectively, and i’m going to try to follow in their footsteps. "
54,LEHRER,"ninety seconds, mr. president. "
55,GEORGE W. BUSH,"my opponent just said something amazing. he said osama bin laden uses the invasion of iraq as an excuse to spread hatred for america. osama bin laden isn’t going to determine how we defend ourselves. osama bin laden doesn’t get to decide. the american people decide. i decided the right action was in iraq. my opponent calls it a mistake. it wasn’t a mistake. he said i misled on iraq. i don’t think he was misleading when he called iraq a grave threat in the fall of 2002. i don’t think he was misleading when he said that it was right to disarm iraq in the spring of 2003. i don’t think he misled you when he said that, you know, anyone who doubted whether the world was better off without saddam hussein in power didn’t have the judgment to be president. i don’t think he was misleading. i think what is misleading is to say you can lead and succeed in iraq if you keep changing your positions on this war. and he has. as the politics change, his positions change. and that’s not how a commander in chief acts. let me finish. the intelligence i looked at was the same intelligence my opponent looked at, the very same intelligence. and when i stood up there and spoke to the congress, i was speaking off the same intelligence he looked at to make his decisions to support the authorization of force. "
56,LEHRER,thirty seconds. we’ll do a 30 second here. 
57,KERRY,"i wasn’t misleading when i said he was a threat. nor was i misleading on the day that the president decided to go to war when i said that he had made a mistake in not building strong alliances and that i would have preferred that he did more diplomacy. i’ve had one position, one consistent position, that saddam hussein was a threat. there was a right way to disarm him and a wrong way. and the president chose the wrong way. "
58,LEHRER,"thirty seconds, mr. president. "
59,GEORGE W. BUSH,"the only thing consistent about my opponent’s position is that he’s been inconsistent. he changes positions. and you cannot change positions in this war on terror if you expect to win. and i expect to win. it’s necessary we win. we’re being challenged like never before. and we have a duty to our country and to future generations of america to achieve a free iraq, a free afghanistan, and to rid the world of weapons of mass destruction. "
60,LEHRER,"new question, mr. president. two minutes. has the war in iraq been worth the cost of american lives, 1,052 as of today? "
61,GEORGE W. BUSH,"you know, every life is precious. every life matters. you know, my hardest — the hardest part of the job is to know that i committed the troops in harm’s way and then do the best i can to provide comfort for the loved ones who lost a son or a daughter or a husband or wife. you know, i think about missy johnson. she’s a fantastic lady i met in charlotte, north carolina. she and her son bryan, they came to see me. her husband pj got killed. he’d been in afghanistan, went to iraq. you know, it’s hard work to try to love her as best as i can, knowing full well that the decision i made caused her loved one to be in harm’s way. i told her after we prayed and teared up and laughed some that i thought her husband’s sacrifice was noble and worthy. because i understand the stakes of this war on terror. i understand that we must find al qaida wherever they hide. we must deal with threats before they fully materialize. and saddam hussein was a threat, and that we must spread liberty because in the long run, the way to defeat hatred and tyranny and oppression is to spread freedom. missy understood that. that’s what she told me her husband understood. so you say, “was it worth it?” every life is precious. that’s what distinguishes us from the enemy. everybody matters. but i think it’s worth it, jim. i think it’s worth it, because i think — i know in the long term a free iraq, a free afghanistan, will set such a powerful example in a part of the world that’s desperate for freedom. it will help change the world; that we can look back and say we did our duty. "
62,LEHRER,"senator, 90 seconds. "
63,KERRY,"i understand what the president is talking about, because i know what it means to lose people in combat. and the question, is it worth the cost, reminds me of my own thinking when i came back from fighting in that war. and it reminds me that it is vital for us not to confuse the war, ever, with the warriors. that happened before. and that’s one of the reasons why i believe i can get this job done, because i am determined for those soldiers and for those families, for those kids who put their lives on the line. that is noble. that’s the most noble thing that anybody can do. and i want to make sure the outcome honors that nobility. now, we have a choice here. i’ve laid out a plan by which i think we can be successful in iraq: with a summit, by doing better training, faster, by cutting — by doing what we need to do with respect to the u.n. and the elections. there’s only 25 percent of the people in there. they can’t have an election right now. the president’s not getting the job done. so the choice for america is, you can have a plan that i’ve laid out in four points, each of which i can tell you more about or you can go to johnkerry.com and see more of it; or you have the president’s plan, which is four words: more of the same. i think my plan is better. and my plan has a better chance of standing up and fighting for those troops. i will never let those troops down, and will hunt and kill the terrorists wherever they are. "
64,LEHRER,"all right, sir, go ahead. thirty seconds. "
65,GEORGE W. BUSH,"yes, i understand what it means to the commander in chief. and if i were to ever say, “this is the wrong war at the wrong time at the wrong place,” the troops would wonder, how can i follow this guy? you cannot lead the war on terror if you keep changing positions on the war on terror and say things like, “well, this is just a grand diversion.” it’s not a grand diversion. this is an essential that we get it right. and so, the plan he talks about simply won’t work. "
66,LEHRER,"senator kerry, you have 30 seconds. you have 30 seconds, right. and then the president. "
