,Speaker,Response
10,MR. GANNON,"mr. president, to follow up a moment, uh – the congress has passed a tax bill which is before you now, which did not meet exactly the uh – sort of outline that you requested. what is your intention on that bill, uh – since it doesn’t meet your – your requirements? do you plan to sign that bill? "
11,MR. FORD,"that tax bill does not entirely meet the criteria that i established. i think the congress should have uh – added another $10 billion reduction in personal income taxes, including the increase of personal exemptions from seven hundred and fifty to a thousand dollars. and congress could have done that if the budget committees of the congress, and the congress as a whole, had not increased the spending that i recommended in the budget. i’m sure that you know that in the resolutions passed by the congress, that have added about $17 billion in more spending, by the congress over the budget that i recommended. so i would prefer in that tax bill to have an additional tax cut and a further limitation on federal spending. now this tax bill – that hasn’t reached the white house yet, but is expected in a day or two – it’s about fifteen hundred pages. it has some good provisions in it. it has – uh left out some that i have recommended, unfortunately. on the other hand, uh when you have a bill of that magnitude, with – tho- those many provisions, a president has to sit and decide if there’s more good than bad. and from the a- analysis that i’ve made so far, it seems to me that that tax bill does uh – justify my signature and my approval. "
12,MR. NEWMAN,"governor carter, your response. "
13,MR. CARTER,"well, mr. ford is – is uh changing uh considerably his previous philosophy. the present tax structure is a disgrace to this country; it’s just a welfare program for the rich. as a matter of fact, uh – 25 percent of the total tax deductions, go for only 1 percent of the richest people in this country, and over 50 percent of the tax uh credits go for the 14 percent of the richest people in this country. when mr. ford first became president in – in august of 1974, the first thing he did in – in october was to ask for a $4.7 billion increase in taxes on our people in the midst of the heaviest recession, since uh – since the great depression of nineteen uh – of the 1940s. in uh – january of 1975 he asked for a tax change: a $5.6 billion increase on low-and-middle-income private individuals, a six and a half billion dollar decrease on the corporations and the special interests. in uh – december of uh – 1975 he vetoed the roughly 18 to 20 billion dollar uh tax-reduction bill that had been passed by the congress, and then he came back later on in january of this year and he did advocate a $10 billion tax reduction, but it would be offset by a $6 billion increase this coming january in deductions for social security payments and for unemployment compensation. the whole philosophy of the republican party, including uh – my opponent, has been to pile on taxes on low-income people to take ’em off on the corporations. as a matter fact, in – sin- since the late sixties when mr. nixon took office, we’ve had a reduction in uh – in the percentage of taxes paid by corporations from 30 percent down to about 20 percent. we’ve had an increase in taxes paid by individuals, payroll taxes, from14 percent up to 20 percent. and this is what the republicans have done to us. and this is why a tax reform is so important. "
14,MR. NEWMAN,"mrs. drew, your question to governor carter. "
15,MS. DREW,"uh governor carter, you proposed a number of new or enlarged programs, including jobs, health, welfare reform, child care, aid to education, aid to cities, changes in social security and housing subsidies. you’ve also said that you wanna balance the budget by the end of your first term. now you haven’t put a price tag on those programs, but even if we price them conservatively and we count for full employment by the end of your first term, and we count for the economic growth that would occur during that period, there still isn’t enough money to pay for those programs and balance the budget by any – any estimates that i’ve been able to see. so, in that case what would give? "
16,MR. CARTER,"well, as a matter of fact there is. if we assume the ah – uh – a rate of growth of our economy, equivalent to what it was during president johnson, president kennedy, even before the – the – the – uh wa uh – vietnese- namese war, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent – under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does – my economic projections, i think confirmed by the house uh – and the senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year ’81 which will be the last year of this next term. within that sixty-billion dollars increase there would be fit the programs that i promised the american people. i might say too, that – that if we see that these goals cannot be reached – and i believe they’re reasonable goals – then i would cut back on the rate of implement- implementation of new programs in order to accommodate a balanced budget by fiscal year ’81 which is the last year of the next term. i believe that we ought to have a balanced budget during normal economic circumstances. and uh – these projections have been very carefully made. i stand behind them. and if they should be in error slightly on the down side, then i’ll phase in the programs that we’ve uh – advocated, more slowly. "
17,MS. DREW,"governor, uh – according to the budget committees of the congress tha- tha- tha- that you referred to, if we get to full employment – what they project at a 4 percent unemployment – and, as you say, even allowing for the inflation in the programs, there would not be anything more than a surplus of $5 billion by the end of ninet- by 1981. and conservative estimates of your programs would be that they’d be about 85 to a hundred billion dollars. so how – how do you say that you’re going to be able to do these things and balance the budget? "
18,MR. CARTER,"well, the uh – the assumption that – that you uh – have described as different is in the rate of growth of our economy. "
19,MS. DREW,"no, they took that into account in those figures. "
20,MR. CARTER,"i believe that it’s accurate to say that – that the – that the committees to whom you refer with the – the employment that you uh – state, and with the 5 to 5 and a half percent growth rate in our economy, that the uh – projections would be a uh – a $60 billion increase in the amount of money that we’d have to spend in l981 compared to now. and uh – with that uh – in that framework would befit the – any improvements in the programs. now this does not include uh – any uh – uh extra control over uh unnecessary spending, the weeding out of obsolete or obsolescent programs. uh – we’ll have uh – a safety version built in with complete reorganization of the executive branch of government which i am pledged to do. the present bureaucratic structure of the – of the federal government is a mess. and if i’m elected president that’s gonna be a top priority of mine to completely revise the structure of the federal government, to make it economical, efficient, purposeful and manageable for a change. and also, i’m going to institute zero-based budgeting which i used four years in georgia, which uh – assesses every program every year, and eliminates those programs that are obsolete or obsolescent. but with these projections, we will have a balanced budget by fiscal year 1981, if i’m elected president. keep my promises to the american people. and it’s just predicated on very modest, but i think accurate, projections of employment increases and uh – a growth in our national economy equal to what was experienced under kennedy, johnson, before the vietnam war. "
21,MR. NEWMAN,president ford. 
22,MR. FORD,"if it is uh true that there will be a $60 billion surplus by fiscal year 1981, rather than spend that money for all the new programs that governor carter recommends and endorses, and which are included in the democratic platform, i think the american taxpayer ought to get an additional tax break – a tax reduction of that magnitude. i feel that the taxpayers are the ones that need the relief: i don’t think we should add additional programs of the magnitude that governor carter talks about. it seems to me that our tax structure today has rates that are too high. but i am uh – very glad to point out that since 1969, during a republican administrations, we have had ten million people taken off of the tax rolls at the lower end of the taxpayer area. and at the same time, assuming that i sign the tax bill that was mentioned by mr. gannon, we will in the last two tax bills have increased the minimum tax on all wealthy taxpayers. and i believe that by eliminating ten million taxpayers in the last uh eight years, and by putting a heavier tax burden on those in the higher tax brackets, plus the other actions that’ve been taken uh – we can give taxpayers adequate tax relief. now it seems to me that uh – as we look at the recommendations of the budget committees and our own projections, there isn’t going to be any $60 billion dividend. i’ve heard of those dividends in the past; it always happens. we expected one at the time of the vietnam war, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved. "
23,MR. NEWMAN,mr. reynolds. 
24,MR. REYNOLDS,"mr. president, when you came into office you spoke very eloquently of the need for a time for healing, and very early in your administration you went out to chicago and you announced, you proposed a program of uh case-by-case pardons for draft resisters to restore them to full citizenship. some fourteen thousand young men took advantage of your offer, but another ninety thousand did not. in granting the pardon to former president nixon, sir, part of your rationale was to put watergate behind us to – if i may quote you again – truly end our long national nightmare. why does not the same rationale apply now, today, in our bicentennial year, to the young men who resisted in vietnam, and many of them still in exile abroad? "
25,MR. FORD,"the amnesty program that i recommended in chicago in september of 1974 would give to all draft evaders and – uh military deserters the opportunity to earn their uh – good record back. about fourteen to fifteen thousand did take advantage of that program. we gave them ample time. i am against- an across-the-board pardon of draft evaders or military deserters. now in the case of mr. nixon, the reason the – the pardon was given, was that, when i took office this country was in a very, very divided condition. there was hatred, there was divisiveness – uh people had lost faith in their government in many, many respects. mr. nixon resigned, and i became president. it seemed to me that if i was to uh adequately and effectively handle the problems of high inflation, a growing recession, the uh – involvement of the united states still in vietnam that i had to give a hundred percent of my time to those two major problems. mr. nixon resigned. that is disgrace. the first president out of thirty-eight that ever resigned from public office under pressure. so when you look at the penalty that he paid, and when you analyze the requirements that i had – to spend all of my time working on the economy, which was in trouble, that i inherited; working on our problems in southeast asia – which were still plaguing us – it seemed to me that mr. nixon had been penalized enough by his resignation in disgrace and the need, and necessity for me to concentrate on the problems of the country fully justified the action that i took. "
26,MR. REYNOLDS,"i take it then, sir, that you do not believe that uh – it is – that you are going to reconsider and uh – think about those ninety thousand who are still abroad. uh – have they not been penalized enough – many of ’em been there for years? "
27,MR. FORD,"well, mr. carter has uh indicated that uh – he would give a blanket pardon to all uh – draft evaders. i do not agree with that point of view. i gave, in september of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship. i think we gave them a good opportunity – we’re – i don’t think we should go any further. "
28,MR. NEWMAN,governor carter. 
29,MR. CARTER,"well i think it’s uh… very difficult for president ford to uh – explain the difference between the pardon of president nixon and – and uh – his attitude toward those who violated the draft laws. as a matter of fact – now- i don’t advocate amnesty; i advocate pardon. there’s a difference in my opinion – uh and in accordance with the ruling of the supreme court and accordance with the definition in the dictionary. amnesty means that – that you uh – that what you did was right. pardon means that what you did, whether it’s right or wrong, you’re forgiven for it. and i do advocate a pardon for – for draft evaders. i think it’s accurate to say that in uh – two years ago when mr. nixon – mr. ford put in this uh amnesty that three times as many deserters were uh – excused as were – as were the uh – the ones who evaded the draft. but i think that now is the time to heal our country after the vietnam war and i think that what the people are concerned about is not the – uh pardon or the amnesty of uh – those who evaded the draft, but – but whether or not our crime system is – is fair. we’ve got a – a sharp distinction drawn between white collar crime – the – the – the big shots who are rich, who are influential uh very seldom go to jail; those who are poor and – and who have uh no influence – uh quite often are the ones who are punished. and – and the whole uh subject of crime is one that concerns our people very much, and i believe that the fairness of it is – is what – uh – is a – is a major problem that addresses our – our leader and this is something that hasn’t been addressed adequately by – by this administration. but i – i hope to have a complete uh responsibility on my shoulders to help bring about a – a fair uh – criminal justice system and also to – to bring about uh – an end to the – to the divise- divisiveness that has occurred in our country uh as a result of the vietnam war. "
30,MR. NEWMAN,mr. gannon. 
31,MR. GANNON,"governor carter, you have promised a sweeping overhaul of the federal government, including a reduction in the number of government agencies – you say it would go down about two hundred from some nineteen hundred. that sounds, indeed, like a very deep cut in the federal government. but isn’t it a fact that you’re not really talking about fewer federal employees or less government spending, but rather that you are talking about reshaping the federal government, not making it smaller? "
32,MR. CARTER,"well, i’ve been through this before, mr. gannon, as the governor of georgia. when i took aver we had uh a bureaucratic mess, like we have in washington now, and we had three hundred agencies, departments, bureaus, commissions – uh some uh – fully budgeted, some not, but all having responsibility to carry out that was in conflict. and we cut those three hundred – uh agencies and so forth down substantially. we eliminated two hundred and seventy-eight of them. we set up a simple structure of government that could be administrated fairly and it was a – a tremendous success. it hasn’t been undone since i was there. it resulted also in an ability to reshape our court system, our prison system, our education system, our mental health programs and – and a clear assignment of responsibility and – and authority and also to have uh our people once again understanding control our government. i intend to do the same thing if i’m elected president. when i get to washington, coming in as an outsider, one of the major responsibilities that – that i will have on my shoulder is a complete reorganization of the – of the executive branch of government. we now have uh – a greatly expanded white house staff. when mr. nixon went in office, for instance, we had three and a half million dollars spent on – on the white house and its staff. that has escalated now to sixteen and a half million dollars, in the last uh republican administration. this needs to be changed. we need to put the responsibilities back on the cabinet members. we also need to have a great reduction in agencies and programs. for instance, we now have uh – in the health area three hundred and two different programs administered by eleven major departments and agencies, sixty other advisory commissions responsible for this. medicaid’s in one agency; medicare is in a different one. the – the check on the quality of health care is in a different one. none of them uh are responsible for health care itself. this makes it almost impossible for us to have a good health program. we have uh – just advocated uh – this past week a consolidation of the responsibilities for energy. our country now has no comprehensive energy program or policy. we have twenty different agencies in the federal government responsible for the production, the regulation, the uh – information about energy, the conservation of energy, spread all over government. this is a – a gross waste of money, so tough, competent management of government, giving us a simple efficient purposeful and manageable government would be a great step forward and if i’m elected – and i intend to be – then it’s gonna be done. "
33,MR. GANNON,"well, i’d like to – to press my question on the number of federal employees – whether you would really plan to reduce the overall – uh number, or – or merely put them in different departments and relabel them. uh – in your energy plan, you consolidate a number of a – agencies into one, or you would, but uh does that really change the overall? "
34,MR. CARTER,"i can’t say for sure that we would have fewer federal employees when i go out of office than when i come in. it took me about three years to completely reorganize the georgia government. the last year i was in office uh – our budget was – was actually less than it was a year before, uh which showed a great uh improvement. also, we had a – a 2 percent increase in the number of employees the last year. but it was a tremendous shift from administrative jobs into the delivery of services. for instance, we uh – completely revised our prison system. we established eighty-four new mental health treatment centers. and we shifted people out of administrative jobs into the field to deliver better services. the same thing will be done uh – at the federal government level. i – i accomplished this with s – substantial reductions in employees in some departments. for instance, in the transportation department uh we had uh – we cut back about 25 percent of the total number of employees. in giving our people better mental health care, we increased the number of employees. but the efficiency of it, the simplicity of it, the uh ability of people to understand their own government and control it was a – was a uh – substantial benefit derived from complete reorganization. we uh – have got to do that at the federal government level. if we don’t, the bureaucratic mess is going to continue. there’s no way for our people now to understand what their government is. there’s no way to get the answer to a question. when you come to washington to try to – as a governor – to try to begin a new program for your people, like uh the treatment of drug addicts, i found there were thirteen different federal agencies that i had to go to, to manage the uh drug treatment program. in the georgia government we only had one agency responsible for drug treatment. this is the kind of change that would be made. and uh – it would be of – of tremendous benefit in long-range planning, in tight budgeting, uh saving the taxpayers’ money, making the government more efficient, cutting down on bureaucratic waste, having a clear delineation of authority and responsibility of employees, and giving our people a better chance to understand and control their government. "
35,MR. NEWMAN,president ford. 
36,MR. FORD,"i think the record should show, mr. newman, that uh – the bureau of census – we checked it just yesterday – indicates that uh – in the four years that uh – governor carter was governor of the state of georgia, uh – expenditures by the government went up over 50 percent uh – employees of the government in georgia during his term of office went up over 25 percent; and the figures also show that the uh, uh – bonded indebtedness of the state of georgia during his governorship went up over 20 percent. and there was some very interesting testimony given by governor carter’s successor, governor busby, before a senate committee a few uh – months ago on how he found the medicaid program when he came into office following governor carter. he testified, and these are his words – the present governor of georgia – he says he found the medicaid program in georgia in shambles. now let me talk about what we’ve done in the white house as far as federal employees are concerned the first order that i issued after i became president was to cut or eliminate the prospective forty-thousand increase in federal employees that had been scheduled by my predecessor. and in the term that i’ve been president – some two years – we have reduced federal employment by eleven thousand. in the white house staff itself, when i became president, we had roughly five hundred and forty employees. we now have about four hundred and eighty-five employees, so we’ve made a rather significant reduction in the number of employees on the white house staff working for the president. so i think our record of cutting back employees, plus the failure on the part of the governor’s programs to actually save employment in georgia, shows which is the better plan. "
37,MR. NEWMAN,mrs. drew. 
38,MS. DREW,"mr. president, at vail, after the republican convention, you announced that you would now emphasize five new areas; among those were jobs and housing and health and improved recreational facilities for americans. and you also added crime. you also mentioned education. for two years you’ve been telling us that we couldn’t do very much in these areas because we couldn’t afford it; and in fact we do have a $50 billion deficit now. in rebuttal to governor carter a little bit earlier, you said that if there were to be any surplus in the next few years you thought it should be turned back to the people in the form of tax relief. so how are you going to pay for any new initiatives in these areas you announced at vail you were going to now stress? "
39,MR. FORD,"well, in the uh – last two years, as i indicated before, we had a very tough time. we were faced with uh – heavy inflation, over 12 percent; we were faced with substantial unemployment. but in the last uh – twenty-four months we’ve turned the economy around and we’ve brought inflation down to under 6 percent, and we have reduced the uh – well, we have added employment of about four million in the last seventeen months to the point where we have eighty-eight million people working in america today – the most in the history of the country. the net result is we are going to have some improvement in our receipts. and i think we’ll have some decrease in our disbursements. we expect to have a lower deficit in fiscal year 1978. we feel that with this improvement in the economy; we feel with more receipts and fewer disbursements we can in a moderate way increase, as i recommended, over the next ten years a new parks program that would cast a billion and a half dollars, doubling our national park system. we have recommended that in the h- housing program we can reduce down payments and moderate monthly payments. but that doesn’t cost any more as far as the federal treasury is concerned. we believe that we can uh do a better job in the area of crime, but that requires a tougher sentencing, mandatory certain prison sentences for those who violate our criminal laws. we – uh believe that uh you can revise the federal criminal code, which has not been revised in a good many years. that doesn’t cost any more money. we believe that you can uhh – do something more effectively with a moderate increase in money in the drug abuse program. we feel that uh – in education we can have a slight increase – not a major increase. it’s my understanding that governor carter has indicated that uh – he approves of a $30 billion uh – expenditure by the federal government as far as education is concerned. at the present time we’re spending roughly three billion five hundred million dollars. i don’t know where that money would come from. but as we look at the quality-of-life programs – jobs, health, education, crime, recreation – we feel that as we move forward with a healthier economy, we can absorb the small necessary cost that will be required. "
40,MS. DREW,"sir, in the next few years would you try to reduce the deficit, would you spend more money far these programs that you have just outlined, or would you, as you said earlier, return whatever surplus you got to the people in the form of tax relief? "
41,MR. FORD,"we feel that uh – with the programs that i have recommended, the additional $10 billion tax cut, with the moderate increases in the quality-of-life area, we can still have a balanced budget which i will submit to the congress in january of 1978. we won’t wait one year or two years longer, as governor carter uh – indicates. as the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year. we will have the lower rate of inflation for the uh – calendar year this year – something slightly under 6 percent. employment will be up, revenues will be up. we’ll keep the lid on some of these programs that we can hold down as we have a little extra money to spend for those quality-of-life programs which i think are needed and necessary. now i cannot, and would not, endorse the kind of program that uh – governor carter recommends. he endorses the democratic uh – platform which, as i read it, calls for approximately sixty additional programs. we estimate that those programs would add a hundred billion dollars minimum and probably two hundred billion dollars – uhh maximum each year to the federal budget. those programs you cannot afford and give tax relief. we feel that you can hold the line and restrain federal spending, give a tax reduction and still have a balanced budget by 1978. "
42,MR. NEWMAN,governor carter. 
43,MR. CARTER,"well, mr. ford takes the uh – same attitude that the republicans always take. in the last three months before an election, they’re always for the programs that they always fight the other three-and-one-half years. uh – i remember when uh – herbert hoover was against uh – jobs for people. i remember when alf landon was against social security and uh – later president nixon, sixteen years ago, was telling the public that john kennedy’s proposals would bankrupt the country and would double the cost. the best thing to do is to look at the record uh – of mr. ford’s administration and mr. nixon’s before his. uh – we had last year a $65 billion deficit – the largest deficit in the history of our country – more of a deficit spending than we had in the entire eight-year period under president johnson and president kennedy. we’ve got five hundred thousand more americans out of jobs today than were out of work three months ago and since mr. ford’s been in office two years, we’ve had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million. we’ve also got uh – a comparison between himself and mr. nixon. he’s got four times the size of the deficits that mr. nixon even had himself. this uh – talking about more people at work – uh is distorted because with a 14 percent increase in the cost of living in the last uh – two years, it means that – that women and young people have had to go to work when they didn’t want to because their fathers didn’t make enough to pay the increased cost of uh – food and uh housing and clothing. we have uh – in this last uh two years alone a hundred and twenty billion dollars total deficits under president ford and uh – at the same time we’ve had, in the last eight years, a doubling in the number of bankruptcies for small business: we’ve had a negative growth in our – in our national economy measured in real dollars. the take-home pay of a worker in this country is actually less now than it was in 1968 – measured in real dollars. this is the kind of record that’s there and talk about the future and a drastic change or conversion on the part of mr. ford as of last minute is one that just doesn’t go. "
44,MR. NEWMAN,mr. reynolds. 
45,MR. REYNOLDS,"governor carter, i’d like to turn uh – to what we used to call the energy crisis. yesterday a british uh – government commission on air pollution, but one headed by a nuclear physicist, recommended that any further expansion of nuclear energy be delayed in britain as long as possible. now this is a subject that is quite controversial among our own people and there seems to be a clear difference between you and the president on the use of nuclear power plants, which you say you would use as a last priority. why, sir, are they unsafe? "
46,MR. CARTER,"well among my other experiences in the past, i’ve – i’ve been a nuclear engineer, and did graduate work in this field. i think i know the – the uh capabilities and limitations of atomic power. but the energy – uh policy of our nation is one that uh has not yet been established under this administration. i think almost every other developed nation in the world has an energy policy except us. we have seen uh – the federal energy agency established, for instance. uh – in the crisis of 1973 it was supposed to be a temporary agency, uh now it’s permanent, it’s enormous, it’s growing every day. i think the wall street journal uh reported not too long ago they have a hundred and twelve public relations experts working for the federal energy agency to try to justify to the american people its own existence. we’ve got to have a – a firm way to handle the energy question. the reorganization proposal that i have put forward is one uh first step. in addition to that, we need to have – uh a realization that we’ve got uh about thirty-five years worth of oil left in the whole world. we’re gonna run out of oil. when mr. nixon made his famous uh speech on operation independence we were importing about 35 percent of our oil. now we’ve increased that amount 25 percent. we now import about 44 percent of our oil. we need to shift from oil to coal. we need to concentrate our research and development effort on uh coal burning and extraction, with safer mines, but also it’s clean burning. we need to shift very strongly toward solar energy and have strict conservation measures. and then as a last resort only, continue to use atomic power. i would certainly uh – not cut out atomic power altogether. we can’t afford to give up that opportunity until later. but to the extent that we continue to use atomic power, i would be responsible as president to make sure that the safety precautions were initiated and maintained. for instance, some that have been forgotten; we need to have the reactor core – below ground level, the entire power plant that uses atomic uh – power tightly sealed and a heavy – heavy vacuum maintained. there ought to be a standardized design. there ought to be a full-time uh – atomic energy specialist, independent of the power company in the control room, full time, twenty-four hours a day, to shut down a plant if an abnormality develops. these kinds of uh – procedures, along with evacuation procedures, adequate insurance, ought to be initiated. so, shift from oil to coal, emphasize research and development on coal use and also on solar power, strict conservation measures, not yield every time that the special interest groups uh – put pressure on the president like uh this administration has done, and use atomic energy only as a last resort with the strictest possible safety precautions. that’s the best overall energy policy in the brief time we have to discuss it. "
47,MR. REYNOLDS,"well governor, on that same subject, would you require mandatory conservation efforts to try to conserve fuel? "
48,MR. CARTER,"yes, i would. some of the things that can be done about this is a change in the rate structure of electric power companies. we uh – now encourage people to waste electricity, and uh – by giving uh – the lowest rates to the biggest users. we don’t do anything to cut down on peak load requirements. we don’t have an adequate requirement for the insulation of homes, for the efficiency of automobiles. and whenever the uh – automobile manufacturers come forward and say they can’t meet the uh – amendments that the congress has put forward, this republican administration has delayed the implementation dates. in addition to that, we ought to have a – a shift toward the use of coal, particularly in the appalachian regions where the coal is located. a lot of uh – very high quality, low-carbon coal, uh – low-sulfur coal is there, it’s where our employment is needed. uh – this would – would help a great deal. so mandatory conservation measures – yes. encouragement by the president for people to uh voluntarily conserve – yes. and also the private sector ought to be encouraged to – to bring forward to the public the benefits from efficiency. one bank in uh – washington, fo- for instance, gives lower interest loans for people who adequately insulate their homes or who buy efficient automobiles. and some major uh – uh – manufacturing companies, like dow chemical, have through uh – very effective efficiency mechanism cut down the use of energy by uh – as much as 40 percent with the same out-product. these kinds of things uh – ought to be done, uh they ought to be encouraged and supported, and even required uh by the government, yes. "
49,MR. NEWMAN,president ford. 
50,MR. FORD,"governor carter skims over a very serious and a very broad subject. in january of uh – 1975 i submitted to the congress and to the american people the first comprehensive energy program recommended by any president. it called for an increase in the production of energy in the united states. it called for uh – conservation measures so that we would save the energy that we have. if you’re going to increase domestic oil and gas production – and we have to – you have to give those producers an opportunity to uh – develop their land or their wells. i recommended to the congress that we should increase production in this country from six hundred million tons a year to twel- a- a billion two hundred million tons by 1985. in order to do that we have to improve our extraction of coal from the ground; we have to improve our utilization of coal – make it more efficient, make it cleaner. in addition we uh – have to expand our research and development. in my program for energy independence we have increased, for example, solar energy research from about $84 million a year to about a hundred and twenty million dollars a year. we’re going as fast as the experts say we should. in nuclear power we have increased the research and development, uh – under the energy research and development agency uh – very substantially, to insure that our ener- uh – nuclear power plants are safer, that they are more efficient, and that we have adequate safeguards. i think you have to have greater oil and gas production, more coal production, more nuclear production, and in addition you have to have energy conservation. "
51,MR. NEWMAN,mr. gannon. 
