,Speaker,Response
10,MR. HOWE,"john edwards has his first question for senator kennedy. mr. edwards: senator kennedy, one test of a new president’s leadership will be the caliber of his appointments. it’s a matter of interest here and overseas as to who will be the new secretary of state. now, under our rules, i must ask this question of you, but i would hope that the vice president also would answer it. will you give us the names of three or four americans, each of whom, if appointed, would serve with distinction in your judgment as secretary of state? "
11,MR. KENNEDY,"mr. edwards, i don’t think it’s a wise idea for presidential candidates to appoint the members of his cabinet prospectively, or to suggest four people – indicate that one of them surely will be appointed. this is a decision that the president of the united states must make. the last candidate who indicated that he knew who his cabinet was going to be was mr. dewey in 1948. this is a race between the vice president and myself for the presidency of the united states. there are a good many able men who could be secretary of state. i’ve made no judgment about who should be secretary of state. i think that judgment could be made after election, if i’m successful. the people have to make a choice between mr. nixon and myself, between the republican party and the democratic party, between our approach to the problems which now disturb us as a nation and disturb us as a world power. the president bears the constitutional responsibility, not the secretary of state, for the conduct of foreign affairs. some presidents have been strong in foreign policy; others have relied heavily on the secretary of state. i’ve been a member of the senate foreign relations committee; i run for the presidency with full knowledge that his great responsibility, really, given to him by the constitution and by the force of events, is in the field of foreign affairs. i’m asking the people’s support as president. we will select the best man we can get. but i’ve not made a judgment, and i have not narrowed down a list of three or four people, among whom would be the candidate. "
12,MR. HOWE,"mr. vice president, do you have a comment? "
13,MR. NIXON,"well mr. edwards, as you probably know, i have consistently answered all questions with regard to who will be in the next cabinet by saying that that is the responsibility of the next president, and it would be inappropriate to make any decisions on that or to announce any prior to the time that i had the right to do so. so that is my answer to this question. if you don’t mind, i’d like to use the balance of the time to respond to one of the comments that senator kennedy made on the previous question. eh- he was talking about the castro regime and what we had been eh- doing in latin america. i would like to point out that when we look at our programs in latin america, we find that we have appropriated five times as much for latin america as was appropriated by the previous administration; we find that we have two billion dollars more for the export-import bank; we have a new bank for latin america alone of a billion dollars; we have the new program which was submitted at the bogota conference – this new program that president eisenhower submitted, approved by the last congress – for five hundred million dollars. we have moved in latin america very effectively, and i’d also like to point this out: senator kennedy complains very appropriately about our inadequate ra- radio broadcasts for latin america. let me point out again that his congress – the democratic congress – has cut eighty million dollars off of the voice of america appropriations. now, he has to get a better job out of his congress if he’s going to get us the money that we need to conduct the foreign affairs of this country in latin america or any place else. "
14,MR. HOWE,"walter cronkite, you have your first question for vice president nixon. mr. cronkite: thank you quincy. mr. vice president, senator fulbright and now tonight, senator kennedy, maintain that the administration is suppressing a report by the united states information agency that shows a decline in united states prestige overseas. are you aware of such a report, and if you are aware of the existence of such a report, should not that report, because of the great importance this issue has been given in this campaign, be released to the public? "
15,MR. NIXON,"mr. cronkite, i naturally am aware of it, because i, of course, pay attention to everything senator kennedy says, as well as senator fulbright. now, in this connection i want to point out that the facts simply aren’t as stated. first of all, the report to which senator kennedy refers is one that was made many, many months ago and related particularly to the uh – period immediately after sputnik. second, as far as this report is concerned, i would have no objection to having it made public. third, i would say this with regard to this report, with regard to gallup polls of prestige abroad and everything else that we’ve been hearing about “what about american prestige abroad”: america’s prestige abroad will be just as high as the spokesmen for america allow it to be. now, when we have a presidential candidate, for example – senator kennedy – stating over and over again that the united states is second in space and the fact of the matter is that the space score today is twenty-eight to eight – we’ve had twenty-eight successful shots, they’ve had eight; when he states that we’re second in education, and i have seen soviet education and i’ve seen ours, and we’re not; that we’re second in science because they may be ahead in one area or another, when overall we’re way ahead of the soviet union and all other countries in science; when he says as he did in january of this year that we have the worst slums, that we have the most crowded schools; when he says that seventeen million people go to bed hungry every night; when he makes statements like this, what does this do to american prestige? well, it can only have the effect certainly of reducing it. well let me make one thing clear. senator kennedy has a responsibility to criticize those things that are wrong, but he has also a responsibility to be right in his criticism. every one of these items that i have mentioned he’s been wrong – dead wrong. and for that reason he has contributed to any lack of prestige. finally, let me say this: as far as prestige is concerned, the first place it would show up would be in the united nations. now senator kennedy has referred to the vote on communist china. let’s look at the vote on hungary. there we got more votes for condemning hungary and looking into that situation than we got the last year. let’s look at the reaction eh – reaction to khrushchev and eisenhower at the last u.n. session. did khrushchev gain because he took his shoe off and pounded the table and shouted and insulted? not at all. the president gained. america gained by continuing the dignity, the decency that has characterized us and it’s that that keeps the prestige of america up, not running down america the way senator kennedy has been running her down. "
16,MR. HOWE,"comment, senator kennedy? "
17,MR. KENNEDY,"i really don’t need uh – mr. nixon to tell me about what my responsibilities are as a citizen. i’ve served this country for fourteen years in the congress and before that in the service. i’ve just as high a devotion, just as high an opinion. what i downgrade, mr. nixon, is the leadership the country is getting, not the country. now i didn’t make most of the statements that you said i made. the s- i believe the soviet union is first in outer space. we have – may have made more shots but the size of their rocket thrust and all the rest – you yourself said to khrushchev, “you may be ahead of us in rocket thrust but we’re ahead of you in color television” in your famous discussion in the kitchen. i think that color television is not as important as rocket thrust. secondly, i didn’t say we had the worst slums in the world. i said we had too many slums. and that they are bad, and we ought to do something about them, and we ought to support housing legislation which this administration has opposed. i didn’t say we had the worst education in the world. what i said was that ten years ago, we were producing twice as many scientists and engineers as the soviet union and today they’re producing twice as many as we are, and that this affects our security around the world. and fourth, i believe that the polls and other studies and votes in the united nations and anyone reading the paper and any citizen of the united states must come to the conclusion that the united states no longer carries the same image of a vital society on the move with its brightest days ahead as it carried a decade or two decades ago. part of that is because we’ve stood still here at home, because we haven’t met our problems in the united states, because we haven’t had a moving economy. part of that, as the gallup polls show, is because the soviet union made a breakthrough in outer space. mr. george allen, head of your information service, has said that that made the people of the world begin to wonder whether we were first in science. we’re first in other areas of science but in space, which is the new science, we’re not first. "
18,MR. HOWE,"john chancellor, your first question for senator kennedy. mr. chancellor: senator, another question uh – in connection with our relations with the russians. there have been stories from washington from the atomic energy commission hinting that the russians may have resumed the testing of nuclear devices. now if – sir, if this is true, should the united states resume nuclear testing, and if the russians do not start testing, can you foresee any circumstances in 1961 in which the united states might resume its own series of tests? "
19,MR. KENNEDY,"yes, i think the next president of the united states should make one last effort to secure an agreement on the cessation of tests, number one. i think we should go back to geneva, who’s ever elected president, mr. nixon or myself, and try once again. if we fail then, if we’re unable to come to an agreement – and i hope we can come to an agreement because it does not merely involve now the united states, britain, france, and the soviet union as atomic powers. because new breakthroughs in atomic energy technology there’s some indications that by the time the next president’s term of office has come to an end, there may be ten, fifteen, or twenty countries with an atomic capacity, perhaps that many testing bombs with all the effect that it could have on the atmosphere and with all the chances that more and more countries will have an atomic capacity, with more and more chance of war. so one more effort should be made. i don’t think that even if that effort fails that it will be necessary to carry on tests in the atmosphere which pollute the atmosphere. they can be carried out underground, they c- could be carried on in outer space. but i believe the effort should be made once more by who’s ever elected president of the united states. if we fail, it’s been a great serious failure for everyone – for the human race. i hope we can succeed. but then if we fail responsibility will be clearly on the russians and then we’ll have to meet our responsibilities to the security of the united states, and there may have to be testing underground. i think the atomic energy committee is prepared for it. there may be testing in outer space. i hope it will not be necessary for any power to resume uh – testing in the atmosphere. it’s possible to detect those kind of tests. the kind of tests which you can’t detect are underground or in – in uh – perhaps in outer space. so that i’m hopeful we can try once more. if we fail then we must meet our responsibilities to ourselves. but i’m most concerned about the whole problem of the spread of atomic weapons. china may have it by 1963, egypt. war has been the constant companion of mankind, so to have these weapons disseminated around the world, i believe means that we’re going to move through a period of hazard in the next few years. we ought to make one last effort. "
20,MR. HOWE,"any comment, mr. vice president? "
21,MR. NIXON,"yes. i would say first of all that we must have in mind the fact that we have been negotiating to get tests inspected and uh – to get an agreement for many, many months. as a matter of fact, there’s been a moratorium on testing as a result of the fact that we have been negotiating. i’ve reached the conclusion that the soviet union is actually filibustering. i’ve reached the conclusion, too, based on the reports that have been made, that they may be cheating. i don’t think we can wait until the next president is inaugurated and then uh – select a new team and then all the months of negotiating that will take place before we reach a decision, i think that immediately after this election we should set a timetable – the next president, working with the present president, president eisenhower – a timetable to break the soviet filibuster. there should be no tests in the atmosphere; that rules out any fall-out. but as far as underground tests for developing peaceful uses of atomic energy, we should not allow this soviet filibuster to continue. i think it’s time for them to fish or cut bait. i think that the next president immediately after his election should sit down with the president, work out a timetable, and – get a decision on this before january of next year. "
22,MR. HOWE,"our second round of questions begins with one from mr. edwards for the vice president. mr. edwards: mr. nixon, carrying forward this business about a timetable; as you know, the pressures are increasing for a summit conference. now, both you and senator kennedy have said that there are certain conditions which must be met before you would meet with khrushchev. will you be more specific about these conditions? "
23,MR. NIXON,"well the conditions i laid out in one of our previous television debates, and it’s rather difficult to be much more specific than that. uh – first of all, we have to have adequate preparation for a summit conference. this means at the secretary of state level and at the ambassadorial level. by adequate preparation i mean that at that level we must prepare an agenda, an agenda agreed upon with the approval of the heads of state involved. now this agenda should delineate those issues on which there is a possibility of some agreement or negotiation. i don’t believe we should go to a summit conference unless we have such an agenda, unless we have some reasonable insur- assurance from mr. khrushchev that he intends seriously to negotiate on those points. now this may seem like a rigid, inflexible position. but let’s look at the other side of the coin. if we build up the hopes of the world by having a summit conference that is not adequately prepared, and then, if mr. khrushchev finds some excuse for breaking it up – as he did this one – because he isn’t going to get his way – we’d set back the cause of peace. we do not help it. we can, in other words, negotiate many of these items of difference between us without going to the summit. i think we have to make a greater effort than we have been making at the secretary of state level, at the ambassadorial level, to work out the differences that we have. and so far as the summit conference is concerned, it should only be entered in upon, it should only be agreed upon, if the negotiations have reached the point that we have some reasonable assurance that something is going to come out of it, other than some phony spirit – a spirit of geneva, or camp david, or whatever it is. when i say “phony spirit,” i mean phony, not because the spirit is not good on our side, but because the soviet union simply doesn’t intend to carry out what they say. now, these are the conditions that i can lay out. i cannot be more precise than that, because until we see what mr. khrushchev does and what he says uh – we cannot indicate what our plans will be. "
24,MR. HOWE,"any comments, senator kennedy? "
25,MR. KENNEDY,"well, i think the president of the united states last winter indicated that before he’d go to the summit in may he did last fall, he indicated that there should be some agenda, that there should be some prior agreement. he hoped that there would be uh – b- be an agreement in part in disarmament. he also expressed the hope that there should be some understanding of the general situation in berlin. the soviet union refused to agree to that, and we went to the summit and it was disastrous. i believe we should not go to the summit until there is some reason to believe that a meeting of minds can be obtained on either berlin, outer space, or general disarmament – including nuclear testing. in addition, i believe the next president in january and february should go to work in building the strength of the united states. the soviet union does understand strength. we arm to parley, winston churchill said ten years ago. if we are strong, particularly as we face a crisis over berlin – which we may in the spring, or in the winter – it’s important that we maintain our determination here; that we indicate that we’re building our strength; that we are determined to protect our position; that we’re determined to protect our commitment. and then i believe we should indicate our desire to live at peace with the world. but until we’re strong here, until we’re moving here, i believe a summit could not be successful. i hope that before we do meet, there will be preliminary agreements on those four questions, or at least two of them, or even one of them, which would warrant such a meeting. i think if we had stuck by that position last winter, we would have been in a better position in may. "
26,MR. HOWE,"we have time for only one or two more questions before the closing statements. now walter cronkite’s question for senator kennedy. mr. cronkite: senator, the charge has been made frequently that the united states for many years has been on the defensive around the world, that our policy has been uh – one of reaction to the soviet union rather than positive action on our own. what areas do you see where the united states might take the offensive in a challenge to communism over the next four to eight years? "
27,MR. KENNEDY,"one of the areas, and of course the most vulnerable area is – i have felt, has been eastern europe. i’ve been critical of the administration’s failure to suggest policies which would make it possible for us to establish, for example, closer relations with poland, particularly after the fifty-five-fifty-six period and the hungarian revolution. we indicated at that time that we were not going to intervene militarily. but there was a period there when poland demonstrated a national independence and even the polish government moved some differn- di- distance away from the soviet union. i suggested that we amend our legislation so that we could enjoy closer economic ties. we received the support first of the administration and then not, and we were defeated by one vote in the senate. we passed the bill in the senate this year but it didn’t pass the house. i would say eastern europe is the area of vulnerability of the uh – s- of the soviet union. secondly, the relations between russia and china. they are now engaged in a debate over whether war is the means of communizing the world or whether they should use subversion, infiltration, economic struggles and all the rest. no one can say what that course of action will be, but i think the next president of the united states should watch it carefully. if those two powers should split, it could have great effects throughout the entire world. thirdly, i believe that india represents a great area for affirmative action by the free world. india started from about the same place that china did. chinese communists have been moving ahead the last ten years. india under a free society has been making some progress. but if india does not succeed – with her four hundred and fifty million people, if she can’t make freedom work – then people around the world are going to determine – particularly in the underdeveloped world – that the only way that they can develop their resources is through the communist system. fourth, let me say that in africa, asia, latin america, eastern europe, the great force on our side is the desire of people to be free. this has expressed itself in the revolts in eastern europe. it’s expressed itself in the desire of the people of africa to be independent of western europe. they want to be free. and my judgment is that they don’t want to give their freedom up to become communists. they want to stay free, independent perhaps of us, but certainly independent of the communists. and i believe if we identify ourselves with that force, if we identify ourselves with it as lincoln, as wilson did, as franklin roosevelt did, if we become known as the friend of freedom, sustaining freedom, helping freedom, helping these people in the fight against poverty and ignorance and disease, helping them build their lives, i believe in latin america, africa, and asia, eventually in the eastern europe and the middle east, certainly in western europe, we can strengthen freedom. we can make it move. we can put the communists on the defensive. "
28,MR. HOWE,"your comment, mr. vice president? "
29,MR. NIXON,"first, with regard to poland, when i talked to mr. gomulka, the present leader of poland, for six hours in warsaw last year, i learned something about their problems and particularly his. right under the soviet gun, with soviet troops there, he is in a very difficult position in taking anything independent, a position which would be independent of the soviet union. and yet let’s just see what we’ve done for poland, a half a billion dollars worth of aid has gone to poland, primarily economic, primarily to go to the people of poland. this should continue and it can be stepped up to give them hope and to keep alive the hope for freedom that i can testify they have so deeply within them. in addition we can have more exchange with poland or with any other of the iron curtain countries which show some desire to take a different path than the path that has been taken by the ones that are complete satellites of the soviet union. now as far as the balance of the world is concerned, i of course don’t have as much time as senator kennedy had. i would just like to s- add this one point. if we are going to have the initiative in the world, we must remember that the people of africa and asia and latin america don’t want to be pawns simply in a struggle between two great powers – the soviet union and the united states. we have to let them know that we want to help them, not because we’re simply trying to save our own skins, not because we’re simply trying to fight communism; but because we care for them, because we stand for freedom, because if there were no communism in the world, we would still fight poverty and misery and disease and tyranny. if we can get that across to the people of these countries, in this decade of the sixties, the struggle for freedom will be won. "
30,MR. HOWE,"john chancellor’s question for vice president nixon. mr. chancellor: sir, i’d like to ask you an- another question about quemoy and matsu. both you and senator kennedy say you agree with the president on this subject and with our treaty obligations. but the subject remains in the campaign as an issue. now is – sir, is this because each of you feels obliged to respond to the other when he talks about quemoy and matsu, and if that’s true, do you think an end should be called to this discussion, or will it stay with us as a campaign issue? "
